,ENSPRNT00000007346,ENSCVAT00000018339,ENSSPAT00000002357,ENSFHET00000013836,ENSPRNT00000007883,ENSPMET00000004583,ENSGAFT00000024719,ENSXMAT00000013802,ENSPLAT00000021729,ENSPFOT00000017752,ENSAOCT00000014108,ENSKMAT00000019273,ENSXCOT00000002690,ENSAPOT00000004189,ENSAPET00000002059
ENSPRNT00000007346,1.0,0.556786703601108,0.682825484764543,0.5817174515235457,0.7382271468144044,0.6509695290858726,0.6634349030470914,0.6481994459833795,0.6509695290858726,0.6634349030470914,0.6371191135734072,0.6648199445983379,0.649584487534626,0.6371191135734072,0.6842105263157895
ENSCVAT00000018339,0.556786703601108,1.0,0.8130193905817175,0.7576177285318559,0.7991689750692521,0.8185595567867036,0.8213296398891967,0.8351800554016621,0.8365650969529086,0.8268698060941828,0.8296398891966759,0.8213296398891967,0.8379501385041551,0.8254847645429363,0.8130193905817175
ENSSPAT00000002357,0.682825484764543,0.8130193905817175,1.0,0.8296398891966759,0.9307479224376731,0.8850415512465374,0.9016620498614959,0.889196675900277,0.8878116343490304,0.9016620498614959,0.9196675900277008,0.925207756232687,0.8905817174515236,0.9238227146814404,0.9681440443213296
ENSFHET00000013836,0.5817174515235457,0.7576177285318559,0.8296398891966759,1.0,0.8227146814404432,0.8379501385041551,0.8476454293628809,0.8337950138504155,0.8393351800554016,0.850415512465374,0.7867036011080333,0.8365650969529086,0.8379501385041551,0.7839335180055401,0.8351800554016621
ENSPRNT00000007883,0.7382271468144044,0.7991689750692521,0.9307479224376731,0.8227146814404432,1.0,0.8878116343490304,0.9016620498614959,0.8864265927977839,0.889196675900277,0.9030470914127424,0.8767313019390581,0.9044321329639889,0.889196675900277,0.8767313019390581,0.9238227146814404
ENSPMET00000004583,0.6509695290858726,0.8185595567867036,0.8850415512465374,0.8379501385041551,0.8878116343490304,1.0,0.9722991689750693,0.9570637119113573,0.9709141274238227,0.9833795013850416,0.8421052631578947,0.8988919667590027,0.961218836565097,0.8393351800554016,0.8905817174515236
ENSGAFT00000024719,0.6634349030470914,0.8213296398891967,0.9016620498614959,0.8476454293628809,0.9016620498614959,0.9722991689750693,1.0,0.9764542936288089,0.9750692520775623,0.9889196675900277,0.8587257617728532,0.9127423822714681,0.9806094182825484,0.8559556786703602,0.907202216066482
ENSXMAT00000013802,0.6481994459833795,0.8351800554016621,0.889196675900277,0.8337950138504155,0.8864265927977839,0.9570637119113573,0.9764542936288089,1.0,0.9833795013850416,0.9736842105263158,0.8725761772853186,0.9030470914127424,0.9958448753462604,0.8656509695290858,0.8975069252077562
ENSPLAT00000021729,0.6509695290858726,0.8365650969529086,0.8878116343490304,0.8393351800554016,0.889196675900277,0.9709141274238227,0.9750692520775623,0.9833795013850416,1.0,0.9861495844875346,0.8670360110803325,0.9016620498614959,0.9875346260387812,0.8628808864265928,0.8933518005540166
ENSPFOT00000017752,0.6634349030470914,0.8268698060941828,0.9016620498614959,0.850415512465374,0.9030470914127424,0.9833795013850416,0.9889196675900277,0.9736842105263158,0.9861495844875346,1.0,0.8587257617728532,0.9127423822714681,0.9778393351800554,0.8559556786703602,0.907202216066482
ENSAOCT00000014108,0.6371191135734072,0.8296398891966759,0.9196675900277008,0.7867036011080333,0.8767313019390581,0.8421052631578947,0.8587257617728532,0.8725761772853186,0.8670360110803325,0.8587257617728532,1.0,0.8642659279778393,0.8739612188365651,0.9764542936288089,0.9515235457063712
ENSKMAT00000019273,0.6648199445983379,0.8213296398891967,0.925207756232687,0.8365650969529086,0.9044321329639889,0.8988919667590027,0.9127423822714681,0.9030470914127424,0.9016620498614959,0.9127423822714681,0.8642659279778393,1.0,0.9044321329639889,0.871191135734072,0.9113573407202216
ENSXCOT00000002690,0.649584487534626,0.8379501385041551,0.8905817174515236,0.8379501385041551,0.889196675900277,0.961218836565097,0.9806094182825484,0.9958448753462604,0.9875346260387812,0.9778393351800554,0.8739612188365651,0.9044321329639889,1.0,0.8670360110803325,0.8988919667590027
ENSAPOT00000004189,0.6371191135734072,0.8254847645429363,0.9238227146814404,0.7839335180055401,0.8767313019390581,0.8393351800554016,0.8559556786703602,0.8656509695290858,0.8628808864265928,0.8559556786703602,0.9764542936288089,0.871191135734072,0.8670360110803325,1.0,0.9362880886426593
ENSAPET00000002059,0.6842105263157895,0.8130193905817175,0.9681440443213296,0.8351800554016621,0.9238227146814404,0.8905817174515236,0.907202216066482,0.8975069252077562,0.8933518005540166,0.907202216066482,0.9515235457063712,0.9113573407202216,0.8988919667590027,0.9362880886426593,1.0
