geneTreeID,nbLeaves,NbSharedLeaves,AU_TreeBest,AU_Ensembl,AU_ReconstructEnsembl,AU_Isosel,TreeBestPassTest,EnsemblTreePassTest,ReconstructEnsemblTreePassTest,au_isosel_pass_test,TreeBestBetter,EnsemblBetter,ReconstructEnsemblBetter,REC_TreeBest,REC_Ensembl,REC_ReconstructEnsembl,RecIsosel,Treebest_REC_is_best,Ensembl_REC_is_best,Ensembl_REC_reconstruct_is_best,Isosel_REC_is_best
ENSGT00860000136165,6,100.0,0.456,0.544,0.456,0.456,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000148707,4,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147002,6,100.0,0.744,0.425,0.744,0.744,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169475,5,80.0,0.804,0.804,0.804,0.804,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000164232,5,80.0,0.495,0.508,0.495,0.495,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000013727,3,66.67,0.445,0.502,0.445,0.445,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000010578,7,100.0,0.519,0.533,0.519,0.519,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000004452,10,100.0,0.703,0.444,0.703,0.703,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00740000117046,5,100.0,0.997,0.004,0.997,0.997,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00510000047568,4,50.0,0.485,0.48,0.485,0.485,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169676,3,100.0,0.5,0.499,0.5,0.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000168830,4,100.0,0.486,0.709,0.473,0.486,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00530000065389,5,100.0,0.003,0.997,0.997,0.997,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169931,4,75.0,0.493,0.486,0.493,0.493,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000155543,4,75.0,0.08,0.964,0.08,0.08,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000179482,4,100.0,0.695,0.531,0.695,0.695,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147311,5,100.0,0.816,0.138,0.816,0.816,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000172903,12,100.0,0.506,0.734,0.169,0.082,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00410000028303,5,40.0,0.126,0.127,0.504,0.621,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000156483,3,100.0,0.538,0.452,0.538,0.538,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147055,6,100.0,0.576,0.731,0.576,0.576,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000164143,5,100.0,0.514,0.485,0.514,0.514,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000170500,3,100.0,0.535,0.535,0.535,0.535,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157688,5,100.0,0.542,0.458,0.542,0.542,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169476,4,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000170797,3,66.67,0.5,0.451,0.451,0.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00660000096863,3,100.0,0.479,0.489,0.479,0.479,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000171008,3,100.0,0.496,0.453,0.496,0.496,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000168087,5,60.0,0.511,0.502,0.0001,0.511,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00770000121715,6,100.0,0.56,0.7,0.56,0.56,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000157446,3,100.0,0.516,0.516,0.516,0.516,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000155823,3,33.33,0.508,0.492,0.508,0.508,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147007,6,100.0,0.628,0.559,0.628,0.628,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000164615,4,75.0,0.792,0.792,0.792,0.792,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157680,8,75.0,0.068,0.932,3E-130,0.068,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000178799,3,100.0,0.502,0.489,0.502,0.502,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000009443,4,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00860000135738,6,100.0,0.597,0.622,0.597,0.597,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00900000143393,17,-10.0,0.642,0.217,0.597,0.274,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
ENSGT00940000165418,4,75.0,0.494,0.506,0.494,0.494,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000148662,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147439,5,100.0,0.568,0.455,0.568,0.568,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000161331,3,100.0,0.508,0.519,0.508,0.508,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000171070,6,66.67,0.186,0.187,0.187,0.188,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000164045,5,50.0,0.529,0.447,0.708,0.529,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00960000190054,4,100.0,0.729,0.729,0.729,0.729,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000154925,3,100.0,0.465,0.462,0.465,0.465,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000170886,3,66.67,0.475,0.503,0.503,0.475,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000158809,6,100.0,0.985,;0,00000003;,0.985,0.985,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147430,6,100.0,0.613,0.451,0.613,0.613,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000154355,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147327,5,100.0,0.484,0.51,0.484,0.484,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000172611,3,-10.0,0.454,0.454,0.454,0.454,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157685,4,75.0,0.504,0.489,0.504,0.504,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000177259,7,100.0,0.125,0.216,0.124,0.125,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00530000063632,4,50.0,0.485,0.478,0.489,0.485,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00940000170905,5,80.0,0.508,0.492,0.508,0.508,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000177078,3,100.0,0.527,0.467,0.527,0.527,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000177118,5,100.0,0.568,0.006,0.568,0.568,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00900000143818,9,100.0,0.52,0.48,0.52,0.52,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000161638,6,33.33,0.579,0.654,0.579,0.579,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000169568,4,100.0,0.492,0.493,0.493,0.493,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000168580,4,100.0,0.486,0.513,0.495,0.486,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000001153,3,100.0,0.512,0.512,0.512,0.512,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157805,7,100.0,0.677,0.657,0.677,0.677,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00530000067893,3,100.0,0.508,0.492,0.508,0.508,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000159363,4,75.0,0.714,0.531,0.714,0.714,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000148174,3,100.0,0.484,0.516,0.484,0.484,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000169684,4,75.0,0.495,0.468,0.495,0.495,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000159800,11,63.64,0.474,0.539,0.0003,0.474,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000006303,6,50.0,0.457,0.457,0.486,0.457,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00950000185540,6,-10.0,0.676,0.599,0.676,0.676,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000170888,3,100.0,0.486,0.486,0.486,0.486,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000158046,15,66.67,0.518,0.482,;0,000008;,0.518,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000177470,3,100.0,0.457,0.543,0.457,0.457,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000163384,5,100.0,0.516,0.508,0.479,0.516,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000158467,3,100.0,0.663,0.347,0.663,0.663,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00960000191110,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000159362,4,0.0,0.496,0.505,0.496,0.496,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000162882,12,83.33,0.958,0.118,0.082,0.958,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
