geneTreeID,nbLeaves,NbSharedLeaves,AU_TreeBest,AU_Ensembl,AU_ReconstructEnsembl,AU_Isosel,TreeBestPassTest,EnsemblTreePassTest,ReconstructEnsemblTreePassTest,au_isosel_pass_test,TreeBestBetter,EnsemblBetter,ReconstructEnsemblBetter,REC_TreeBest,REC_Ensembl,REC_ReconstructEnsembl,RecIsosel,Treebest_REC_is_best,Ensembl_REC_is_best,Ensembl_REC_reconstruct_is_best,Isosel_REC_is_best
ENSGT00860000136165,6,100.0,0.468,0.533,0.468,0.468,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000147002,6,100.0,0.731,0.446,0.731,0.731,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00960000189656,3,100.0,0.488,0.5,0.488,0.488,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000010578,7,100.0,0.522,0.532,0.522,0.522,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000004452,10,100.0,0.658,0.44,0.658,0.658,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000008744,16,100.0,0.976,0.044,0.976,0.045,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00510000047568,4,50.0,0.482,0.489,0.482,0.482,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00530000065389,5,100.0,0.005,0.995,0.995,0.995,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169931,4,75.0,0.485,0.475,0.485,0.485,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000155543,4,75.0,0.103,0.952,0.103,0.103,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000179482,4,100.0,0.711,0.512,0.711,0.711,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000172903,12,100.0,0.081,0.924,0.058,0.192,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000147055,6,100.0,0.739,0.586,0.739,0.739,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00960000188246,3,100.0,0.493,0.491,0.493,0.493,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000146921,11,100.0,0.618,0.543,1E-36,0.618,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000164143,5,100.0,0.733,0.543,0.733,0.733,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157688,5,100.0,0.528,0.472,0.528,0.528,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169476,4,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000168087,5,100.0,0.641,0.535,0.641,0.641,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157446,3,100.0,0.533,0.533,0.533,0.533,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000155823,3,33.33,0.508,0.493,0.508,0.508,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000176972,11,100.0,0.339,0.661,0.339,0.339,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000164615,4,75.0,0.77,0.77,0.77,0.77,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157680,8,62.5,0.065,0.935,;0,000002;,0.065,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000154389,4,50.0,0.551,0.551,0.551,0.551,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00900000143393,17,-10.0,0.137,0.263,0.768,0.31,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00520000055567,3,66.67,0.467,0.467,0.467,0.467,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000001511,3,66.67,0.445,0.486,0.486,0.445,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000161331,3,100.0,0.495,0.5,0.495,0.495,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000171070,6,66.67,0.411,0.413,0.414,0.415,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000164045,5,0.0,0.548,0.458,0.693,0.548,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
