geneTreeID,nbLeaves,NbSharedLeaves,AU_TreeBest,AU_Ensembl,AU_ReconstructEnsembl,AU_Isosel,TreeBestPassTest,EnsemblTreePassTest,ReconstructEnsemblTreePassTest,au_isosel_pass_test,TreeBestBetter,EnsemblBetter,ReconstructEnsemblBetter,REC_TreeBest,REC_Ensembl,REC_ReconstructEnsembl,RecIsosel,Treebest_REC_is_best,Ensembl_REC_is_best,Ensembl_REC_reconstruct_is_best,Isosel_REC_is_best
ENSGT00860000136165,6,100.0,0.457,0.544,0.457,0.457,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000006931,4,75.0,0.676,0.226,0.676,0.676,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147002,6,100.0,0.689,0.584,0.689,0.689,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169475,5,100.0,0.803,0.803,0.803,0.803,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000013727,3,66.67,0.448,0.505,0.448,0.448,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000010578,7,100.0,0.562,0.56,0.562,0.562,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000004452,10,100.0,0.604,0.398,0.604,0.604,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000008744,16,100.0,0.976,0.047,0.976,0.041,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00740000117046,5,100.0,0.997,0.005,0.997,0.997,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00510000047568,4,50.0,0.486,0.488,0.486,0.486,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000169676,3,100.0,0.508,0.492,0.508,0.508,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000168830,4,100.0,0.492,0.484,0.481,0.492,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00530000065389,5,100.0,0.004,0.996,0.996,0.996,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169931,4,50.0,0.488,0.482,0.488,0.488,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
