geneTreeID,nbLeaves,NbSharedLeaves,AU_TreeBest,AU_Ensembl,AU_ReconstructEnsembl,AU_Isosel,TreeBestPassTest,EnsemblTreePassTest,ReconstructEnsemblTreePassTest,au_isosel_pass_test,TreeBestBetter,EnsemblBetter,ReconstructEnsemblBetter,REC_TreeBest,REC_Ensembl,REC_ReconstructEnsembl,RecIsosel,Treebest_REC_is_best,Ensembl_REC_is_best,Ensembl_REC_reconstruct_is_best,Isosel_REC_is_best
ENSGT00860000136165,6,100.0,0.666,0.581,0.666,0.666,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00960000189656,3,100.0,0.464,0.536,0.464,0.464,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00960000188992,4,100.0,0.446,0.498,0.446,0.446,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000147248,9,100.0,0.593,0.658,0.593,0.593,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000010578,7,100.0,0.523,0.532,0.523,0.523,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000004452,10,100.0,0.769,0.532,0.769,0.769,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00740000117046,5,100.0,0.995,0.008,0.995,0.995,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00510000047568,4,50.0,0.496,0.479,0.496,0.496,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000168834,4,100.0,0.486,0.486,0.486,0.486,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169676,3,100.0,0.486,0.514,0.486,0.486,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000175355,4,100.0,0.565,0.498,0.565,0.565,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000168830,4,100.0,0.477,0.466,0.501,0.477,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00960000190082,4,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000161630,5,100.0,0.583,0.643,0.583,0.583,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000169931,4,75.0,0.486,0.507,0.486,0.486,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000155543,4,75.0,0.094,0.963,0.094,0.094,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000147858,3,100.0,0.623,0.617,0.623,0.623,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000179482,4,100.0,0.71,0.523,0.71,0.71,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000172903,12,100.0,0.675,0.721,0.191,0.151,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000156483,3,100.0,0.525,0.453,0.525,0.525,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147055,6,100.0,0.472,0.581,0.472,0.472,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000164143,5,80.0,0.512,0.505,;0,00006;,0.512,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157688,5,100.0,0.209,0.213,0.209,0.209,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000169476,4,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000170797,3,66.67,0.462,0.494,0.494,0.462,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000168087,5,60.0,0.512,0.5,0.0001,0.512,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157446,3,100.0,0.536,0.536,0.536,0.536,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000155823,3,33.33,0.491,0.487,0.477,0.491,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000176972,11,100.0,0.345,0.657,0.345,0.345,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000147007,6,100.0,0.632,0.552,0.632,0.632,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000164615,4,75.0,0.478,0.478,0.478,0.478,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157680,8,62.5,0.074,0.926,;0,00004;,0.074,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000178799,3,100.0,0.504,0.504,0.504,0.504,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000009443,4,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000156299,4,50.0,0.499,0.501,0.499,0.499,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00900000143393,17,-10.0,0.625,0.225,0.593,0.296,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
ENSGT00520000055567,3,66.67,0.472,0.472,0.472,0.472,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000165418,4,75.0,0.499,0.492,0.499,0.499,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000161331,3,100.0,0.495,0.542,0.495,0.495,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00960000190054,4,100.0,0.703,0.703,0.703,0.703,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000158220,9,88.89,0.021,0.974,0.053,0.021,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
