geneTreeID,nbLeaves,NbSharedLeaves,AU_TreeBest,AU_Ensembl,AU_ReconstructEnsembl,AU_Isosel,TreeBestPassTest,EnsemblTreePassTest,ReconstructEnsemblTreePassTest,au_isosel_pass_test,TreeBestBetter,EnsemblBetter,ReconstructEnsemblBetter,REC_TreeBest,REC_Ensembl,REC_ReconstructEnsembl,RecIsosel,Treebest_REC_is_best,Ensembl_REC_is_best,Ensembl_REC_reconstruct_is_best,Isosel_REC_is_best
ENSGT00860000136165,6,100.0,0.47,0.531,0.47,0.47,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000147002,6,100.0,0.734,0.434,0.734,0.734,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00960000189656,3,100.0,0.494,0.506,0.494,0.494,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000010578,7,100.0,0.615,0.61,0.615,0.615,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000004452,10,100.0,0.702,0.46,0.702,0.702,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000008744,16,60.0,0.042,0.051,0.98,0.054,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00510000047568,4,50.0,0.492,0.486,0.492,0.492,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169676,3,100.0,0.498,0.501,0.498,0.498,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00530000065389,5,100.0,0.005,0.995,0.995,0.995,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169931,4,100.0,0.49,0.494,0.49,0.49,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000155543,4,75.0,0.079,0.964,0.079,0.079,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000179482,4,100.0,0.699,0.519,0.699,0.699,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147311,5,100.0,0.763,0.128,0.763,0.763,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000172903,12,100.0,0.477,0.707,0.061,0.101,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000147055,6,100.0,0.521,0.581,0.521,0.521,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00960000188246,3,100.0,0.497,0.508,0.497,0.497,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000178701,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000164143,5,80.0,0.516,0.498,0.0003,0.516,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000170500,3,100.0,0.531,0.531,0.531,0.531,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157688,5,100.0,0.558,0.442,0.558,0.558,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169476,4,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000170797,3,33.33,0.454,0.454,0.454,0.475,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000168087,5,60.0,0.503,0.509,0.0002,0.503,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000157446,3,100.0,0.534,0.534,0.534,0.534,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000155823,3,33.33,0.5,0.494,0.461,0.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147007,6,100.0,0.635,0.735,0.635,0.635,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000164615,4,75.0,0.791,0.791,0.791,0.791,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157680,8,62.5,0.825,0.33,0.001,0.049,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSGT00940000178799,3,100.0,0.506,0.491,0.506,0.506,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000154389,4,75.0,0.557,0.557,0.557,0.557,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00900000143393,17,-10.0,0.761,0.246,0.761,0.272,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000161331,3,100.0,0.489,0.523,0.489,0.489,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000171070,6,66.67,0.18,0.179,0.182,0.181,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00940000164045,5,0.0,0.556,0.443,0.718,0.556,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00960000190054,4,100.0,0.699,0.699,0.699,0.699,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000154925,3,100.0,0.48,0.488,0.48,0.48,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000158809,6,100.0,1.0,;0,00001;,1.0,1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147430,6,100.0,0.555,0.448,0.555,0.555,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000013322,25,100.0,0.073,0.054,0.91,0.91,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000172611,3,-10.0,0.481,0.481,0.481,0.481,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157685,4,75.0,0.461,0.506,0.461,0.461,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000177259,7,100.0,0.136,0.196,0.136,0.136,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00530000063632,4,50.0,0.481,0.481,0.478,0.481,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000170905,5,80.0,0.516,0.484,0.516,0.516,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000177078,3,100.0,0.532,0.468,0.532,0.532,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000161638,6,66.67,0.593,0.699,0.197,0.593,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000001153,3,66.67,0.487,0.492,0.492,0.492,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157805,7,100.0,0.53,0.534,0.53,0.53,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000159363,4,50.0,0.472,0.5,0.472,0.472,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000003680,5,100.0,0.0001,;0,00007;,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000159800,11,63.64,0.495,0.519,0.0002,0.495,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000006303,6,33.33,0.477,0.477,0.477,0.477,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000155594,15,40.0,0.347,0.653,1E-70,0.347,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00950000185540,6,-10.0,0.662,0.628,0.662,0.662,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000158046,15,66.67,0.531,0.469,3E-90,0.531,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000177470,3,100.0,0.472,0.528,0.472,0.472,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000158467,3,100.0,0.672,0.345,0.672,0.672,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000159362,4,25.0,0.488,0.513,0.0001,0.488,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000162882,12,83.33,0.009,0.0001,;0,000000004;,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000016644,4,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000148592,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000006227,8,87.5,0.055,0.945,0.055,0.055,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000157964,4,50.0,0.99,0.01,0.99,0.99,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00960000190642,3,66.67,0.478,0.478,0.478,0.478,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000163356,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000015038,9,100.0,0.309,0.307,0.71,0.309,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00910000147087,10,100.0,0.475,0.543,0.475,0.475,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000014105,3,66.67,0.498,0.498,0.498,0.498,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00730000111086,4,75.0,0.91,0.91,0.91,0.91,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000162075,15,100.0,0.864,0.124,0.222,0.864,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169686,3,66.67,0.554,0.41,0.554,0.554,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000156549,8,87.5,0.229,0.618,0.611,0.611,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00860000135092,17,94.12,0.509,0.491,0.509,0.509,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000001810,4,75.0,0.976,0.976,0.976,0.976,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00530000065266,6,66.67,0.815,0.815,0.233,0.815,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147247,13,100.0,0.041,0.215,0.896,0.041,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
ENSGT00940000176300,3,100.0,0.51,0.506,0.558,0.51,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00940000169173,6,100.0,0.466,0.483,0.466,0.466,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000000292,5,80.0,0.501,0.504,0.501,0.501,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000171073,4,100.0,0.478,0.478,0.475,0.475,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000160160,5,100.0,0.301,0.729,0.301,0.301,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000169832,8,62.5,0.527,0.563,0.015,0.527,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00920000149145,14,85.71,0.436,0.438,0.571,0.436,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00530000065031,15,80.0,0.033,0.967,2E-53,0.033,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00530000063770,9,33.33,0.535,0.466,;0,000003;,0.535,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000156022,3,66.67,0.478,0.492,0.478,0.478,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000014270,3,66.67,0.493,0.459,0.493,0.493,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000168285,3,66.67,0.493,0.442,0.483,0.493,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000017410,10,100.0,0.604,0.444,0.604,0.604,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000161807,13,46.15,0.704,0.718,0.001,0.023,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000155070,10,70.0,0.036,0.862,0.002,0.197,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000178817,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000164130,3,100.0,0.527,0.527,0.527,0.527,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000163116,7,100.0,0.686,0.69,0.686,0.074,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000007235,18,94.44,0.52,0.136,0.781,0.52,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00390000006370,7,85.71,0.587,0.553,0.587,0.587,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000008796,11,81.82,0.65,0.565,0.087,0.65,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000170465,3,66.67,0.508,0.469,0.508,0.508,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000156489,7,57.14,0.663,0.325,0.005,0.501,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ENSGT00940000154634,7,85.71,0.97,0.06,0.97,0.97,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00530000064411,3,100.0,0.542,0.476,0.542,0.542,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
