geneTreeID,nbLeaves,NbSharedLeaves,AU_TreeBest,AU_Ensembl,AU_ReconstructEnsembl,AU_Isosel,TreeBestPassTest,EnsemblTreePassTest,ReconstructEnsemblTreePassTest,au_isosel_pass_test,TreeBestBetter,EnsemblBetter,ReconstructEnsemblBetter,REC_TreeBest,REC_Ensembl,REC_ReconstructEnsembl,RecIsosel,Treebest_REC_is_best,Ensembl_REC_is_best,Ensembl_REC_reconstruct_is_best,Isosel_REC_is_best
ENSGT00390000006931,4,75.0,0.79,0.326,0.79,0.79,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147002,6,100.0,0.753,0.424,0.753,0.753,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169475,5,80.0,0.52,0.52,0.52,0.52,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000013727,3,100.0,0.496,0.482,0.496,0.496,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000010578,7,100.0,0.527,0.528,0.527,0.527,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000004452,10,100.0,0.698,0.454,0.698,0.698,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000008744,16,20.0,0.218,0.783,1E-12,0.218,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00740000117046,5,100.0,0.997,0.005,0.997,0.997,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00510000047568,4,50.0,0.494,0.484,0.494,0.494,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169676,3,100.0,0.477,0.523,0.477,0.477,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000168830,4,100.0,0.481,0.484,0.48,0.481,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00530000065389,5,100.0,0.997,0.997,0.997,0.997,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169931,4,50.0,0.617,0.618,0.617,0.617,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000147177,7,100.0,0.682,0.541,0.682,0.682,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000179482,4,50.0,0.698,0.528,0.698,0.698,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000172903,12,100.0,0.667,0.716,0.21,0.151,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000156483,3,66.67,0.465,0.446,0.465,0.545,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147055,6,100.0,0.485,0.567,0.485,0.485,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000164143,5,100.0,0.512,0.467,0.512,0.512,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000170500,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157688,5,80.0,0.658,0.587,0.658,0.658,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000170797,3,66.67,0.476,0.492,0.492,0.476,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00660000096863,3,100.0,0.486,0.468,0.486,0.486,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000171008,3,100.0,0.509,0.461,0.509,0.509,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
