Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0781)   P(D|M,rr[2]=0.3720)   P(D|M,rr[3]=0.9314)   P(D|M,rr[4]=2.6185)   Posterior mean        
1      0.0101103       0.0204704             0.0133435             0.00598942            0.000637799           0.341495              
2      0.000100852     1.98687e-05           7.90689e-05           0.000142199           0.000162271           1.45838               
3      0.000576119     0.000132147           0.00051119            0.000866244           0.000794894           1.34033               
4      0.042302        0.042302              0.042302              0.042302              0.042302              1                     
5      0.00441158      0.000461848           0.00214215            0.00496721            0.0100751             1.80442               
6      0.0734895       0.0960197             0.0856218             0.0698942             0.0424222             0.733202              
7      0.000529743     1.82485e-05           0.000124721           0.000435394           0.00154061            2.11776               
8      0.00101036      0.000114555           0.000507481           0.00111996            0.00229944            1.79689               
9      0.0022195       0.00039222            0.00159097            0.00297565            0.00391916            1.53823               
10     0.000175623     2.33364e-06           4.30964e-05           0.000182521           0.000474541           2.03393               
11     6.16933e-05     7.16418e-07           1.32405e-05           5.75351e-05           0.000175281           2.09727               
12     8.71644e-05     8.7835e-07            1.6816e-05            7.70639e-05           0.000253899           2.13087               
13     0.000160938     2.16732e-06           3.95843e-05           0.000166302           0.000435697           2.036                 
14     0.038145        0.055016              0.0471333             0.0352555             0.0151751             0.618704              
15     0.00115991      0.000229687           0.000901655           0.00160334            0.00190496            1.47315               
16     0.022951        0.022951              0.022951              0.022951              0.022951              1                     
17     0.04404         0.04404               0.04404               0.04404               0.04404               1                     
18     0.099081        0.099081              0.099081              0.099081              0.099081              1                     
19     0.055941        0.055941              0.055941              0.055941              0.055941              1                     
20     0.00131294      0.000156958           0.000692962           0.00150849            0.00289335            1.76158               
21     0.00315243      0.000530884           0.00216145            0.00409818            0.00581921            1.57818               
22     0.00905447      0.0124981             0.0109785             0.00858925            0.00415204            0.660777              
23     0.000436676     4.90992e-05           0.000220142           0.000491497           0.000985965           1.78925               
24     0.0398207       0.0540166             0.0474687             0.0375407             0.0202567             0.689865              
25     0.0239593       0.0395861             0.0309317             0.0196233             0.00569626            0.498656              
26     9.98581e-05     1.58976e-06           2.79716e-05           0.000110516           0.000259356           1.9843                
27     0.00444778      0.00117343            0.00428182            0.00663746            0.00569842            1.28087               
28     0.000944766     9.82453e-05           0.000439862           0.000995302           0.00224565            1.84666               
29     0.099081        0.099081              0.099081              0.099081              0.099081              1                     
30     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
31     0.04404         0.04404               0.04404               0.04404               0.04404               1                     
32     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
33     0.053287        0.053287              0.053287              0.053287              0.053287              1                     
34     0.042302        0.042302              0.042302              0.042302              0.042302              1                     
35     0.012937        0.012937              0.012937              0.012937              0.012937              1                     
36     0.00552212      0.000878416           0.00367489            0.00722682            0.0103084             1.59176               
37     0.0375663       0.0578309             0.046965              0.0323495             0.0131199             0.575454              
38     0.0398207       0.0540166             0.0474687             0.0375407             0.0202567             0.689865              
39     0.022355        0.022355              0.022355              0.022355              0.022355              1                     
40     0.034155        0.034155              0.034155              0.034155              0.034155              1                     
41     0.041977        0.041977              0.041977              0.041977              0.041977              1                     
42     0.041977        0.041977              0.041977              0.041977              0.041977              1                     
43     0.0375663       0.0578309             0.046965              0.0323495             0.0131199             0.575454              
44     0.000549352     4.94592e-05           0.000229871           0.000550508           0.00136757            1.90367               
45     0.0255748       0.0332009             0.0298915             0.0246514             0.0145555             0.73105               
46     0.0528794       0.0757241             0.0645587             0.0483267             0.0229082             0.637889              
47     0.00275842      0.000363366           0.00157606            0.00331829            0.00577595            1.70658               
48     0.000764992     4.08495e-05           0.000228909           0.000680484           0.00210972            2.04137               
49     0.000444019     5.08102e-05           0.000227126           0.000504199           0.000993942           1.77962               
50     0.00263638      0.00035077            0.00153378            0.00324103            0.00541996            1.68877               
51     0.00221539      0.00032823            0.00138885            0.00279684            0.00434765            1.63986               
52     0.042302        0.042302              0.042302              0.042302              0.042302              1                     
53     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
54     0.099081        0.099081              0.099081              0.099081              0.099081              1                     
55     0.069147        0.069147              0.069147              0.069147              0.069147              1                     
56     0.040767        0.040767              0.040767              0.040767              0.040767              1                     
57     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
58     0.04404         0.04404               0.04404               0.04404               0.04404               1                     
59     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
60     0.012066        0.012066              0.012066              0.012066              0.012066              1                     
61     0.027062        0.0400453             0.0336134             0.0243468             0.0102423             0.601645              
62     0.000204719     9.06769e-06           5.19167e-05           0.000162305           0.000595587           2.11357               
63     0.000300819     2.76674e-05           0.000130607           0.000315064           0.000729936           1.87452               
64     0.000348091     2.55155e-05           0.000123394           0.000316964           0.000926489           1.98882               
65     0.0375663       0.0578309             0.046965              0.0323495             0.0131199             0.575454              
66     0.0040994       0.000800186           0.00318701            0.00574262            0.00666776            1.46708               
67     0.000789956     3.99e-05              0.000238641           0.0007328             0.00214848            2.02552               
68     0.0307003       0.0409636             0.0363615             0.0292271             0.016249              0.70435               
69     0.00655905      0.000981742           0.00412836            0.00825691            0.0128692             1.63901               
70     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
71     0.000465878     0.000105433           0.00040207            0.000676415           0.000679594           1.3777                
