apteryx_owenii ENSAOWG00000009129
apteryx_haastii ENSAHAG00000004668
apteryx_rowi ENSARWG00000012627
meleagris_gallopavo ENSMGAG00000002612
coturnix_japonica ENSCJPG00005010535
gallus_gallus ENSGALG00000038820
numida_meleagris ENSNMEG00000004914
anser_brachyrhynchus ENSABRG00000002808
anas_platyrhynchos ENSAPLG00000027242
serinus_canaria ENSSCAG00000006094
lonchura_striata ENSLSDG00000008444
junco_hyemalis ENSJHYG00000012702
zonotrichia_albicollis ENSZALG00000013782
parus_major ENSPMJG00000003975
ficedula_albicollis ENSFALG00000001082
ficedula_albicollis ENSFALG00000001083
lepidothrix_coronata ENSLCOG00000002178
calidris_pygmaea ENSCPGG00000012973
calidris_pugnax ENSCPUG00000019099
crocodylus_porosus ENSCPRG00005002519
gopherus_agassizii ENSGAGG00000001806
chelonoidis_abingdonii ENSCABG00000014828
chrysemys_picta ENSCPBG00000001771
pelodiscus_sinensis ENSPSIG00000010893
anolis_carolinensis ENSACAG00000006897
pogona_vitticeps ENSPVIG00000009700
notechis_scutatus ENSNSUG00000014696
salvator_merianae ENSSMRG00000016927
sphenodon_punctatus ENSSPUG00000000735
phascolarctos_cinereus ENSPCIG00000021848
latimeria_chalumnae ENSLACG00000016281
gasterosteus_aculeatus ENSGACG00000002136
takifugu_rubripes ENSTRUG00000003082
hippocampus_comes ENSHCOG00000003526
poecilia_reticulata ENSPREG00000020328
poecilia_formosa ENSPFOG00000012703
xiphophorus_maculatus ENSXMAG00000007937
xiphophorus_couchianus ENSXCOG00000005887
gambusia_affinis ENSGAFG00000004832
fundulus_heteroclitus ENSFHEG00000000203
kryptolebias_marmoratus ENSKMAG00000002011
oryzias_latipes ENSORLG00000026616
oryzias_latipes ENSORLG00015003266
oryzias_latipes ENSORLG00020006963
oryzias_melastigma ENSOMEG00000008184
cynoglossus_semilaevis ENSCSEG00000019533
amphiprion_ocellaris ENSAOCG00000016155
amphiprion_percula ENSAPEG00000022327
acanthochromis_polyacanthus ENSAPOG00000002881
stegastes_partitus ENSSPAG00000011598
maylandia_zebra ENSMZEG00005015585
haplochromis_burtoni ENSHBUG00000007895
astatotilapia_calliptera ENSACLG00000005172
neolamprologus_brichardi ENSNBRG00000019447
oreochromis_niloticus ENSONIG00000007645
amphilophus_citrinellus ENSACIG00000001646
mastacembelus_armatus ENSMAMG00000022250
anabas_testudineus ENSATEG00000005625
seriola_lalandi ENSSLDG00000019598
seriola_dumerili ENSSDUG00000022556
scophthalmus_maximus ENSSMAG00000005429
monopterus_albus ENSMALG00000019823
labrus_bergylta ENSLBEG00000016107
labrus_bergylta ENSLBEG00000010915
mola_mola ENSMMOG00000008740
periophthalmus_magnuspinnatus ENSPMGG00000012657
gadus_morhua ENSGMOG00000019009
esox_lucius ENSELUG00000007716
pygocentrus_nattereri ENSPNAG00000017309
astyanax_mexicanus ENSAMXG00000043839
ictalurus_punctatus ENSIPUG00000001273
danio_rerio ENSDARG00000043402
paramormyrops_kingsleyae ENSPKIG00000006753
scleropages_formosus ENSSFOG00015015668
petromyzon_marinus ENSPMAG00000000867
