apteryx_owenii ENSAOWG00000015018
apteryx_haastii ENSAHAG00000015685
apteryx_rowi ENSARWG00000014942
dromaius_novaehollandiae ENSDNVG00000015775
nothoprocta_perdicaria ENSNPEG00000004130
meleagris_gallopavo ENSMGAG00000011791
gallus_gallus ENSGALG00000014371
coturnix_japonica ENSCJPG00005019927
numida_meleagris ENSNMEG00000017086
anas_platyrhynchos ENSAPLG00000007822
anser_brachyrhynchus ENSABRG00000013037
calidris_pugnax ENSCPUG00000011735
calidris_pygmaea ENSCPGG00000002411
melopsittacus_undulatus ENSMUNG00000016800
lonchura_striata ENSLSDG00000015173
taeniopygia_guttata ENSTGUG00000010394
serinus_canaria ENSSCAG00000004346
zonotrichia_albicollis ENSZALG00000014316
junco_hyemalis ENSJHYG00000009621
parus_major ENSPMJG00000004138
cyanistes_caeruleus ENSCCEG00000020670
ficedula_albicollis ENSFALG00000013486
lepidothrix_coronata ENSLCOG00000009512
manacus_vitellinus ENSMVIG00005012175
crocodylus_porosus ENSCPRG00005016548
chelonoidis_abingdonii ENSCABG00000009838
gopherus_agassizii ENSGAGG00000018709
chrysemys_picta ENSCPBG00000004235
pelodiscus_sinensis ENSPSIG00000009463
pogona_vitticeps ENSPVIG00000020706
anolis_carolinensis ENSACAG00000002408
notechis_scutatus ENSNSUG00000017936
salvator_merianae ENSSMRG00000021871
sphenodon_punctatus ENSSPUG00000015796
phascolarctos_cinereus ENSPCIG00000033460
phascolarctos_cinereus ENSPCIG00000020017
notamacropus_eugenii ENSMEUG00000016286
sarcophilus_harrisii ENSSHAG00000008607
monodelphis_domestica ENSMODG00000007976
cricetulus_griseus ENSCGRG00015012275
cricetulus_griseus ENSCGRG00001016202
cricetulus_griseus ENSCGRG00000015965
mesocricetus_auratus ENSMAUG00000009404
peromyscus_maniculatus ENSPEMG00000020715
microtus_ochrogaster ENSMOCG00000021322
mus_spicilegus ENSMSIG00000016754
mus_spretus MGP_SPRETEiJ_G0019082
mus_musculus ENSMUSG00000057554
mus_caroli MGP_CAROLIEiJ_G0018224
mus_pahari MGP_PahariEiJ_G0019274
rattus_norvegicus ENSRNOG00000018046
meriones_unguiculatus ENSMUGG00000016344
nannospalax_galili ENSNGAG00000000900
jaculus_jaculus ENSJJAG00000015235
jaculus_jaculus ENSJJAG00000020984
castor_canadensis ENSCCNG00000027052
dipodomys_ordii ENSDORG00000004606
heterocephalus_glaber ENSHGLG00100011819
heterocephalus_glaber ENSHGLG00000016074
fukomys_damarensis ENSFDAG00000003375
cavia_porcellus ENSCPOG00000009849
cavia_aperea ENSCAPG00000008676
octodon_degus ENSODEG00000006705
chinchilla_lanigera ENSCLAG00000017295
urocitellus_parryii ENSUPAG00010020959
spermophilus_dauricus ENSSDAG00000016478
ictidomys_tridecemlineatus ENSSTOG00000007266
marmota_marmota ENSMMMG00000018132
oryctolagus_cuniculus ENSOCUG00000013996
ochotona_princeps ENSOPRG00000010061
pan_troglodytes ENSPTRG00000002140
pan_paniscus ENSPPAG00000034870
gorilla_gorilla ENSGGOG00000006907
homo_sapiens ENSG00000116977
pongo_abelii ENSPPYG00000000086
nomascus_leucogenys ENSNLEG00000003250
piliocolobus_tephrosceles ENSPTEG00000036939
colobus_angolensis ENSCANG00000035586
rhinopithecus_bieti ENSRBIG00000041075
rhinopithecus_roxellana ENSRROG00000036202
theropithecus_gelada ENSTGEG00000014345
papio_anubis ENSPANG00000008422
mandrillus_leucophaeus ENSMLEG00000041257
cercocebus_atys ENSCATG00000032807
chlorocebus_sabaeus ENSCSAG00000009741
macaca_nemestrina ENSMNEG00000034839
macaca_mulatta ENSMMUG00000015132
macaca_fascicularis ENSMFAG00000032856
saimiri_boliviensis ENSSBOG00000019894
callithrix_jacchus ENSCJAG00000017839
cebus_capucinus ENSCCAG00000025413
aotus_nancymaae ENSANAG00000027110
carlito_syrichta ENSTSYG00000000982
microcebus_murinus ENSMICG00000015835
prolemur_simus ENSPSMG00000015330
propithecus_coquereli ENSPCOG00000028427
otolemur_garnettii ENSOGAG00000010980
tupaia_belangeri ENSTBEG00000017453
choloepus_hoffmanni ENSCHOG00000004040
dasypus_novemcinctus ENSDNOG00000036659
procavia_capensis ENSPCAG00000014039
echinops_telfairi ENSETEG00000004135
loxodonta_africana ENSLAFG00000005065
mustela_putorius ENSMPUG00000012760
neovison_vison ENSNVIG00000011812
ursus_americanus ENSUAMG00000012229
ursus_maritimus ENSUMAG00000013806
ailuropoda_melanoleuca ENSAMEG00000000976
canis_lupus ENSCAFG00020026961
canis_lupus ENSCAFG00000010961
vulpes_vulpes ENSVVUG00000009310
panthera_pardus ENSPPRG00000014121
panthera_tigris ENSPTIG00000013624
felis_catus ENSFCAG00000035073
equus_asinus ENSEASG00005003376
equus_caballus ENSECAG00000015230
sorex_araneus ENSSARG00000012312
erinaceus_europaeus ENSEEUG00000012208
ovis_aries ENSOARG00000003629
capra_hircus ENSCHIG00000022419
bos_mutus ENSBMUG00000001101
bos_taurus ENSBTAG00000013544
bison_bison ENSBBBG00000011788
tursiops_truncatus ENSTTRG00000012369
sus_scrofa ENSSSCG00000010146
vicugna_pacos ENSVPAG00000000162
myotis_lucifugus ENSMLUG00000000915
myotis_lucifugus ENSMLUG00000023706
pteropus_vampyrus ENSPVAG00000013857
xenopus_tropicalis ENSXETG00000030120
xenopus_tropicalis ENSXETG00000009015
latimeria_chalumnae ENSLACG00000017091
pygocentrus_nattereri ENSPNAG00000024694
astyanax_mexicanus ENSAMXG00000018155
ictalurus_punctatus ENSIPUG00000006120
danio_rerio ENSDARG00000037066
esox_lucius ENSELUG00000001398
takifugu_rubripes ENSTRUG00000022679
takifugu_rubripes ENSTRUG00000024543
tetraodon_nigroviridis ENSTNIG00000002510
mola_mola ENSMMOG00000018172
gasterosteus_aculeatus ENSGACG00000001502
cynoglossus_semilaevis ENSCSEG00000006164
anabas_testudineus ENSATEG00000003648
anabas_testudineus ENSATEG00000003227
mastacembelus_armatus ENSMAMG00000003328
seriola_lalandi ENSSLDG00000008748
seriola_dumerili ENSSDUG00000002575
labrus_bergylta ENSLBEG00000001328
cyprinodon_variegatus ENSCVAG00000021927
fundulus_heteroclitus ENSFHEG00000014941
poecilia_formosa ENSPFOG00000015699
poecilia_mexicana ENSPMEG00000018430
