Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.6502)   P(D|M,rr[2]=0.8794)   P(D|M,rr[3]=1.0700)   P(D|M,rr[4]=1.4004)   Posterior mean        
1      0.022951        0.022951              0.022951              0.022951              0.022951              1                     
2      0.053287        0.053287              0.053287              0.053287              0.053287              1                     
3      0.040767        0.040767              0.040767              0.040767              0.040767              1                     
4      0.053052        0.053052              0.053052              0.053052              0.053052              1                     
5      0.055941        0.055941              0.055941              0.055941              0.055941              1                     
6      0.0646          0.0646                0.0646                0.0646                0.0646                1                     
7      0.062157        0.062157              0.062157              0.062157              0.062157              1                     
8      0.099081        0.099081              0.099081              0.099081              0.099081              1                     
9      0.04404         0.04404               0.04404               0.04404               0.04404               1                     
10     0.069147        0.069147              0.069147              0.069147              0.069147              1                     
11     0.069147        0.069147              0.069147              0.069147              0.069147              1                     
12     0.057337        0.057337              0.057337              0.057337              0.057337              1                     
13     0.071586        0.071586              0.071586              0.071586              0.071586              1                     
14     0.099081        0.099081              0.099081              0.099081              0.099081              1                     
15     0.055941        0.055941              0.055941              0.055941              0.055941              1                     
16     0.099081        0.099081              0.099081              0.099081              0.099081              1                     
17     0.055941        0.055941              0.055941              0.055941              0.055941              1                     
18     0.057337        0.057337              0.057337              0.057337              0.057337              1                     
19     0.040767        0.040767              0.040767              0.040767              0.040767              1                     
20     0.053052        0.053052              0.053052              0.053052              0.053052              1                     
21     0.057337        0.057337              0.057337              0.057337              0.057337              1                     
22     0.053287        0.053287              0.053287              0.053287              0.053287              1                     
23     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
24     0.062157        0.062157              0.062157              0.062157              0.062157              1                     
25     0.079066        0.079066              0.079066              0.079066              0.079066              1                     
26     0.057337        0.057337              0.057337              0.057337              0.057337              1                     
27     0.053052        0.053052              0.053052              0.053052              0.053052              1                     
28     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
29     0.069147        0.069147              0.069147              0.069147              0.069147              1                     
30     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
31     0.012937        0.012937              0.012937              0.012937              0.012937              1                     
32     0.099081        0.099081              0.099081              0.099081              0.099081              1                     
33     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
34     0.055941        0.055941              0.055941              0.055941              0.055941              1                     
35     0.04404         0.04404               0.04404               0.04404               0.04404               1                     
36     0.055941        0.055941              0.055941              0.055941              0.055941              1                     
37     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
38     0.057337        0.057337              0.057337              0.057337              0.057337              1                     
39     0.055941        0.055941              0.055941              0.055941              0.055941              1                     
40     0.057337        0.057337              0.057337              0.057337              0.057337              1                     
41     0.071586        0.071586              0.071586              0.071586              0.071586              1                     
42     0.0646          0.0646                0.0646                0.0646                0.0646                1                     
43     0.057337        0.057337              0.057337              0.057337              0.057337              1                     
44     0.069147        0.069147              0.069147              0.069147              0.069147              1                     
45     0.099081        0.099081              0.099081              0.099081              0.099081              1                     
46     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
47     0.04404         0.04404               0.04404               0.04404               0.04404               1                     
48     0.079066        0.079066              0.079066              0.079066              0.079066              1                     
49     0.099081        0.099081              0.099081              0.099081              0.099081              1                     
50     0.079066        0.079066              0.079066              0.079066              0.079066              1                     
51     0.079066        0.079066              0.079066              0.079066              0.079066              1                     
52     0.012066        0.012066              0.012066              0.012066              0.012066              1                     
53     0.057337        0.057337              0.057337              0.057337              0.057337              1                     
54     0.04404         0.04404               0.04404               0.04404               0.04404               1                     
55     0.055941        0.055941              0.055941              0.055941              0.055941              1                     
56     0.053287        0.053287              0.053287              0.053287              0.053287              1                     
57     0.041977        0.041977              0.041977              0.041977              0.041977              1                     
58     0.099081        0.099081              0.099081              0.099081              0.099081              1                     
59     0.055941        0.055941              0.055941              0.055941              0.055941              1                     
60     0.055941        0.055941              0.055941              0.055941              0.055941              1                     
61     0.057337        0.057337              0.057337              0.057337              0.057337              1                     
62     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
63     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
64     0.055941        0.055941              0.055941              0.055941              0.055941              1                     
65     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
66     0.034155        0.034155              0.034155              0.034155              0.034155              1                     
67     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
68     0.012066        0.012066              0.012066              0.012066              0.012066              1                     
69     0.055941        0.055941              0.055941              0.055941              0.055941              1                     
70     0.012066        0.012066              0.012066              0.012066              0.012066              1                     
71     0.040767        0.040767              0.040767              0.040767              0.040767              1                     
72     0.040767        0.040767              0.040767              0.040767              0.040767              1                     
73     0.079066        0.079066              0.079066              0.079066              0.079066              1                     
74     0.0139031       0.0164482             0.0146357             0.0132864             0.0112421             0.962466              
75     0.000620952     0.000550092           0.000618304           0.000649169           0.000666244           1.01821               
76     1.27575e-09     5.01103e-10           9.60681e-10           1.40739e-09           2.23383e-09           1.13753               
77     0.0022657       0.00220803            0.00234786            0.00233902            0.0021679             0.997378              
78     2.74876e-08     1.60697e-08           2.40142e-08           3.02342e-08           3.96321e-08           1.08611               
79     1.19518e-08     7.23161e-09           1.06323e-08           1.31814e-08           1.6762e-08            1.07996               
80     1.81817e-08     1.11697e-08           1.62875e-08           2.00566e-08           2.52128e-08           1.07739               
81     0.00651136      0.00619897            0.00666832            0.00673606            0.00644209            1.00301               
82     3.67033e-07     2.72546e-07           3.56603e-07           4.02184e-07           4.368e-07             1.04407               
83     0.020065        0.0287167             0.021875              0.0175469             0.0121214             0.917744              
84     4.79842e-05     4.56961e-05           4.91606e-05           4.96439e-05           4.74361e-05           1.00289               
85     0.0386857       0.0516981             0.0416985             0.0350703             0.0262758             0.934487              
86     0.00172006      0.00156238            0.00173269            0.00179448            0.00179067            1.01266               
87     0.025892        0.0355376             0.0280706             0.0231764             0.0167832             0.927831              
88     9.9633e-06      7.21047e-06           9.51333e-06           1.088e-05             1.22493e-05           1.0501                
89     0.020065        0.0287167             0.021875              0.0175469             0.0121214             0.917744              
90     2.19436e-07     1.40038e-07           1.99586e-07           2.41665e-07           2.96456e-07           1.07128               
91     0.0386857       0.0516981             0.0416985             0.0350703             0.0262758             0.934487              
92     0.0386857       0.0516981             0.0416985             0.0350703             0.0262758             0.934487              
93     6.99986e-06     3.69625e-06           5.85495e-06           7.69591e-06           1.07523e-05           1.10161               
94     8.9573e-08      4.32378e-08           7.22415e-08           9.84307e-08           1.44382e-07           1.11406               
95     3.03473e-05     2.10793e-05           2.86395e-05           3.33591e-05           3.83112e-05           1.05641               
96     5.16569e-07     3.28875e-07           4.70743e-07           5.70461e-07           6.96199e-07           1.07109               
97     5.61493e-05     5.46248e-05           5.79277e-05           5.78283e-05           5.42164e-05           0.998497              
98     0.00218801      0.00207335            0.00223938            0.00226719            0.00217211            1.00378               
99     3.51778e-07     2.21727e-07           3.18911e-07           3.88215e-07           4.78257e-07           1.07295               
100    0.000275836     0.000249003           0.000277963           0.000288654           0.000287724           1.0134                
101    5.1509e-06      5.01922e-06           5.31712e-06           5.30323e-06           4.96402e-06           0.998148              
102    0.00031917      0.000217991           0.000292178           0.000346271           0.00042024            1.06346               
103    2.05653e-08     6.85069e-09           1.43128e-08           2.23156e-08           3.87821e-08           1.15765               
104    0.0386857       0.0516981             0.0416985             0.0350703             0.0262758             0.934487              
105    0.00056757      0.000554596           0.000587471           0.000584809           0.000543406           0.997211              
106    0.00221564      0.00217626            0.00230215            0.00228359            0.00210057            0.995714              
107    0.029972        0.0393662             0.0322271             0.0274075             0.0208871             0.93848               
108    0.00237797      0.00220436            0.00241497            0.00247377            0.00241879            1.00834               
109    0.00438077      0.00459586            0.00462819            0.00442986            0.00386917            0.982508              
110    0.0237328       0.0323318             0.0256709             0.0213102             0.0156183             0.929837              
111    0.000953017     0.000789713           0.000929577           0.00100842            0.00108436            1.03054               
112    1.50187e-06     8.54373e-07           1.30072e-06           1.65633e-06           2.19606e-06           1.08981               
113    7.10988e-07     4.83039e-07           6.65483e-07           7.82832e-07           9.12598e-07           1.06012               
114    0.029972        0.0393662             0.0322271             0.0274075             0.0208871             0.93848               
115    0.00594641      0.00583584            0.00615143            0.00611234            0.00568603            0.996691              
116    0.00237797      0.00220436            0.00241497            0.00247377            0.00241879            1.00834               
117    1.17935e-05     5.50211e-06           9.42074e-06           1.2995e-05            1.9256e-05            1.11785               
118    0.000549235     0.000399154           0.000511359           0.000590125           0.000696301           1.05408               
119    3.78817e-06     2.77237e-06           3.6569e-06            4.15489e-06           4.56851e-06           1.04681               
120    2.26634e-05     1.38891e-05           2.03225e-05           2.50475e-05           3.13947e-05           1.07738               
121    0.00158523      0.00168889            0.00168558            0.00159841            0.00136804            0.978803              
122    1.69808e-05     1.74294e-05           1.78032e-05           1.72569e-05           1.54337e-05           0.987393              
123    0.000112315     0.000123646           0.000119273           0.00011129            9.50508e-05           0.973762              
124    6.80896e-06     4.48684e-06           6.30114e-06           7.51704e-06           8.9308e-06            1.06509               
125    8.58541e-06     4.04413e-06           6.84795e-06           9.42186e-06           1.40277e-05           1.11752               
126    0.000390777     0.00033633            0.000387005           0.000411868           0.000427904           1.02293               
127    2.07591e-10     4.68867e-11           1.21107e-10           2.15431e-10           4.46939e-10           1.19635               
128    0.00226999      0.00240135            0.00240628            0.00229171            0.00198063            0.980536              
129    0.000183738     0.000139276           0.000173048           0.000196067           0.000226561           1.04742               
130    1.53631e-06     7.42946e-07           1.23218e-06           1.67963e-06           2.49048e-06           1.11494               
131    0.00034054      0.000289175           0.000335424           0.000359444           0.000378115           1.02566               
132    6.52888e-07     5.09617e-07           6.49331e-07           7.14439e-07           7.38166e-07           1.03408               
133    0.0215418       0.0311735             0.0235376             0.0187269             0.0127292             0.914865              
134    0.000807826     0.000769665           0.000831655           0.00083851            0.000791474           1.00188               
135    0.00051487      0.00040124            0.0004904             0.000548312           0.000619529           1.04222               
136    9.22292e-09     2.91812e-09           6.26341e-09           9.95275e-09           1.77574e-08           1.16348               
137    0.00317883      0.00370204            0.00345842            0.00311145            0.00244342            0.959424              
