Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0806)   P(D|M,rr[2]=0.3774)   P(D|M,rr[3]=0.9355)   P(D|M,rr[4]=2.6065)   Posterior mean        
1      0.022951        0.022951              0.022951              0.022951              0.022951              1                     
2      0.055941        0.055941              0.055941              0.055941              0.055941              1                     
3      0.0646          0.0646                0.0646                0.0646                0.0646                1                     
4      0.012937        0.012937              0.012937              0.012937              0.012937              1                     
5      0.055941        0.055941              0.055941              0.055941              0.055941              1                     
6      0.057337        0.057337              0.057337              0.057337              0.057337              1                     
7      0.057337        0.057337              0.057337              0.057337              0.057337              1                     
8      0.055941        0.055941              0.055941              0.055941              0.055941              1                     
9      0.00622012      0.0174557             0.00641296            0.00100601            5.76846e-06           0.192248              
10     0.00019244      4.37491e-05           0.000155572           0.00025007            0.00032037            1.46958               
11     0.0360074       0.0624502             0.0442369             0.0262289             0.0111136             0.522339              
12     0.000302878     3.78496e-05           0.000161647           0.00034389            0.000668126           1.75586               
13     0.000298143     2.24548e-05           0.000138228           0.00038012            0.000651768           1.76797               
14     1.77418e-05     1.60879e-07           3.64164e-06           1.82155e-05           4.8949e-05            2.0575                
15     0.000287956     0.000117579           0.000346965           0.000402945           0.000284335           1.09261               
16     0.00633225      0.0111532             0.00835192            0.00485497            0.000968908           0.438944              
17     2.41254e-07     1.01136e-09           5.9267e-08            3.31358e-07           5.7338e-07            1.8932                
18     6.04152e-09     1.78291e-12           1.67316e-10           2.07837e-09           2.19186e-08           2.4472                
19     0.0218901       0.0481975             0.0280741             0.0105276             0.000761023           0.300494              
20     1.632e-05       3.18633e-07           5.22948e-06           1.92364e-05           4.04954e-05           1.92322               
21     0.000570696     0.000185239           0.000636849           0.000901577           0.00055912            1.1197                
22     0.000230367     4.61828e-05           0.000178464           0.000315536           0.000381286           1.476                 
23     3.81657e-07     8.66113e-09           1.42246e-07           5.12116e-07           8.63606e-07           1.82394               
24     0.00145396      0.000393761           0.0014225             0.00221135            0.00178823            1.25491               
25     7.36292e-05     2.37712e-05           8.16508e-05           0.000115627           7.34672e-05           1.1286                
26     4.27999e-07     2.29519e-10           1.98698e-08           2.12021e-07           1.47987e-06           2.37337               
27     5.15335e-05     1.96006e-05           6.32842e-05           8.06499e-05           4.25993e-05           1.02819               
28     4.99698e-07     9.38192e-11           1.03652e-08           1.49976e-07           1.83836e-06           2.46947               
29     2.75959e-07     4.39351e-09           6.78216e-08           2.4171e-07            7.8991e-07            2.0936                
30     0.000101944     5.12434e-05           0.000147463           0.000153496           5.55728e-05           0.853963              
31     0.00162161      0.000167914           0.000753558           0.00172731            0.00383765            1.83718               
32     0.00206253      0.000247698           0.00107952            0.00234913            0.00457376            1.7632                
33     0.000350986     3.93605e-05           0.000174052           0.000388413           0.000802118           1.79705               
34     0.00186497      0.000201757           0.000899088           0.0020331             0.00432595            1.81413               
35     2.95424e-06     3.28713e-08           6.09457e-07           2.73753e-06           8.43712e-06           2.09742               
36     0.0299016       0.0528899             0.0393537             0.022723              0.00463977            0.438646              
37     1.60859e-06     7.03354e-09           1.92937e-07           1.22461e-06           5.00979e-06           2.21889               
38     7.26032e-07     7.98754e-09           1.46138e-07           6.50688e-07           2.09931e-06           2.11301               
39     3.7269e-07      5.35784e-11           5.56253e-09           8.36962e-08           1.40145e-06           2.50431               
40     0.000402443     0.00010579            0.0003918             0.000627087           0.000485093           1.24703               
41     7.69671e-06     1.25169e-07           2.0732e-06            8.00374e-06           2.05847e-05           2.01173               
42     0.000132834     7.03949e-05           0.000200517           0.000204008           5.64149e-05           0.789029              
43     4.01087e-05     9.92439e-06           3.62022e-05           5.78082e-05           5.64999e-05           1.34516               
44     6.56477e-05     2.2119e-05            7.08249e-05           9.24874e-05           7.71595e-05           1.20397               
45     3.67476e-05     5.26048e-07           9.5686e-06            4.03182e-05           9.65777e-05           1.99403               
46     3.2947e-05      6.24013e-07           1.04209e-05           3.90868e-05           8.16561e-05           1.92269               
47     0.000697941     0.000499397           0.00120064            0.000921715           0.000170014           0.644302              
48     4.79796e-05     1.45997e-05           4.97539e-05           7.1866e-05            5.56987e-05           1.21074               
49     5.09961e-06     5.98755e-08           1.13604e-06           4.99864e-06           1.42039e-05           2.06548               
50     0.0316043       0.0534115             0.0412018             0.0254546             0.00634913            0.476322              
51     3.97381e-07     8.92553e-11           9.08604e-09           1.22731e-07           1.45762e-06           2.46462               
52     3.64683e-07     5.18909e-09           9.33685e-08           3.90665e-07           9.69507e-07           2.00734               
53     0.000650978     0.000225888           0.00077149            0.00106386            0.000542676           1.04423               
54     0.000226098     1.85081e-05           0.000220139           0.000452019           0.000213727           1.17705               
55     2.77383e-06     1.485e-09             1.6281e-07            1.83248e-06           9.09854e-06           2.2975                
56     8.11563e-05     1.06258e-06           1.88082e-05           7.89098e-05           0.000225845           2.06292               
57     0.00210191      0.000375747           0.00149047            0.00275971            0.00378172            1.54997               
58     0.00190319      0.000152731           0.000854115           0.00223942            0.00436649            1.81419               
59     0.055941        0.055941              0.055941              0.055941              0.055941              1                     
60     0.0369145       0.0533593             0.0450424             0.0333945             0.0158618             0.635815              
61     0.000234019     2.27065e-05           0.000105392           0.00025064            0.000557337           1.84685               
62     0.0060588       0.00117293            0.004627              0.00839892            0.0100364             1.47958               
63     0.0408902       0.0644084             0.0503183             0.0336416             0.0151925             0.582361              
64     0.00109568      0.000208183           0.000825296           0.00151058            0.00183867            1.49083               
65     0.0234304       0.038125              0.029901              0.019286              0.0064097             0.523953              
66     0.00242358      0.000522145           0.00197943            0.00338429            0.00380844            1.43196               
67     0.0346483       0.043065              0.0396715             0.0340467             0.0218102             0.773063              
68     0.00298231      0.000470417           0.00196412            0.00389191            0.00560278            1.59472               
69     0.00935237      0.0117822             0.0107961             0.00916788            0.00566329            0.758146              
70     0.00098499      0.000150543           0.000619657           0.00122618            0.00194358            1.63937               
71     0.000235632     2.64525e-05           0.00011604            0.000257188           0.000542849           1.80522               
72     0.00518115      0.000623044           0.00280467            0.00621649            0.0110804             1.72768               
73     0.00153589      0.000480937           0.00165968            0.00238631            0.00161663            1.15752               
74     0.000515252     0.000196197           0.000630574           0.00080154            0.000432695           1.03418               
75     3.08091e-05     1.15143e-07           3.0918e-06            2.00936e-05           9.99359e-05           2.27579               
76     2.6804e-05      3.10111e-07           5.37578e-06           2.28452e-05           7.8685e-05            2.1314                
77     0.000227173     1.81486e-05           9.22402e-05           0.000238137           0.000560167           1.89188               
78     1.5428e-05      8.7999e-08            1.77751e-06           9.47288e-06           5.03735e-05           2.28222               
79     0.000594537     0.00027722            0.000806905           0.000880281           0.00041374            0.937188              
80     2.37343e-06     7.16517e-09           4.60029e-07           2.97623e-06           6.0503e-06            1.97275               
81     0.000816198     0.000547297           0.00139181            0.00114747            0.00017822            0.645468              
82     0.00174985      0.00165239            0.00333328            0.00187062            0.000143118           0.502049              
83     0.0166698       0.0428116             0.0192952             0.00448813            8.4383e-05            0.227218              
84     2.68511e-05     1.52483e-06           2.019e-05             5.01189e-05           3.55706e-05           1.37186               
85     0.000257262     0.000144407           0.000402996           0.000391444           9.02001e-05           0.743426              
86     0.000381211     0.000214923           0.000579633           0.000560538           0.000169749           0.788865              
87     0.00116282      0.000612138           0.00174811            0.00178716            0.000503854           0.794238              
88     0.0204279       0.0455255             0.0261109             0.00947727            0.000597903           0.293071              
89     0.00747747      0.0184109             0.00903941            0.00240682            5.2738e-05            0.243538              
90     0.0402458       0.0860978             0.051885              0.0209638             0.00203645            0.319531              
91     0.0279644       0.0616583             0.0358645             0.0133931             0.000941449           0.299373              
92     1.5063e-07      8.71159e-09           1.14344e-07           2.79561e-07           1.99904e-07           1.37163               
93     0.0402458       0.0860978             0.051885              0.0209638             0.00203645            0.319531              
94     0.0266915       0.0651802             0.0323059             0.00899137            0.000288346           0.249218              
95     0.0402458       0.0860978             0.051885              0.0209638             0.00203645            0.319531              
96     0.0209175       0.0546151             0.023491              0.00538442            0.000179261           0.22435               
97     0.0204279       0.0455255             0.0261109             0.00947727            0.000597903           0.293071              
98     0.0168088       0.0366381             0.0217026             0.00830862            0.000585859           0.304049              
99     0.0212781       0.0478345             0.0270869             0.00961312            0.000577888           0.288755              
100    0.000311099     0.000261504           0.000584391           0.000373085           2.54146e-05           0.527863              
101    2.27636e-08     1.82828e-10           3.7806e-09            1.94565e-08           6.76346e-08           2.15184               
102    0.0279644       0.0616583             0.0358645             0.0133931             0.000941449           0.299373              
103    0.0285576       0.0524283             0.0377735             0.0205314             0.00349704            0.409721              
104    0.0209175       0.0546151             0.023491              0.00538442            0.000179261           0.22435               
105    1.82537e-06     1.15721e-08           6.37295e-07           3.15629e-06           3.4963e-06            1.6856                
106    9.76546e-06     5.7952e-06            1.57702e-05           1.45928e-05           2.90374e-06           0.707554              
107    0.0402458       0.0860978             0.051885              0.0209638             0.00203645            0.319531              
108    0.0279644       0.0616583             0.0358645             0.0133931             0.000941449           0.299373              
109    0.000213303     0.000118013           0.000335889           0.000329492           6.98197e-05           0.734272              
110    0.0266915       0.0651802             0.0323059             0.00899137            0.000288346           0.249218              
111    0.0016499       0.00163502            0.00317623            0.00167229            0.00011607            0.484474              
112    0.000314352     0.000218343           0.000546833           0.000435516           5.67156e-05           0.619695              
113    0.0168088       0.0366381             0.0217026             0.00830862            0.000585859           0.304049              
114    0.0266915       0.0651802             0.0323059             0.00899137            0.000288346           0.249218              
115    2.23761e-06     1.0114e-07            1.42264e-06           3.918e-06             3.50867e-06           1.49219               
116    0.0126233       0.0326598             0.0145257             0.00325714            5.06588e-05           0.223656              
117    0.0402458       0.0860978             0.051885              0.0209638             0.00203645            0.319531              
118    8.2381e-06      9.35908e-07           1.03253e-05           1.78532e-05           3.83797e-06           0.930958              
119    2.12821e-07     4.01509e-10           2.72017e-08           1.99988e-07           6.23691e-07           2.14154               
120    0.0209175       0.0546151             0.023491              0.00538442            0.000179261           0.22435               
121    0.000311099     0.000261504           0.000584391           0.000373085           2.54146e-05           0.527863              
122    0.0166698       0.0428116             0.0192952             0.00448813            8.4383e-05            0.227218              
123    1.47585e-06     4.12122e-09           2.64158e-07           1.72327e-06           3.91186e-06           2.01723               
124    0.0285576       0.0524283             0.0377735             0.0205314             0.00349704            0.409721              
125    0.000221609     3.05329e-05           0.000303468           0.00045475            9.76837e-05           0.899122              
126    0.000489277     0.000293581           0.000795015           0.000729355           0.000139159           0.69935               
127    0.0237397       0.0408982             0.031162              0.0187331             0.00416543            0.457442              
128    0.00622012      0.0174557             0.00641296            0.00100601            5.76846e-06           0.192248              
129    0.000123206     8.12173e-06           0.000105236           0.000246966           0.000132498           1.25149               
130    0.017544        0.0475148             0.0189881             0.00362163            5.1649e-05            0.20688               
131    0.0209175       0.0546151             0.023491              0.00538442            0.000179261           0.22435               
132    0.0402458       0.0860978             0.051885              0.0209638             0.00203645            0.319531              
133    0.0279644       0.0616583             0.0358645             0.0133931             0.000941449           0.299373              
134    0.0204279       0.0455255             0.0261109             0.00947727            0.000597903           0.293071              
135    0.0212781       0.0478345             0.0270869             0.00961312            0.000577888           0.288755              
136    1.37022e-05     7.41294e-06           2.14271e-05           2.1632e-05            4.33688e-06           0.733899              
137    0.0402458       0.0860978             0.051885              0.0209638             0.00203645            0.319531              
138    0.000190366     9.80223e-05           0.000287538           0.000301491           7.4411e-05            0.777985              
139    0.0402458       0.0860978             0.051885              0.0209638             0.00203645            0.319531              
140    0.000258716     0.000155963           0.000421472           0.000384773           7.26541e-05           0.696662              
141    2.73787e-05     1.57485e-06           2.08037e-05           5.13748e-05           3.57615e-05           1.36285               
142    0.0204279       0.0455255             0.0261109             0.00947727            0.000597903           0.293071              
143    7.15334e-06     9.43906e-07           9.54435e-06           1.4646e-05            3.47914e-06           0.924308              
144    0.000243923     3.67948e-05           0.000350828           0.000493247           9.48213e-05           0.864969              
145    0.000855864     0.000774969           0.0016429             0.000955267           5.03148e-05           0.498687              
146    0.0279644       0.0616583             0.0358645             0.0133931             0.000941449           0.299373              
147    0.0285576       0.0524283             0.0377735             0.0205314             0.00349704            0.409721              
148    0.000275199     0.000237114           0.000521166           0.000322618           1.98986e-05           0.517312              
149    0.00491214      0.0110886             0.00629134            0.00217494            9.37153e-05           0.282303              
150    4.68101e-06     3.38633e-07           4.27554e-06           9.4972e-06            4.61267e-06           1.20425               
151    0.0279644       0.0616583             0.0358645             0.0133931             0.000941449           0.299373              
152    0.0279644       0.0616583             0.0358645             0.0133931             0.000941449           0.299373              
153    0.0402458       0.0860978             0.051885              0.0209638             0.00203645            0.319531              
154    0.000321544     0.000164803           0.000471478           0.000489825           0.000160072           0.82933               
155    1.71939e-07     7.88476e-10           4.64364e-08           2.5915e-07            3.81381e-07           1.82347               
156    2.51546e-05     1.29841e-05           3.92965e-05           4.03625e-05           7.97523e-06           0.739651              
157    0.0266915       0.0651802             0.0323059             0.00899137            0.000288346           0.249218              
158    1.99784e-05     8.50921e-07           1.23264e-05           3.52925e-05           3.14437e-05           1.49781               
159    1.57936e-05     1.5988e-06            1.81171e-05           3.33914e-05           1.00672e-05           1.02009               
160    6.44861e-05     5.52892e-05           0.000121441           7.57688e-05           5.44508e-06           0.524757              
161    0.0209175       0.0546151             0.023491              0.00538442            0.000179261           0.22435               
162    0.0279644       0.0616583             0.0358645             0.0133931             0.000941449           0.299373              
163    0.000140228     5.89798e-05           0.000188955           0.000229583           8.3395e-05            0.906032              
164    0.01449         0.0300914             0.0189695             0.00813473            0.000764294           0.331024              
165    0.0168088       0.0366381             0.0217026             0.00830862            0.000585859           0.304049              
166    0.000221609     3.05329e-05           0.000303468           0.00045475            9.76837e-05           0.899122              
167    0.0266915       0.0651802             0.0323059             0.00899137            0.000288346           0.249218              
168    0.0237397       0.0408982             0.031162              0.0187331             0.00416543            0.457442              
169    0.0237397       0.0408982             0.031162              0.0187331             0.00416543            0.457442              
170    0.0285576       0.0524283             0.0377735             0.0205314             0.00349704            0.409721              
171    0.01342         0.0340059             0.0157673             0.00383117            7.54782e-05           0.232338              
172    0.0181423       0.0484111             0.0198275             0.0042023             0.000128147           0.215652              
173    0.0237397       0.0408982             0.031162              0.0187331             0.00416543            0.457442              
174    0.0402458       0.0860978             0.051885              0.0209638             0.00203645            0.319531              
175    0.0237397       0.0408982             0.031162              0.0187331             0.00416543            0.457442              
176    0.0232671       0.0543367             0.0290022             0.00928033            0.000449345           0.270523              
177    4.91439e-05     2.18566e-06           3.1912e-05            9.00753e-05           7.24028e-05           1.45086               
178    0.0279644       0.0616583             0.0358645             0.0133931             0.000941449           0.299373              
179    8.60415e-05     4.97721e-06           6.68858e-05           0.000167297           0.000105006           1.32451               
180    0.0233347       0.0490105             0.0303458             0.0127319             0.00125068            0.327543              
181    0.000700079     0.000441278           0.00116967            0.00102512            0.000164243           0.665663              
182    0.0166698       0.0428116             0.0192952             0.00448813            8.4383e-05            0.227218              
183    1.66784e-05     9.16522e-06           2.59585e-05           2.56791e-05           5.91074e-06           0.748931              
184    2.79443e-07     8.32946e-09           1.23677e-07           3.85093e-07           6.00671e-07           1.76536               
185    1.59728e-07     1.55873e-08           1.8003e-07            3.40855e-07           1.02441e-07           1.0253                
186    3.12244e-07     9.47789e-09           1.54039e-07           5.03757e-07           5.81699e-07           1.63845               
187    0.000224123     9.23403e-05           0.000295294           0.000361983           0.000146875           0.937371              
188    0.00165693      0.000802603           0.00239333            0.00262032            0.000811467           0.835019              
189    2.03543e-05     9.54933e-08           2.04022e-06           1.18671e-05           6.74146e-05           2.30415               
Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0441)   P(D|M,rr[2]=0.2867)   P(D|M,rr[3]=0.8569)   P(D|M,rr[4]=2.8123)   Posterior mean        
1      0.022951        0.022951              0.022951              0.022951              0.022951              1                     
2      0.055941        0.055941              0.055941              0.055941              0.055941              1                     
3      0.0646          0.0646                0.0646                0.0646                0.0646                1                     
4      0.012937        0.012937              0.012937              0.012937              0.012937              1                     
5      0.055941        0.055941              0.055941              0.055941              0.055941              1                     
6      0.057337        0.057337              0.057337              0.057337              0.057337              1                     
7      0.057337        0.057337              0.057337              0.057337              0.057337              1                     
8      0.055941        0.055941              0.055941              0.055941              0.055941              1                     
9      0.00655161      0.0189453             0.0066519             0.000608572           6.43059e-07           0.124636              
10     0.000389442     5.96592e-05           0.0003047             0.000558357           0.000635054           1.51139               
11     0.0382313       0.0653875             0.0489803             0.0280677             0.0104898             0.460874              
12     0.000289777     2.08596e-05           0.000125635           0.000320197           0.000692418           1.94855               
13     5.48241e-05     1.91739e-06           1.22259e-05           4.30595e-05           0.000162093           2.26332               
14     1.14852e-05     2.62693e-08           1.20106e-06           9.37984e-06           3.53335e-05           2.34543               
15     0.000362778     0.000107381           0.000457453           0.000570764           0.000315516           1.04216               
16     0.00609761      0.0114189             0.00843669            0.00415508            0.000379789           0.309598              
17     4.94653e-07     7.01758e-10           1.10596e-07           8.51003e-07           1.01631e-06           1.82911               
18     1.1616e-08      7.49201e-13           1.82264e-10           3.56778e-09           4.27132e-08           2.65217               
19     0.0217549       0.050345              0.0284757             0.00798118            0.000217896           0.204979              
20     4.11342e-06     1.02759e-08           3.64471e-07           2.39414e-06           1.36848e-05           2.47007               
21     9.86611e-05     9.80078e-07           3.08826e-05           0.000143418           0.000219364           1.89716               
22     0.000151633     2.04508e-05           0.000110222           0.000219355           0.000256506           1.55281               
23     5.39862e-07     4.35649e-09           1.44298e-07           7.33919e-07           1.27687e-06           1.97336               
24     0.00100232      0.00017643            0.000916921           0.0016609             0.00125501            1.30281               
25     6.64446e-05     1.41773e-05           7.07027e-05           0.00011605            6.4848e-05            1.13896               
26     6.87051e-07     6.74039e-11           1.5944e-08            2.88371e-07           2.44382e-06           2.59237               
27     4.72633e-05     1.17798e-05           5.579e-05             8.2278e-05            3.92057e-05           1.0435                
28     9.57598e-07     2.76149e-11           8.18899e-09           2.10183e-07           3.61199e-06           2.69955               
29     3.72458e-07     1.7743e-09            5.59038e-08           2.82829e-07           1.14932e-06           2.343                 
30     0.000139085     4.7334e-05            0.000203377           0.000239813           6.5816e-05            0.810634              
31     0.00192833      0.000123268           0.000765006           0.00205495            0.00477008            1.9966                
32     0.0023283       0.000182234           0.00109528            0.00274334            0.00529233            1.8851                
33     0.000404146     2.89266e-05           0.000176644           0.000457588           0.000953425           1.93329               
34     0.00216862      0.000148188           0.000912614           0.00240612            0.00520756            1.9569                
35     2.53924e-06     9.65364e-09           3.52557e-07           2.23595e-06           7.55882e-06           2.29152               
36     0.0293415       0.0543123             0.0403928             0.020401              0.0022599             0.322191              
37     1.51235e-06     3.79225e-09           1.5473e-07            1.17222e-06           4.71865e-06           2.36703               
38     1.16315e-07     4.38621e-10           1.57498e-08           9.7123e-08            3.51948e-07           2.31598               
39     6.88493e-07     2.22802e-11           5.87271e-09           1.36679e-07           2.6114e-06            2.70982               
40     0.000337028     6.83509e-05           0.000350841           0.000605229           0.000323693           1.1368                
41     6.41364e-06     2.34408e-08           8.60596e-07           5.5175e-06            1.9253e-05            2.30448               
42     0.000101399     4.63108e-05           0.000176584           0.000161857           2.08445e-05           0.616348              
43     4.35133e-05     6.86463e-06           3.60489e-05           6.72694e-05           6.38701e-05           1.42429               
44     7.58825e-05     1.62416e-05           7.67454e-05           0.000116415           9.41277e-05           1.27562               
45     3.56321e-05     1.79781e-07           6.4831e-06            3.85827e-05           9.72828e-05           2.16458               
46     2.82995e-05     1.99098e-07           6.57135e-06           3.36444e-05           7.27831e-05           2.07962               
47     0.000340002     0.000170361           0.000598292           0.000498757           9.25983e-05           0.637387              
48     6.22148e-05     1.48861e-05           7.42652e-05           0.000110724           4.89834e-05           1.02301               
49     6.44295e-06     3.11006e-08           1.05014e-06           5.8054e-06            1.88852e-05           2.26555               
50     0.0309633       0.0547029             0.0423063             0.0233819             0.00346205            0.357805              
51     5.76428e-07     1.79863e-11           5.70233e-09           1.47767e-07           2.15222e-06           2.68069               
52     6.71677e-08     2.7161e-12            8.20147e-10           2.08687e-08           2.46979e-07           2.65265               
53     0.000277019     7.41164e-05           0.000354482           0.000517272           0.000162205           0.906365              
54     0.000447883     0.000207598           0.000781809           0.00069639            0.000105735           0.629298              
55     2.49172e-06     6.99976e-10           1.38148e-07           1.72743e-06           8.10061e-06           2.43817               
56     7.56561e-05     3.74518e-07           1.28236e-05           7.23895e-05           0.000217037           2.23409               
57     0.00189148      0.000192174           0.00110226            0.00249403            0.00377745            1.72945               
58     0.00171669      7.32722e-05           0.000564323           0.00188197            0.0043472             2.03927               
59     0.055941        0.055941              0.055941              0.055941              0.055941              1                     
60     0.0355839       0.0541552             0.0455048             0.0311398             0.0115359             0.523845              
61     0.000262187     1.55667e-05           0.00010038            0.000283538           0.000649262           2.0008                
62     0.00581352      0.000815963           0.00444938            0.00894126            0.00904749            1.48006               
63     0.0398662       0.065851              0.0510542             0.0308283             0.0117313             0.48256               
64     0.00105462      0.000144762           0.000793382           0.00161114            0.00166922            1.49549               
65     0.022713        0.0389353             0.0303457             0.0173833             0.00418772            0.408257              
66     0.00234453      0.000364565           0.00190781            0.00356103            0.0035447             1.44839               
67     0.0333196       0.0433691             0.0398716             0.0327957             0.0172421             0.674806              
68     0.00298108      0.000325533           0.00188259            0.00422166            0.00549456            1.6457                
69     0.00897625      0.0118707             0.0108542             0.00880699            0.0043731             0.65397               
70     0.00101848      0.000104361           0.000594269           0.00133482            0.00204048            1.73228               
71     0.000265581     1.82364e-05           0.000110858           0.000287531           0.0006457             1.97195               
72     0.00540559      0.000428087           0.00267686            0.00690322            0.0116142             1.82052               
73     0.000996092     0.000161955           0.000890126           0.00171638            0.0012159             1.2932                
74     0.000407808     0.000115714           0.000522901           0.000699778           0.000292838           0.967495              
75     3.40456e-05     5.15052e-08           2.39138e-06           2.06563e-05           0.000113083           2.47028               
76     3.33311e-05     1.26266e-07           4.37388e-06           2.625e-05             0.000102574           2.3418                
77     0.000202045     1.01159e-05           6.94772e-05           0.000209688           0.0005189             2.05317               
78     2.09671e-05     3.42932e-08           1.35444e-06           1.04643e-05           7.20155e-05           2.52638               
79     0.000357794     9.40129e-05           0.000422549           0.000586565           0.000328051           1.08337               
80     2.44223e-06     2.07664e-09           3.69742e-07           3.65069e-06           5.7464e-06            1.98536               
81     0.000935802     0.000532947           0.00182566            0.0013078             7.681e-05             0.503209              
82     0.00187691      0.00153614            0.00411823            0.00180338            4.98936e-05           0.390823              
83     0.0171663       0.0457083             0.0198865             0.0030553             1.52209e-05           0.151154              
84     3.60815e-06     1.99574e-09           3.93868e-07           4.58429e-06           9.45244e-06           2.12187               
85     0.000304215     0.000139755           0.000532958           0.000487126           5.70227e-05           0.605454              
86     1.20403e-05     7.08504e-09           1.35894e-06           1.53829e-05           3.14122e-05           2.11604               
87     0.000908318     0.000402385           0.00154058            0.00146084            0.00022947            0.648613              
88     0.0204421       0.0476571             0.0266747             0.00726894            0.000167717           0.201188              
89     0.00761433      0.0195119             0.00927349            0.00166458            7.33e-06              0.163068              
90     0.0400688       0.08979               0.0529601             0.0167444             0.000780542           0.222673              
91     0.0279392       0.0644736             0.036625              0.0103715             0.000286847           0.206154              
92     1.73571e-07     5.60465e-09           1.39808e-07           3.87977e-07           1.60894e-07           1.18866               
93     0.0400688       0.08979               0.0529601             0.0167444             0.000780542           0.222673              
94     0.0271901       0.069056              0.0331885             0.00644744            6.82629e-05           0.168065              
95     0.0400688       0.08979               0.0529601             0.0167444             0.000780542           0.222673              
96     0.0217113       0.0586046             0.024353              0.00383252            5.49768e-05           0.149765              
97     0.0204421       0.0476571             0.0266747             0.00726894            0.000167717           0.201188              
98     0.016746        0.0382478             0.0221352             0.00643368            0.000167216           0.20926               
