Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0136)   P(D|M,rr[2]=0.1649)   P(D|M,rr[3]=0.7059)   P(D|M,rr[4]=3.1155)   Posterior mean        
1      0.022951        0.022951              0.022951              0.022951              0.022951              1                     
2      0.099081        0.099081              0.099081              0.099081              0.099081              1                     
3      0.0646          0.0646                0.0646                0.0646                0.0646                1                     
4      0.079066        0.079066              0.079066              0.079066              0.079066              1                     
5      0.053052        0.053052              0.053052              0.053052              0.053052              1                     
6      0.057337        0.057337              0.057337              0.057337              0.057337              1                     
7      0.0646          0.0646                0.0646                0.0646                0.0646                1                     
8      0.079066        0.079066              0.079066              0.079066              0.079066              1                     
9      0.042302        0.042302              0.042302              0.042302              0.042302              1                     
10     0.012066        0.012066              0.012066              0.012066              0.012066              1                     
11     0.069147        0.069147              0.069147              0.069147              0.069147              1                     
12     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
13     0.099081        0.099081              0.099081              0.099081              0.099081              1                     
14     0.053052        0.053052              0.053052              0.053052              0.053052              1                     
15     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
16     0.000106632     1.56795e-06           1.94091e-05           8.63402e-05           0.00031921            2.4821                
17     0.000429878     7.34514e-06           8.82719e-05           0.00036545            0.00125844            2.4387                
18     0.0473451       0.0571536             0.0551618             0.0486463             0.0284185             0.700996              
19     1.16187e-07     2.92701e-12           6.17587e-10           1.96366e-08           4.44491e-07           3.00979               
20     0.00174663      4.91991e-05           0.000569184           0.00206818            0.00429997            2.14001               
21     0.000203027     3.23885e-06           3.89829e-05           0.000163003           0.000606881           2.47789               
22     0.041992        0.055628              0.0522885             0.0421337             0.0179176             0.565269              
23     0.071586        0.071586              0.071586              0.071586              0.071586              1                     
24     0.012066        0.012066              0.012066              0.012066              0.012066              1                     
25     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
26     0.0373265       0.0439236             0.0426529             0.0384173             0.0243123             0.740077              
27     9.83484e-06     3.54576e-07           3.94176e-06           1.26789e-05           2.23641e-05           2.01533               
28     0.000392248     4.83589e-06           6.01374e-05           0.000275252           0.00122877            2.57017               
29     0.000110836     4.41467e-07           6.30382e-06           4.12697e-05           0.000395329           2.8462                
30     0.076885        0.0985889             0.093336              0.0773183             0.0382967             0.619857              
31     0.00221317      5.92975e-05           0.000684651           0.00248809            0.00562064            2.18934               
32     0.04404         0.04404               0.04404               0.04404               0.04404               1                     
33     1.07003e-05     1.59778e-07           1.92215e-06           8.06612e-06           3.26532e-05           2.51735               
34     6.69416e-05     1.00734e-06           1.2114e-05            5.07635e-05           0.000203881           2.51357               
35     4.69144e-05     7.08821e-07           8.52187e-06           3.56782e-05           0.000142749           2.51171               
36     0.0947804       0.0990183             0.0983253             0.0958928             0.0858851             0.930666              
37     2.20616e-05     3.27459e-07           3.94116e-06           1.6564e-05            6.74138e-05           2.51997               
38     0.0947804       0.0990183             0.0983253             0.0958928             0.0858851             0.930666              
39     0.0429997       0.0440254             0.0438633             0.0432885             0.0408217             0.962642              
40     0.0947804       0.0990183             0.0983253             0.0958928             0.0858851             0.930666              
41     0.000528972     1.28428e-05           0.000148924           0.000550744           0.00140338            2.26184               
42     0.0413684       0.060651              0.0549455             0.0390045             0.0108728             0.43086               
43     0.07667         0.0985828             0.0932666             0.0770722             0.0377583             0.615522              
44     0.000523545     1.2842e-05            0.000148813           0.000548986           0.00138354            2.25517               
45     0.00219116      5.92939e-05           0.000684138           0.00248011            0.00554108            2.1824                
46     0.000672469     8.79302e-06           0.000109843           0.000504158           0.00206708            2.53328               
47     0.00017104      1.38578e-06           1.77984e-05           9.05126e-05           0.000574464           2.71371               
48     0.07667         0.0985828             0.0932666             0.0770722             0.0377583             0.615522              
49     1.21972e-06     1.02571e-10           1.48755e-08           2.64762e-07           4.59913e-06           2.97572               
50     0.0373265       0.0439236             0.0426529             0.0384173             0.0243123             0.740077              
51     2.33473e-07     2.82669e-11           4.02528e-09           6.69517e-08           8.62887e-07           2.92998               
52     0.00030813      6.12762e-06           7.2232e-05            0.000282583           0.000871576           2.37474               
53     0.0566544       0.0785206             0.0727462             0.0557236             0.0196274             0.501075              
54     0.0530002       0.0558978             0.0554204             0.0537483             0.0469344             0.915417              
55     0.0740197       0.0789906             0.0781593             0.0752606             0.0636682             0.896568              
56     0.0943809       0.0990122             0.0982522             0.0955871             0.0846722             0.923992              
57     0.0503219       0.0530119             0.0525694             0.0510188             0.0446876             0.917259              
58     0.0943809       0.0990122             0.0982522             0.0955871             0.0846722             0.923992              
59     0.00320484      0.00012446            0.00139287            0.00454118            0.00676084            1.91124               
60     1.44092e-05     1.05571e-07           1.37234e-06           7.21437e-06           4.89446e-05           2.738                 
61     0.000310817     7.09676e-06           8.30784e-05           0.000316348           0.000836745           2.28755               
62     0.000486608     9.44648e-06           0.000112679           0.000453734           0.00137057            2.36797               
63     0.000310817     7.09676e-06           8.30784e-05           0.000316348           0.000836745           2.28755               
64     0.000445921     6.60927e-06           8.13717e-05           0.000358782           0.00133692            2.48476               
65     0.000672469     8.79302e-06           0.000109843           0.000504158           0.00206708            2.53328               
66     0.00198429      5.11243e-05           0.000592218           0.00217629            0.00511752            2.21471               
67     2.97506e-06     3.41484e-10           4.88176e-08           8.22301e-07           1.10288e-05           2.93685               
68     0.000645265     1.2612e-05            0.000149247           0.000590502           0.0018287             2.37849               
69     0.0543378       0.0712039             0.0671227             0.054652              0.0243725             0.582251              
70     0.000676366     1.40509e-05           0.000165599           0.000645462           0.00188035            2.34395               
71     0.0373265       0.0439236             0.0426529             0.0384173             0.0243123             0.740077              
72     0.00194946      6.5637e-05            0.000744007           0.00253507            0.00445311            2.02454               
73     0.053052        0.053052              0.053052              0.053052              0.053052              1                     
74     0.055941        0.055941              0.055941              0.055941              0.055941              1                     
75     0.0646          0.0646                0.0646                0.0646                0.0646                1                     
76     0.055941        0.055941              0.055941              0.055941              0.055941              1                     
77     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
78     0.040767        0.040767              0.040767              0.040767              0.040767              1                     
79     0.079066        0.079066              0.079066              0.079066              0.079066              1                     
80     0.062157        0.062157              0.062157              0.062157              0.062157              1                     
81     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
82     0.0373265       0.0439236             0.0426529             0.0384173             0.0243123             0.740077              
83     0.0943809       0.0990122             0.0982522             0.0955871             0.0846722             0.923992              
84     0.000816305     2.44081e-05           0.00028023            0.000994817           0.00196576            2.10499               
85     0.00069368      2.20869e-05           0.000252003           0.000877145           0.00162348            2.06115               
86     0.00371759      0.000124568           0.00141544            0.00485619            0.00847416            2.0218                
87     0.000105355     1.34429e-06           1.66059e-05           7.48383e-05           0.000328631           2.56147               
88     0.0373265       0.0439236             0.0426529             0.0384173             0.0243123             0.740077              
89     0.012265        0.0129272             0.0128187             0.012438              0.0108763             0.916344              
90     0.0608746       0.0645448             0.0639357             0.0618071             0.0532108             0.906924              
91     0.0740197       0.0789906             0.0781593             0.0752606             0.0636682             0.896568              
92     0.0566544       0.0785206             0.0727462             0.0557236             0.0196274             0.501075              
93     0.0566544       0.0785206             0.0727462             0.0557236             0.0196274             0.501075              
94     0.0322406       0.0420847             0.0397574             0.0325685             0.0145519             0.585113              
95     0.07667         0.0985828             0.0932666             0.0770722             0.0377583             0.615522              
96     0.0473451       0.0571536             0.0551618             0.0486463             0.0284185             0.700996              
97     0.0400063       0.0527619             0.049664              0.0402114             0.0173881             0.571586              
98     0.0426801       0.0616011             0.0558276             0.040049              0.0132426             0.466112              
99     0.0566544       0.0785206             0.0727462             0.0557236             0.0196274             0.501075              
100    0.07667         0.0985828             0.0932666             0.0770722             0.0377583             0.615522              
101    0.0400063       0.0527619             0.049664              0.0402114             0.0173881             0.571586              
102    0.0543378       0.0712039             0.0671227             0.054652              0.0243725             0.582251              
103    0.0543378       0.0712039             0.0671227             0.054652              0.0243725             0.582251              
104    0.0400063       0.0527619             0.049664              0.0402114             0.0173881             0.571586              
105    0.07667         0.0985828             0.0932666             0.0770722             0.0377583             0.615522              
106    0.0475456       0.0642006             0.0599559             0.0472564             0.0187696             0.539475              
107    8.00801e-05     2.25655e-06           2.60283e-05           9.38125e-05           0.000198223           2.14823               
108    0.0322406       0.0420847             0.0397574             0.0325685             0.0145519             0.585113              
109    0.0280958       0.0404446             0.0370441             0.0271813             0.00771314            0.443824              
110    0.0480352       0.0685632             0.0624792             0.0456126             0.0154858             0.477166              
111    0.0543378       0.0712039             0.0671227             0.054652              0.0243725             0.582251              
112    0.0280958       0.0404446             0.0370441             0.0271813             0.00771314            0.443824              
113    0.0426801       0.0616011             0.0558276             0.040049              0.0132426             0.466112              
114    0.00203312      7.57905e-05           0.000847759           0.00277064            0.0044383             1.95813               
115    0.0543378       0.0712039             0.0671227             0.054652              0.0243725             0.582251              
116    0.07667         0.0985828             0.0932666             0.0770722             0.0377583             0.615522              
117    0.041992        0.055628              0.0522885             0.0421337             0.0179176             0.565269              
118    0.0280958       0.0404446             0.0370441             0.0271813             0.00771314            0.443824              
119    0.0012027       3.49253e-05           0.000401027           0.00142855            0.00294628            2.13153               
120    0.0566544       0.0785206             0.0727462             0.0557236             0.0196274             0.501075              
121    0.0426801       0.0616011             0.0558276             0.040049              0.0132426             0.466112              
122    0.000217595     4.43433e-06           5.20934e-05           0.00020184            0.000612014           2.36436               
