Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0000)   P(D|M,rr[2]=0.0000)   P(D|M,rr[3]=0.0000)   P(D|M,rr[4]=4.0000)   Posterior mean        
1      0.0204303       0.022951              0.022951              0.022951              0.0128682             0.629859              
2      0.0548744       0.061197              0.061197              0.0611969             0.0359068             0.654346              
3      6.75117e-07     4.22262e-12           4.22262e-12           6.66171e-12           2.70045e-06           3.99997               
4      0.0483589       0.053287              0.053287              0.0532869             0.0335748             0.694285              
5      0.0382091       0.041977              0.041977              0.041977              0.0269054             0.704164              
6      0.0548744       0.061197              0.061197              0.0611969             0.0359068             0.654346              
7      0.0424432       0.04404               0.04404               0.04404               0.0376526             0.887131              
8      0.0667542       0.071586              0.071586              0.071586              0.0522589             0.782856              
9      0.0724531       0.079066              0.079066              0.0790659             0.0526144             0.726187              
10     0.0624008       0.069147              0.069147              0.0691469             0.0421623             0.67567               
11     0.0596649       0.0646                0.0646                0.0646                0.0448597             0.751862              
12     0.0596649       0.0646                0.0646                0.0646                0.0448597             0.751862              
13     0.0927462       0.099081              0.099081              0.0990809             0.073742              0.795095              
14     8.05951e-05     1.43543e-10           1.43543e-10           9.09765e-10           0.000322379           3.99998               
15     0.0664168       0.071586              0.071586              0.0715859             0.0509092             0.766512              
16     8.39423e-06     1.62782e-11           1.62782e-11           1.0317e-10            3.35768e-05           3.99998               
17     1.54416e-06     3.57429e-12           3.57429e-12           2.26536e-11           6.17661e-06           3.99997               
18     0.0367113       0.040767              0.040767              0.040767              0.0245441             0.668573              
19     0.0548744       0.061197              0.061197              0.0611969             0.0359068             0.654346              
20     0.0493946       0.053052              0.053052              0.053052              0.0384224             0.777867              
21     0.0927462       0.099081              0.099081              0.0990809             0.073742              0.795095              
22     0.0520091       0.055941              0.055941              0.055941              0.0402135             0.773202              
23     0.0724531       0.079066              0.079066              0.0790659             0.0526144             0.726187              
