loxodonta_africana ENSLAFG00000017698
procavia_capensis ENSPCAG00000011964
echinops_telfairi ENSETEG00000012430
pan_troglodytes ENSPTRG00000010598
pan_troglodytes ENSPTRG00000052258
pan_paniscus ENSPPAG00000033302
gorilla_gorilla ENSGGOG00000027289
homo_sapiens ENSG00000131355
pongo_abelii ENSPPYG00000009651
nomascus_leucogenys ENSNLEG00000005125
colobus_angolensis_palliatus ENSCANG00000035041
piliocolobus_tephrosceles ENSPTEG00000036373
rhinopithecus_bieti ENSRBIG00000039789
rhinopithecus_roxellana ENSRROG00000031351
papio_anubis ENSPANG00000019561
cercocebus_atys ENSCATG00000032364
macaca_mulatta ENSMMUG00000021896
macaca_fascicularis ENSMFAG00000032274
mandrillus_leucophaeus ENSMLEG00000038433
chlorocebus_sabaeus ENSCSAG00000006290
saimiri_boliviensis_boliviensis ENSSBOG00000023661
cebus_capucinus_imitator ENSCCAG00000027258
callithrix_jacchus ENSCJAG00000004557
aotus_nancymaae ENSANAG00000018923
carlito_syrichta ENSTSYG00000011359
prolemur_simus ENSPSMG00000012747
propithecus_coquereli ENSPCOG00000014538
microcebus_murinus ENSMICG00000011089
otolemur_garnettii ENSOGAG00000002255
dasypus_novemcinctus ENSDNOG00000017144
dasypus_novemcinctus ENSDNOG00000047764
ictidomys_tridecemlineatus ENSSTOG00000013792
spermophilus_dauricus ENSSDAG00000008953
marmota_marmota_marmota ENSMMMG00000022100
castor_canadensis ENSCCNG00000024912
tupaia_belangeri ENSTBEG00000015670
choloepus_hoffmanni ENSCHOG00000002532
pteropus_vampyrus ENSPVAG00000006963
myotis_lucifugus ENSMLUG00000010862
vicugna_pacos ENSVPAG00000012222
sus_scrofa ENSSSCG00000013787
ovis_aries ENSOARG00000005126
capra_hircus ENSCHIG00000027221
bos_mutus ENSBMUG00000017690
bos_taurus ENSBTAG00000002937
bison_bison_bison ENSBBBG00000020293
tursiops_truncatus ENSTTRG00000007950
ursus_maritimus ENSUMAG00000003184
ursus_americanus ENSUAMG00000017524
ailuropoda_melanoleuca ENSAMEG00000011480
mustela_putorius_furo ENSMPUG00000002932
neovison_vison ENSNVIG00000007769
canis_lupus_familiaris ENSCAFG00000023992
canis_lupus_dingo ENSCAFG00020007464
vulpes_vulpes ENSVVUG00000026964
panthera_pardus ENSPPRG00000011690
panthera_tigris_altaica ENSPTIG00000016203
felis_catus ENSFCAG00000015628
equus_caballus ENSECAG00000011315
equus_asinus_asinus ENSEASG00005015230
phascolarctos_cinereus ENSPCIG00000029816
pelodiscus_sinensis ENSPSIG00000006121
pelodiscus_sinensis ENSPSIG00000010897
