ciona_savignyi ENSCSAVG00000001275
ciona_intestinalis ENSCING00000006271
ciona_intestinalis ENSCING00000022057
amphiprion_ocellaris ENSAOCG00000021648
astatotilapia_calliptera ENSACLG00000005499
seriola_dumerili ENSSDUG00000000757
esox_lucius ENSELUG00000015214
paramormyrops_kingsleyae ENSPKIG00000011958
scleropages_formosus ENSSFOG00015020345
lepisosteus_oculatus ENSLOCG00000011298
anolis_carolinensis ENSACAG00000012804
pogona_vitticeps ENSPVIG00000016491
salvator_merianae ENSSMRG00000007844
sphenodon_punctatus ENSSPUG00000011720
apteryx_haastii ENSAHAG00000010526
apteryx_rowi ENSARWG00000016911
apteryx_owenii ENSAOWG00000013138
nothoprocta_perdicaria ENSNPEG00000001568
dromaius_novaehollandiae ENSDNVG00000016688
serinus_canaria ENSSCAG00000013686
junco_hyemalis ENSJHYG00000003601
taeniopygia_guttata ENSTGUG00000002553
parus_major ENSPMJG00000011015
cyanistes_caeruleus ENSCCEG00000019350
ficedula_albicollis ENSFALG00000009961
manacus_vitellinus ENSMVIG00005000887
lepidothrix_coronata ENSLCOG00000006344
calidris_pygmaea ENSCPGG00000013451
calidris_pugnax ENSCPUG00000011513
anser_brachyrhynchus ENSABRG00000011091
anas_platyrhynchos_platyrhynchos ENSAPLG00000007758
gallus_gallus ENSGALG00000010803
coturnix_japonica ENSCJPG00005011857
meleagris_gallopavo ENSMGAG00000010114
numida_meleagris ENSNMEG00000006837
crocodylus_porosus ENSCPRG00005015193
gopherus_agassizii ENSGAGG00000015433
chelonoidis_abingdonii ENSCABG00000012448
chrysemys_picta_bellii ENSCPBG00000021861
pelodiscus_sinensis ENSPSIG00000008230
ornithorhynchus_anatinus ENSOANG00000028622
latimeria_chalumnae ENSLACG00000022326
petromyzon_marinus ENSPMAG00000007343
