dasypus_novemcinctus ENSDNOG00000005468
choloepus_hoffmanni ENSCHOG00000004299
loxodonta_africana ENSLAFG00000015318
procavia_capensis ENSPCAG00000006166
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017848
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020872
mus_spicilegus ENSMSIG00000019727
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017003
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018132
rattus_norvegicus ENSRNOG00000004404
meriones_unguiculatus ENSMUGG00000010527
cricetulus_griseus_crigri-picr ENSCGRG00015021170
cricetulus_griseus_crigri_1.0 ENSCGRG00000002764
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001077
mesocricetus_auratus ENSMAUG00000006918
microtus_ochrogaster ENSMOCG00000015203
peromyscus_maniculatus_bairdii ENSPEMG00000014516
nannospalax_galili ENSNGAG00000016792
spermophilus_dauricus ENSSDAG00000011263
urocitellus_parryii ENSUPAG00010005806
ictidomys_tridecemlineatus ENSSTOG00000007934
castor_canadensis ENSCCNG00000002003
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007408
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011621
cavia_porcellus ENSCPOG00000030117
ochotona_princeps ENSOPRG00000007228
oryctolagus_cuniculus ENSOCUG00000023306
propithecus_coquereli ENSPCOG00000003764
microcebus_murinus ENSMICG00000016489
prolemur_simus ENSPSMG00000024159
otolemur_garnettii ENSOGAG00000001052
saimiri_boliviensis_boliviensis ENSSBOG00000006746
callithrix_jacchus ENSCJAG00000007010
cebus_capucinus_imitator ENSCCAG00000027771
aotus_nancymaae ENSANAG00000033329
homo_sapiens ENSG00000176358
gorilla_gorilla ENSGGOG00000007479
pan_paniscus ENSPPAG00000028441
pan_troglodytes ENSPTRG00000009384
pongo_abelii ENSPPYG00000008926
nomascus_leucogenys ENSNLEG00000003272
macaca_fascicularis ENSMFAG00000030437
macaca_mulatta ENSMMUG00000014062
mandrillus_leucophaeus ENSMLEG00000039256
colobus_angolensis_palliatus ENSCANG00000034181
macaca_nemestrina ENSMNEG00000029555
macaca_fascicularis ENSMFAG00000035472
mandrillus_leucophaeus ENSMLEG00000031342
papio_anubis ENSPANG00000032667
cercocebus_atys ENSCATG00000035460
chlorocebus_sabaeus ENSCSAG00000005188
colobus_angolensis_palliatus ENSCANG00000033453
piliocolobus_tephrosceles ENSPTEG00000034432
carlito_syrichta ENSTSYG00000011398
bison_bison_bison ENSBBBG00000020856
bos_mutus ENSBMUG00000022574
capra_hircus ENSCHIG00000013763
sus_scrofa ENSSSCG00000038057
tursiops_truncatus ENSTTRG00000000474
pteropus_vampyrus ENSPVAG00000003746
equus_asinus_asinus ENSEASG00005018631
equus_caballus ENSECAG00000014863
ursus_maritimus ENSUMAG00000015231
ursus_americanus ENSUAMG00000019027
neovison_vison ENSNVIG00000006873
canis_lupus_familiaris ENSCAFG00000016960
canis_lupus_dingo ENSCAFG00020023469
felis_catus ENSFCAG00000002641
panthera_tigris_altaica ENSPTIG00000009789
