sarcophilus_harrisii ENSSHAG00000011087
phascolarctos_cinereus ENSPCIG00000036830
monodelphis_domestica ENSMODG00000009552
pan_paniscus ENSPPAG00000039554
pan_troglodytes ENSPTRG00000041840
homo_sapiens ENSG00000166432
gorilla_gorilla ENSGGOG00000025784
pongo_abelii ENSPPYG00000020561
nomascus_leucogenys ENSNLEG00000030520
macaca_mulatta ENSMMUG00000002151
macaca_nemestrina ENSMNEG00000036310
macaca_fascicularis ENSMFAG00000042343
cercocebus_atys ENSCATG00000000551
mandrillus_leucophaeus ENSMLEG00000005031
theropithecus_gelada ENSTGEG00000012289
chlorocebus_sabaeus ENSCSAG00000009795
colobus_angolensis_palliatus ENSCANG00000037194
piliocolobus_tephrosceles ENSPTEG00000017146
rhinopithecus_roxellana ENSRROG00000036747
rhinopithecus_bieti ENSRBIG00000034121
cebus_capucinus_imitator ENSCCAG00000023924
saimiri_boliviensis_boliviensis ENSSBOG00000029970
callithrix_jacchus ENSCJAG00000019724
aotus_nancymaae ENSANAG00000028725
carlito_syrichta ENSTSYG00000007330
prolemur_simus ENSPSMG00000013553
propithecus_coquereli ENSPCOG00000021386
microcebus_murinus ENSMICG00000003313
otolemur_garnettii ENSOGAG00000033601
tupaia_belangeri ENSTBEG00000012967
urocitellus_parryii ENSUPAG00010009973
spermophilus_dauricus ENSSDAG00000018999
ictidomys_tridecemlineatus ENSSTOG00000011140
marmota_marmota_marmota ENSMMMG00000015594
cavia_porcellus ENSCPOG00000000581
chinchilla_lanigera ENSCLAG00000004197
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004968
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002494
fukomys_damarensis ENSFDAG00000004063
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034567
mus_spicilegus ENSMSIG00000007125
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000052676
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033403
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031943
rattus_norvegicus ENSRNOG00000024135
meriones_unguiculatus ENSMUGG00000002716
peromyscus_maniculatus_bairdii ENSPEMG00000009944
microtus_ochrogaster ENSMOCG00000000169
cricetulus_griseus_crigri_1.0 ENSCGRG00000001964
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023697
cricetulus_griseus_crigri-picr ENSCGRG00015001970
mesocricetus_auratus ENSMAUG00000002941
nannospalax_galili ENSNGAG00000006608
jaculus_jaculus ENSJJAG00000020188
dipodomys_ordii ENSDORG00000006821
oryctolagus_cuniculus ENSOCUG00000004164
ochotona_princeps ENSOPRG00000009950
capra_hircus ENSCHIG00000010507
ovis_aries ENSOARG00000001897
bos_taurus ENSBTAG00000003601
bos_mutus ENSBMUG00000019197
bison_bison_bison ENSBBBG00000000369
tursiops_truncatus ENSTTRG00000016662
sus_scrofa ENSSSCG00000012512
vicugna_pacos ENSVPAG00000006267
ursus_maritimus ENSUMAG00000000627
ursus_americanus ENSUAMG00000015209
ailuropoda_melanoleuca ENSAMEG00000004976
neovison_vison ENSNVIG00000002163
mustela_putorius_furo ENSMPUG00000002130
canis_lupus_dingo ENSCAFG00020007319
canis_lupus_familiaris ENSCAFG00000017730
vulpes_vulpes ENSVVUG00000005342
panthera_tigris_altaica ENSPTIG00000019057
panthera_pardus ENSPPRG00000005258
felis_catus ENSFCAG00000023394
pteropus_vampyrus ENSPVAG00000013206
myotis_lucifugus ENSMLUG00000004417
equus_caballus ENSECAG00000013390
equus_asinus_asinus ENSEASG00005014185
sorex_araneus ENSSARG00000003063
loxodonta_africana ENSLAFG00000015656
procavia_capensis ENSPCAG00000010283
echinops_telfairi ENSETEG00000020259
dasypus_novemcinctus ENSDNOG00000049208
dasypus_novemcinctus ENSDNOG00000002818
dasypus_novemcinctus ENSDNOG00000044924
dasypus_novemcinctus ENSDNOG00000043788
dasypus_novemcinctus ENSDNOG00000003700
dasypus_novemcinctus ENSDNOG00000014852
choloepus_hoffmanni ENSCHOG00000002192
ornithorhynchus_anatinus ENSOANG00000010354
sphenodon_punctatus ENSSPUG00000004951
salvator_merianae ENSSMRG00000017717
meleagris_gallopavo ENSMGAG00000013165
coturnix_japonica ENSCJPG00005006274
gallus_gallus ENSGALG00000046009
numida_meleagris ENSNMEG00000001968
dromaius_novaehollandiae ENSDNVG00000011906
crocodylus_porosus ENSCPRG00005000424
gopherus_agassizii ENSGAGG00000002326
chelonoidis_abingdonii ENSCABG00000000337
chrysemys_picta_bellii ENSCPBG00000001356
xenopus_tropicalis ENSXETG00000001949
danio_rerio ENSDARG00000058679
takifugu_rubripes ENSTRUG00000014880
