monodelphis_domestica ENSMODG00000025735
phascolarctos_cinereus ENSPCIG00000010705
sarcophilus_harrisii ENSSHAG00000003685
mus_spicilegus ENSMSIG00000031127
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020197
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000002329
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019308
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030325
meriones_unguiculatus ENSMUGG00000008838
cricetulus_griseus_crigri-picr ENSCGRG00015017702
peromyscus_maniculatus_bairdii ENSPEMG00000011867
spermophilus_dauricus ENSSDAG00000022307
marmota_marmota_marmota ENSMMMG00000011997
pan_troglodytes ENSPTRG00000049933
choloepus_hoffmanni ENSCHOG00000001225
salvator_merianae ENSSMRG00000003897
pogona_vitticeps ENSPVIG00000022782
sphenodon_punctatus ENSSPUG00000017826
chelonoidis_abingdonii ENSCABG00000005124
gopherus_agassizii ENSGAGG00000003716
chrysemys_picta_bellii ENSCPBG00000025752
latimeria_chalumnae ENSLACG00000004078
esox_lucius ENSELUG00000006118
gadus_morhua ENSGMOG00000011949
pygocentrus_nattereri ENSPNAG00000025067
astyanax_mexicanus ENSAMXG00000033843
astyanax_mexicanus ENSAMXG00000036934
ictalurus_punctatus ENSIPUG00000002764
scleropages_formosus ENSSFOG00015020297
danio_rerio ENSDARG00000088040
lepisosteus_oculatus ENSLOCG00000000138
ciona_intestinalis ENSCING00000016761
saccharomyces_cerevisiae_strain_s288c YER134C
