bos_mutus ENSBMUG00000007700
bos_taurus ENSBTAG00000014234
bison_bison_bison ENSBBBG00000023301
ovis_aries ENSOARG00000021161
erinaceus_europaeus ENSEEUG00000015786
ursus_maritimus ENSUMAG00000013170
ursus_americanus ENSUAMG00000013451
neovison_vison ENSNVIG00000008863
canis_lupus_dingo ENSCAFG00020006761
vulpes_vulpes ENSVVUG00000000149
panthera_tigris_altaica ENSPTIG00000000054
panthera_pardus ENSPPRG00000021169
felis_catus ENSFCAG00000002208
pan_troglodytes ENSPTRG00000047535
pan_paniscus ENSPPAG00000025950
homo_sapiens ENSG00000196553
gorilla_gorilla ENSGGOG00000010207
pongo_abelii ENSPPYG00000005916
nomascus_leucogenys ENSNLEG00000030889
papio_anubis ENSPANG00000006499
theropithecus_gelada ENSTGEG00000017872
mandrillus_leucophaeus ENSMLEG00000042468
cercocebus_atys ENSCATG00000031665
macaca_fascicularis ENSMFAG00000002591
macaca_nemestrina ENSMNEG00000037316
colobus_angolensis_palliatus ENSCANG00000027386
piliocolobus_tephrosceles ENSPTEG00000035400
rhinopithecus_bieti ENSRBIG00000039305
rhinopithecus_roxellana ENSRROG00000006277
saimiri_boliviensis_boliviensis ENSSBOG00000019723
cebus_capucinus_imitator ENSCCAG00000025873
callithrix_jacchus ENSCJAG00000041012
aotus_nancymaae ENSANAG00000034420
carlito_syrichta ENSTSYG00000011696
prolemur_simus ENSPSMG00000012467
propithecus_coquereli ENSPCOG00000024407
microcebus_murinus ENSMICG00000043028
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000099418
mus_spicilegus ENSMSIG00000019319
rattus_norvegicus ENSRNOG00000033423
meriones_unguiculatus ENSMUGG00000016283
cricetulus_griseus_crigri_1.0 ENSCGRG00000013525
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016851
cricetulus_griseus_crigri-picr ENSCGRG00015027861
peromyscus_maniculatus_bairdii ENSPEMG00000001858
microtus_ochrogaster ENSMOCG00000015223
jaculus_jaculus ENSJJAG00000010033
urocitellus_parryii ENSUPAG00010011698
spermophilus_dauricus ENSSDAG00000021354
marmota_marmota_marmota ENSMMMG00000021183
cavia_porcellus ENSCPOG00000006386
cavia_aperea ENSCAPG00000008200
chinchilla_lanigera ENSCLAG00000003520
octodon_degus ENSODEG00000014992
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015902
castor_canadensis ENSCCNG00000026535
oryctolagus_cuniculus ENSOCUG00000025913
ochotona_princeps ENSOPRG00000010134
tupaia_belangeri ENSTBEG00000007379
tupaia_belangeri ENSTBEG00000012825
sus_scrofa ENSSSCG00000002284
capra_hircus ENSCHIG00000018934
equus_caballus ENSECAG00000020983
sorex_araneus ENSSARG00000004513
ictidomys_tridecemlineatus ENSSTOG00000001525
otolemur_garnettii ENSOGAG00000005165
macaca_mulatta ENSMMUG00000006768
canis_lupus_familiaris ENSCAFG00000016275
mustela_putorius_furo ENSMPUG00000006934
myotis_lucifugus ENSMLUG00000007165
fukomys_damarensis ENSFDAG00000009128
loxodonta_africana ENSLAFG00000008521
echinops_telfairi ENSETEG00000018665
dasypus_novemcinctus ENSDNOG00000003275
procavia_capensis ENSPCAG00000003095
choloepus_hoffmanni ENSCHOG00000004629
pteropus_vampyrus ENSPVAG00000003035
ailuropoda_melanoleuca ENSAMEG00000003446
tursiops_truncatus ENSTTRG00000015784
vicugna_pacos ENSVPAG00000007877
phascolarctos_cinereus ENSPCIG00000026982
notamacropus_eugenii ENSMEUG00000011598
sarcophilus_harrisii ENSSHAG00000001183
monodelphis_domestica ENSMODG00000025785
