lonchura_striata_domestica ENSLSDG00000008324
nothoprocta_perdicaria ENSNPEG00000015312
chinchilla_lanigera ENSCLAG00000011012
octodon_degus ENSODEG00000015950
cavia_porcellus ENSCPOG00000015465
cavia_aperea ENSCAPG00000009042
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007754
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016789
fukomys_damarensis ENSFDAG00000007838
dipodomys_ordii ENSDORG00000013395
oryctolagus_cuniculus ENSOCUG00000003368
ovis_aries ENSOARG00000017317
capra_hircus ENSCHIG00000008507
bos_mutus ENSBMUG00000003201
bison_bison_bison ENSBBBG00000016525
bos_taurus ENSBTAG00000012048
equus_caballus ENSECAG00000013563
equus_asinus_asinus ENSEASG00005007536
canis_lupus_dingo ENSCAFG00020026931
tursiops_truncatus ENSTTRG00000016644
sus_scrofa ENSSSCG00000013633
pteropus_vampyrus ENSPVAG00000012161
myotis_lucifugus ENSMLUG00000011075
neovison_vison ENSNVIG00000000875
mustela_putorius_furo ENSMPUG00000005752
ursus_americanus ENSUAMG00000005865
ursus_maritimus ENSUMAG00000024981
ailuropoda_melanoleuca ENSAMEG00000011015
canis_lupus_dingo ENSCAFG00020024515
canis_lupus_familiaris ENSCAFG00000017621
vulpes_vulpes ENSVVUG00000017717
felis_catus ENSFCAG00000004893
panthera_pardus ENSPPRG00000007534
carlito_syrichta ENSTSYG00000001409
nomascus_leucogenys ENSNLEG00000030185
propithecus_coquereli ENSPCOG00000018916
prolemur_simus ENSPSMG00000017570
microcebus_murinus ENSMICG00000009787
otolemur_garnettii ENSOGAG00000016835
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033000
mus_spicilegus ENSMSIG00000015744
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032185
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031876
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014742
rattus_norvegicus ENSRNOG00000031129
meriones_unguiculatus ENSMUGG00000020002
peromyscus_maniculatus_bairdii ENSPEMG00000023286
microtus_ochrogaster ENSMOCG00000004215
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023212
cricetulus_griseus_crigri-picr ENSCGRG00015002417
cricetulus_griseus_crigri_1.0 ENSCGRG00000008046
mesocricetus_auratus ENSMAUG00000020443
nannospalax_galili ENSNGAG00000001362
jaculus_jaculus ENSJJAG00000008047
castor_canadensis ENSCCNG00000013428
marmota_marmota_marmota ENSMMMG00000019799
ictidomys_tridecemlineatus ENSSTOG00000007864
spermophilus_dauricus ENSSDAG00000007017
urocitellus_parryii ENSUPAG00010003160
