anser_brachyrhynchus ENSABRG00000001642
anas_platyrhynchos_platyrhynchos ENSAPLG00000028766
apteryx_owenii ENSAOWG00000001082
apteryx_haastii ENSAHAG00000001100
manacus_vitellinus ENSMVIG00005017272
ursus_americanus ENSUAMG00000022741
ursus_maritimus ENSUMAG00000006842
vulpes_vulpes ENSVVUG00000016052
bos_mutus ENSBMUG00000012192
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014881
castor_canadensis ENSCCNG00000006440
mus_spicilegus ENSMSIG00000013913
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033320
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032181
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015049
mesocricetus_auratus ENSMAUG00000014097
jaculus_jaculus ENSJJAG00000013932
