oryzias_latipes_asm223467v1 ENSORLG00000018652
haplochromis_burtoni ENSHBUG00000023419
tetraodon_nigroviridis ENSTNIG00000001629
takifugu_rubripes ENSTRUG00000021901
periophthalmus_magnuspinnatus ENSPMGG00000015535
anser_brachyrhynchus ENSABRG00000009845
anas_platyrhynchos_platyrhynchos ENSAPLG00000000568
gallus_gallus ENSGALG00000032365
coturnix_japonica ENSCJPG00005014620
meleagris_gallopavo ENSMGAG00000015603
numida_meleagris ENSNMEG00000018575
calidris_pygmaea ENSCPGG00000004501
calidris_pugnax ENSCPUG00000008121
melopsittacus_undulatus ENSMUNG00000014765
manacus_vitellinus ENSMVIG00005003858
lepidothrix_coronata ENSLCOG00000013599
lonchura_striata_domestica ENSLSDG00000009455
taeniopygia_guttata ENSTGUG00000009474
serinus_canaria ENSSCAG00000011879
junco_hyemalis ENSJHYG00000011664
zonotrichia_albicollis ENSZALG00000016630
ficedula_albicollis ENSFALG00000014352
parus_major ENSPMJG00000003612
cyanistes_caeruleus ENSCCEG00000004056
apteryx_haastii ENSAHAG00000014739
apteryx_owenii ENSAOWG00000015226
apteryx_rowi ENSARWG00000015345
dromaius_novaehollandiae ENSDNVG00000011238
nothoprocta_perdicaria ENSNPEG00000003971
crocodylus_porosus ENSCPRG00005004370
chelonoidis_abingdonii ENSCABG00000013611
gopherus_agassizii ENSGAGG00000023345
chrysemys_picta_bellii ENSCPBG00000001227
pelodiscus_sinensis ENSPSIG00000000373
pogona_vitticeps ENSPVIG00000004780
anolis_carolinensis ENSACAG00000013617
notechis_scutatus ENSNSUG00000009122
salvator_merianae ENSSMRG00000001658
sphenodon_punctatus ENSSPUG00000008642
phascolarctos_cinereus ENSPCIG00000023592
monodelphis_domestica ENSMODG00000023494
sarcophilus_harrisii ENSSHAG00000014577
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013623
mesocricetus_auratus ENSMAUG00000007633
peromyscus_maniculatus_bairdii ENSPEMG00000002139
microtus_ochrogaster ENSMOCG00000008611
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000056216
mus_spicilegus ENSMSIG00000022981
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030677
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029578
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012812
rattus_norvegicus ENSRNOG00000021144
meriones_unguiculatus ENSMUGG00000014704
nannospalax_galili ENSNGAG00000007539
jaculus_jaculus ENSJJAG00000009499
dipodomys_ordii ENSDORG00000027852
sorex_araneus ENSSARG00000004224
castor_canadensis ENSCCNG00000003218
echinops_telfairi ENSETEG00000017071
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019819
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020748
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015656
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011723
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020496
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020931
fukomys_damarensis ENSFDAG00000001655
chinchilla_lanigera ENSCLAG00000011142
octodon_degus ENSODEG00000006666
cavia_aperea ENSCAPG00000011045
cavia_porcellus ENSCPOG00000033820
oryctolagus_cuniculus ENSOCUG00000017036
ochotona_princeps ENSOPRG00000012139
propithecus_coquereli ENSPCOG00000025828
microcebus_murinus ENSMICG00000045141
prolemur_simus ENSPSMG00000005893
