crocodylus_porosus ENSCPRG00005000028
salvator_merianae ENSSMRG00000000584
neolamprologus_brichardi ENSNBRG00000000028
neolamprologus_brichardi ENSNBRG00000000078
maylandia_zebra ENSMZEG00005000028
amphiprion_ocellaris ENSAOCG00000000028
fundulus_heteroclitus ENSFHEG00000000028
cyprinodon_variegatus ENSCVAG00000000028
amphilophus_citrinellus ENSACIG00000008931
seriola_dumerili ENSSDUG00000019066
seriola_dumerili ENSSDUG00000000028
seriola_lalandi_dorsalis ENSSLDG00000000028
hippocampus_comes ENSHCOG00000000028
labrus_bergylta ENSLBEG00000005893
labrus_bergylta ENSLBEG00000005972
tetraodon_nigroviridis ENSTNIG00000000603
gasterosteus_aculeatus ENSGACG00000020946
monopterus_albus ENSMALG00000000028
danio_rerio ENSDARG00000063916
pygocentrus_nattereri ENSPNAG00000000028
ictalurus_punctatus ENSIPUG00000000028
esox_lucius ENSELUG00000000028
scleropages_formosus ENSSFOG00015000028
lepisosteus_oculatus ENSLOCG00000020992
xiphophorus_maculatus ENSXMAG00000020807
poecilia_reticulata ENSPREG00000000028
melopsittacus_undulatus ENSMUNG00000000028
melopsittacus_undulatus ENSMUNG00000003810
taeniopygia_guttata ENSTGUG00000018758
lonchura_striata_domestica ENSLSDG00000000028
serinus_canaria ENSSCAG00000002475
serinus_canaria ENSSCAG00000000681
serinus_canaria ENSSCAG00000000579
serinus_canaria ENSSCAG00000002091
serinus_canaria ENSSCAG00000002104
serinus_canaria ENSSCAG00000002117
serinus_canaria ENSSCAG00000002379
serinus_canaria ENSSCAG00000001398
serinus_canaria ENSSCAG00000001920
serinus_canaria ENSSCAG00000001942
serinus_canaria ENSSCAG00000001967
serinus_canaria ENSSCAG00000001906
serinus_canaria ENSSCAG00000001876
serinus_canaria ENSSCAG00000002154
serinus_canaria ENSSCAG00000001374
serinus_canaria ENSSCAG00000000574
serinus_canaria ENSSCAG00000001875
serinus_canaria ENSSCAG00000001378
serinus_canaria ENSSCAG00000002194
serinus_canaria ENSSCAG00000001214
serinus_canaria ENSSCAG00000002430
serinus_canaria ENSSCAG00000002288
serinus_canaria ENSSCAG00000002511
serinus_canaria ENSSCAG00000002365
serinus_canaria ENSSCAG00000000413
ficedula_albicollis ENSFALG00000016256
parus_major ENSPMJG00000000028
manacus_vitellinus ENSMVIG00005010786
manacus_vitellinus ENSMVIG00005007265
manacus_vitellinus ENSMVIG00005003930
manacus_vitellinus ENSMVIG00005007174
manacus_vitellinus ENSMVIG00005001663
manacus_vitellinus ENSMVIG00005001984
manacus_vitellinus ENSMVIG00005002148
manacus_vitellinus ENSMVIG00005006058
manacus_vitellinus ENSMVIG00005016687
manacus_vitellinus ENSMVIG00005003910
manacus_vitellinus ENSMVIG00005004556
manacus_vitellinus ENSMVIG00005016625
manacus_vitellinus ENSMVIG00005007841
manacus_vitellinus ENSMVIG00005004143
manacus_vitellinus ENSMVIG00005002981
manacus_vitellinus ENSMVIG00005002279
manacus_vitellinus ENSMVIG00005003043
manacus_vitellinus ENSMVIG00005007791
manacus_vitellinus ENSMVIG00005008490
manacus_vitellinus ENSMVIG00005003725
manacus_vitellinus ENSMVIG00005007095
manacus_vitellinus ENSMVIG00005003837
manacus_vitellinus ENSMVIG00005002545
manacus_vitellinus ENSMVIG00005001916
manacus_vitellinus ENSMVIG00005006854
manacus_vitellinus ENSMVIG00005005798
manacus_vitellinus ENSMVIG00005016667
manacus_vitellinus ENSMVIG00005000251
manacus_vitellinus ENSMVIG00005004244
manacus_vitellinus ENSMVIG00005013378
manacus_vitellinus ENSMVIG00005003104
manacus_vitellinus ENSMVIG00005002449
manacus_vitellinus ENSMVIG00005014597
lepidothrix_coronata ENSLCOG00000002766
gallus_gallus ENSGALG00000042478
coturnix_japonica ENSCJPG00005000028
meleagris_gallopavo ENSMGAG00000017485
numida_meleagris ENSNMEG00000000028
chrysemys_picta_bellii ENSCPBG00000000028
chrysemys_picta_bellii ENSCPBG00000023711
pelodiscus_sinensis ENSPSIG00000019317
anolis_carolinensis ENSACAG00000008349
anolis_carolinensis ENSACAG00000028236
xenopus_tropicalis ENSXETG00000034382
latimeria_chalumnae ENSLACG00000022687
kryptolebias_marmoratus ENSKMAG00000000028
oryzias_latipes_asm223467v1 ENSORLG00000021774
cynoglossus_semilaevis ENSCSEG00000000028
takifugu_rubripes ENSTRUG00000018681
petromyzon_marinus ENSPMAG00000013106
