xiphophorus_maculatus ENSXMAG00000003801
gambusia_affinis ENSGAFG00000010132
poecilia_formosa ENSPFOG00000005583
poecilia_latipinna ENSPLAG00000005109
poecilia_mexicana ENSPMEG00000014514
poecilia_reticulata ENSPREG00000011168
cyprinodon_variegatus ENSCVAG00000006060
fundulus_heteroclitus ENSFHEG00000008270
kryptolebias_marmoratus ENSKMAG00000008257
oryzias_latipes_asm223471v1 ENSORLG00020001674
oryzias_latipes_asm223467v1 ENSORLG00000029787
oryzias_latipes_asm223469v1 ENSORLG00015011154
oryzias_melastigma ENSOMEG00000013902
oryzias_melastigma ENSOMEG00000021486
maylandia_zebra ENSMZEG00005026732
astatotilapia_calliptera ENSACLG00000014073
haplochromis_burtoni ENSHBUG00000001976
pundamilia_nyererei ENSPNYG00000012786
neolamprologus_brichardi ENSNBRG00000013953
oreochromis_niloticus ENSONIG00000002770
amphilophus_citrinellus ENSACIG00000018515
amphiprion_ocellaris ENSAOCG00000017476
amphiprion_percula ENSAPEG00000010202
acanthochromis_polyacanthus ENSAPOG00000017388
stegastes_partitus ENSSPAG00000018989
scophthalmus_maximus ENSSMAG00000006733
cynoglossus_semilaevis ENSCSEG00000015305
seriola_lalandi_dorsalis ENSSLDG00000014290
seriola_dumerili ENSSDUG00000012145
anabas_testudineus ENSATEG00000012784
takifugu_rubripes ENSTRUG00000005311
tetraodon_nigroviridis ENSTNIG00000009158
mola_mola ENSMMOG00000018177
gasterosteus_aculeatus ENSGACG00000003898
labrus_bergylta ENSLBEG00000026758
periophthalmus_magnuspinnatus ENSPMGG00000014580
gadus_morhua ENSGMOG00000002589
gadus_morhua ENSGMOG00000002621
ictalurus_punctatus ENSIPUG00000022334
ictalurus_punctatus ENSIPUG00000003871
astyanax_mexicanus ENSAMXG00000033203
danio_rerio ENSDARG00000036940
scleropages_formosus ENSSFOG00015006339
scleropages_formosus ENSSFOG00015007407
scleropages_formosus ENSSFOG00015007235
scleropages_formosus ENSSFOG00015007675
scleropages_formosus ENSSFOG00015003489
