choloepus_hoffmanni ENSCHOG00000002426
dasypus_novemcinctus ENSDNOG00000032774
procavia_capensis ENSPCAG00000013723
loxodonta_africana ENSLAFG00000000766
echinops_telfairi ENSETEG00000019489
equus_asinus_asinus ENSEASG00005001687
equus_caballus ENSECAG00000018018
sus_scrofa ENSSSCG00000021698
myotis_lucifugus ENSMLUG00000007738
pteropus_vampyrus ENSPVAG00000001436
bos_mutus ENSBMUG00000012932
bison_bison_bison ENSBBBG00000003568
bos_taurus ENSBTAG00000017418
ovis_aries ENSOARG00000011314
capra_hircus ENSCHIG00000021519
tursiops_truncatus ENSTTRG00000000723
ursus_americanus ENSUAMG00000026765
ursus_maritimus ENSUMAG00000025510
ailuropoda_melanoleuca ENSAMEG00000011401
neovison_vison ENSNVIG00000006928
mustela_putorius_furo ENSMPUG00000009810
canis_lupus_familiaris ENSCAFG00000010621
canis_lupus_dingo ENSCAFG00020018901
vulpes_vulpes ENSVVUG00000024509
panthera_pardus ENSPPRG00000010356
panthera_tigris_altaica ENSPTIG00000016894
felis_catus ENSFCAG00000010272
sorex_araneus ENSSARG00000003108
urocitellus_parryii ENSUPAG00010003249
ictidomys_tridecemlineatus ENSSTOG00000011790
marmota_marmota_marmota ENSMMMG00000011209
spermophilus_dauricus ENSSDAG00000015683
chinchilla_lanigera ENSCLAG00000005622
cavia_porcellus ENSCPOG00000002396
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004968
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002232
fukomys_damarensis ENSFDAG00000010899
octodon_degus ENSODEG00000013177
castor_canadensis ENSCCNG00000021029
dipodomys_ordii ENSDORG00000005496
peromyscus_maniculatus_bairdii ENSPEMG00000022490
microtus_ochrogaster ENSMOCG00000001117
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010889
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023882
cricetulus_griseus_crigri-picr ENSCGRG00015022514
cricetulus_griseus_crigri_1.0 ENSCGRG00000001553
mesocricetus_auratus ENSMAUG00000021508
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022290
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000058392
mus_spicilegus ENSMSIG00000012198
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021376
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023695
rattus_norvegicus ENSRNOG00000001194
meriones_unguiculatus ENSMUGG00000007818
nannospalax_galili ENSNGAG00000021073
jaculus_jaculus ENSJJAG00000021279
oryctolagus_cuniculus ENSOCUG00000025931
prolemur_simus ENSPSMG00000000878
propithecus_coquereli ENSPCOG00000017927
microcebus_murinus ENSMICG00000004686
otolemur_garnettii ENSOGAG00000009872
saimiri_boliviensis_boliviensis ENSSBOG00000034727
callithrix_jacchus ENSCJAG00000017077
cebus_capucinus_imitator ENSCCAG00000029384
aotus_nancymaae ENSANAG00000034889
pan_troglodytes ENSPTRG00000013958
pan_paniscus ENSPPAG00000035319
homo_sapiens ENSG00000160208
gorilla_gorilla ENSGGOG00000012069
pongo_abelii ENSPPYG00000011470
nomascus_leucogenys ENSNLEG00000001490
cercocebus_atys ENSCATG00000017423
mandrillus_leucophaeus ENSMLEG00000040044
macaca_fascicularis ENSMFAG00000039152
macaca_mulatta ENSMMUG00000000104
macaca_nemestrina ENSMNEG00000034269
theropithecus_gelada ENSTGEG00000020197
papio_anubis ENSPANG00000011090
chlorocebus_sabaeus ENSCSAG00000007961
piliocolobus_tephrosceles ENSPTEG00000012784
colobus_angolensis_palliatus ENSCANG00000040952
rhinopithecus_roxellana ENSRROG00000031499
rhinopithecus_bieti ENSRBIG00000041689
tupaia_belangeri ENSTBEG00000000422
phascolarctos_cinereus ENSPCIG00000015513
notamacropus_eugenii ENSMEUG00000003226
sarcophilus_harrisii ENSSHAG00000017789
monodelphis_domestica ENSMODG00000021033
ornithorhynchus_anatinus ENSOANG00000006470
pogona_vitticeps ENSPVIG00000020008
anolis_carolinensis ENSACAG00000017851
salvator_merianae ENSSMRG00000022907
sphenodon_punctatus ENSSPUG00000002834
junco_hyemalis ENSJHYG00000013508
zonotrichia_albicollis ENSZALG00000002456
serinus_canaria ENSSCAG00000011213
lonchura_striata_domestica ENSLSDG00000008321
taeniopygia_guttata ENSTGUG00000005926
ficedula_albicollis ENSFALG00000002024
parus_major ENSPMJG00000010769
cyanistes_caeruleus ENSCCEG00000017131
lepidothrix_coronata ENSLCOG00000002292
manacus_vitellinus ENSMVIG00005006833
melopsittacus_undulatus ENSMUNG00000009114
calidris_pygmaea ENSCPGG00000010211
calidris_pugnax ENSCPUG00000012237
meleagris_gallopavo ENSMGAG00000014591
gallus_gallus ENSGALG00000035696
coturnix_japonica ENSCJPG00005008758
numida_meleagris ENSNMEG00000013091
anser_brachyrhynchus ENSABRG00000014992
anas_platyrhynchos_platyrhynchos ENSAPLG00000004310
apteryx_haastii ENSAHAG00000003102
apteryx_owenii ENSAOWG00000014619
apteryx_rowi ENSARWG00000017770
dromaius_novaehollandiae ENSDNVG00000006535
nothoprocta_perdicaria ENSNPEG00000009547
crocodylus_porosus ENSCPRG00005016447
gopherus_agassizii ENSGAGG00000000375
chelonoidis_abingdonii ENSCABG00000010887
chrysemys_picta_bellii ENSCPBG00000010310
