capra_hircus ENSCHIG00000014337
ovis_aries ENSOARG00000016883
bos_taurus ENSBTAG00000045770
bos_mutus ENSBMUG00000009072
bison_bison_bison ENSBBBG00000000701
sus_scrofa ENSSSCG00000024092
vicugna_pacos ENSVPAG00000011718
equus_caballus ENSECAG00000008673
equus_asinus_asinus ENSEASG00005009218
pteropus_vampyrus ENSPVAG00000006598
myotis_lucifugus ENSMLUG00000005410
neovison_vison ENSNVIG00000023181
mustela_putorius_furo ENSMPUG00000006748
ursus_maritimus ENSUMAG00000009278
ursus_americanus ENSUAMG00000023012
canis_lupus_familiaris ENSCAFG00000032413
canis_lupus_dingo ENSCAFG00020021721
vulpes_vulpes ENSVVUG00000027983
panthera_pardus ENSPPRG00000013042
panthera_tigris_altaica ENSPTIG00000000510
felis_catus ENSFCAG00000025851
sorex_araneus ENSSARG00000006605
erinaceus_europaeus ENSEEUG00000002429
callithrix_jacchus ENSCJAG00000018120
saimiri_boliviensis_boliviensis ENSSBOG00000033494
aotus_nancymaae ENSANAG00000032511
cebus_capucinus_imitator ENSCCAG00000021561
gorilla_gorilla ENSGGOG00000003471
homo_sapiens ENSG00000189182
pan_troglodytes ENSPTRG00000004988
pan_paniscus ENSPPAG00000032644
pongo_abelii ENSPPYG00000004556
nomascus_leucogenys ENSNLEG00000017736
rhinopithecus_bieti ENSRBIG00000031374
rhinopithecus_roxellana ENSRROG00000035323
piliocolobus_tephrosceles ENSPTEG00000038060
colobus_angolensis_palliatus ENSCANG00000039042
papio_anubis ENSPANG00000009757
theropithecus_gelada ENSTGEG00000006742
cercocebus_atys ENSCATG00000016573
mandrillus_leucophaeus ENSMLEG00000031043
macaca_fascicularis ENSMFAG00000044745
macaca_mulatta ENSMMUG00000045353
macaca_nemestrina ENSMNEG00000032517
chlorocebus_sabaeus ENSCSAG00000005634
carlito_syrichta ENSTSYG00000030868
microcebus_murinus ENSMICG00000002223
prolemur_simus ENSPSMG00000003929
propithecus_coquereli ENSPCOG00000014873
otolemur_garnettii ENSOGAG00000011723
castor_canadensis ENSCCNG00000020949
dipodomys_ordii ENSDORG00000003118
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014188
cricetulus_griseus_crigri-picr ENSCGRG00015028630
cricetulus_griseus_crigri_1.0 ENSCGRG00000016040
mesocricetus_auratus ENSMAUG00000015920
microtus_ochrogaster ENSMOCG00000013839
peromyscus_maniculatus_bairdii ENSPEMG00000012246
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021221
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020328
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000067594
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020327
rattus_norvegicus ENSRNOG00000036865
nannospalax_galili ENSNGAG00000000566
jaculus_jaculus ENSJJAG00000014329
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001345
fukomys_damarensis ENSFDAG00000018748
chinchilla_lanigera ENSCLAG00000014560
octodon_degus ENSODEG00000011925
cavia_porcellus ENSCPOG00000037096
marmota_marmota_marmota ENSMMMG00000001837
urocitellus_parryii ENSUPAG00010000135
spermophilus_dauricus ENSSDAG00000022316
ictidomys_tridecemlineatus ENSSTOG00000006531
loxodonta_africana ENSLAFG00000010629
procavia_capensis ENSPCAG00000005699
echinops_telfairi ENSETEG00000013943
phascolarctos_cinereus ENSPCIG00000009585
notamacropus_eugenii ENSMEUG00000011772
sarcophilus_harrisii ENSSHAG00000001589
ochotona_princeps ENSOPRG00000007139
ornithorhynchus_anatinus ENSOANG00000031295
