oryctolagus_cuniculus ENSOCUG00000016380
ochotona_princeps ENSOPRG00000001050
pan_troglodytes ENSPTRG00000006149
pan_paniscus ENSPPAG00000029431
homo_sapiens ENSG00000197324
gorilla_gorilla ENSGGOG00000015695
pongo_abelii ENSPPYG00000005647
nomascus_leucogenys ENSNLEG00000014773
colobus_angolensis_palliatus ENSCANG00000039600
piliocolobus_tephrosceles ENSPTEG00000020493
rhinopithecus_bieti ENSRBIG00000030290
rhinopithecus_roxellana ENSRROG00000045101
macaca_mulatta ENSMMUG00000016100
macaca_fascicularis ENSMFAG00000040578
macaca_nemestrina ENSMNEG00000039487
theropithecus_gelada ENSTGEG00000018242
papio_anubis ENSPANG00000003911
mandrillus_leucophaeus ENSMLEG00000043127
cercocebus_atys ENSCATG00000041990
chlorocebus_sabaeus ENSCSAG00000016235
cebus_capucinus_imitator ENSCCAG00000032914
saimiri_boliviensis_boliviensis ENSSBOG00000033889
callithrix_jacchus ENSCJAG00000008522
aotus_nancymaae ENSANAG00000029303
carlito_syrichta ENSTSYG00000006119
propithecus_coquereli ENSPCOG00000020765
microcebus_murinus ENSMICG00000006358
prolemur_simus ENSPSMG00000005091
otolemur_garnettii ENSOGAG00000005090
tupaia_belangeri ENSTBEG00000011273
cavia_porcellus ENSCPOG00000014495
cavia_aperea ENSCAPG00000003903
chinchilla_lanigera ENSCLAG00000010502
octodon_degus ENSODEG00000001621
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005805
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003141
fukomys_damarensis ENSFDAG00000007407
ictidomys_tridecemlineatus ENSSTOG00000010323
spermophilus_dauricus ENSSDAG00000008022
urocitellus_parryii ENSUPAG00010011283
marmota_marmota_marmota ENSMMMG00000013796
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022175
mus_spicilegus ENSMSIG00000016275
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020146
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019256
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030275
rattus_norvegicus ENSRNOG00000011592
meriones_unguiculatus ENSMUGG00000010883
cricetulus_griseus_crigri_1.0 ENSCGRG00000008218
cricetulus_griseus_crigri-picr ENSCGRG00015020240
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009012
mesocricetus_auratus ENSMAUG00000013461
microtus_ochrogaster ENSMOCG00000006687
peromyscus_maniculatus_bairdii ENSPEMG00000013768
nannospalax_galili ENSNGAG00000001455
jaculus_jaculus ENSJJAG00000010353
castor_canadensis ENSCCNG00000025709
dipodomys_ordii ENSDORG00000004922
ovis_aries ENSOARG00000019406
capra_hircus ENSCHIG00000003799
bos_mutus ENSBMUG00000018763
bos_taurus ENSBTAG00000016378
bison_bison_bison ENSBBBG00000000301
tursiops_truncatus ENSTTRG00000001498
sus_scrofa ENSSSCG00000034465
equus_asinus_asinus ENSEASG00005011693
equus_caballus ENSECAG00000022955
ursus_americanus ENSUAMG00000008522
ailuropoda_melanoleuca ENSAMEG00000007296
neovison_vison ENSNVIG00000020742
mustela_putorius_furo ENSMPUG00000007201
canis_lupus_dingo ENSCAFG00020007743
canis_lupus_familiaris ENSCAFG00000011202
vulpes_vulpes ENSVVUG00000019801
panthera_tigris_altaica ENSPTIG00000019760
panthera_pardus ENSPPRG00000024480
felis_catus ENSFCAG00000006628
myotis_lucifugus ENSMLUG00000012915
pteropus_vampyrus ENSPVAG00000013783
erinaceus_europaeus ENSEEUG00000003930
sorex_araneus ENSSARG00000005117
loxodonta_africana ENSLAFG00000028518
procavia_capensis ENSPCAG00000006594
echinops_telfairi ENSETEG00000005445
dasypus_novemcinctus ENSDNOG00000045291
phascolarctos_cinereus ENSPCIG00000027775
notamacropus_eugenii ENSMEUG00000012047
monodelphis_domestica ENSMODG00000005233
sarcophilus_harrisii ENSSHAG00000012773
ornithorhynchus_anatinus ENSOANG00000003912
pogona_vitticeps ENSPVIG00000013576
anolis_carolinensis ENSACAG00000001476
salvator_merianae ENSSMRG00000004554
sphenodon_punctatus ENSSPUG00000000532
xenopus_tropicalis ENSXETG00000022617
latimeria_chalumnae ENSLACG00000016831
pygocentrus_nattereri ENSPNAG00000021910
astyanax_mexicanus ENSAMXG00000042711
ictalurus_punctatus ENSIPUG00000006635
danio_rerio ENSDARG00000054539
gasterosteus_aculeatus ENSGACG00000019201
tetraodon_nigroviridis ENSTNIG00000013837
labrus_bergylta ENSLBEG00000001726
takifugu_rubripes ENSTRUG00000024306
scophthalmus_maximus ENSSMAG00000005966
cynoglossus_semilaevis ENSCSEG00000004387
seriola_lalandi_dorsalis ENSSLDG00000003863
seriola_dumerili ENSSDUG00000006345
mastacembelus_armatus ENSMAMG00000015739
monopterus_albus ENSMALG00000014994
anabas_testudineus ENSATEG00000001606
cyprinodon_variegatus ENSCVAG00000007207
fundulus_heteroclitus ENSFHEG00000019478
poecilia_latipinna ENSPLAG00000021317
poecilia_formosa ENSPFOG00000009619
poecilia_mexicana ENSPMEG00000014341
poecilia_reticulata ENSPREG00000004946
xiphophorus_maculatus ENSXMAG00000001533
xiphophorus_couchianus ENSXCOG00000000703
gambusia_affinis ENSGAFG00000003551
kryptolebias_marmoratus ENSKMAG00000011841
oryzias_latipes_asm223467v1 ENSORLG00000007300
oryzias_latipes_asm223471v1 ENSORLG00020000164
oryzias_melastigma ENSOMEG00000014804
