pteropus_vampyrus ENSPVAG00000012299
myotis_lucifugus ENSMLUG00000013790
equus_asinus_asinus ENSEASG00005016070
equus_caballus ENSECAG00000014532
propithecus_coquereli ENSPCOG00000023120
microcebus_murinus ENSMICG00000001749
prolemur_simus ENSPSMG00000015879
otolemur_garnettii ENSOGAG00000010847
pan_troglodytes ENSPTRG00000004594
pan_paniscus ENSPPAG00000037918
homo_sapiens ENSG00000111667
gorilla_gorilla ENSGGOG00000002615
pongo_abelii ENSPPYG00000004206
nomascus_leucogenys ENSNLEG00000004763
colobus_angolensis_palliatus ENSCANG00000042763
piliocolobus_tephrosceles ENSPTEG00000037305
rhinopithecus_roxellana ENSRROG00000043893
rhinopithecus_bieti ENSRBIG00000029793
macaca_mulatta ENSMMUG00000005192
macaca_fascicularis ENSMFAG00000000814
macaca_nemestrina ENSMNEG00000029869
mandrillus_leucophaeus ENSMLEG00000043334
cercocebus_atys ENSCATG00000036103
papio_anubis ENSPANG00000006040
theropithecus_gelada ENSTGEG00000008148
chlorocebus_sabaeus ENSCSAG00000010215
cebus_capucinus_imitator ENSCCAG00000023448
saimiri_boliviensis_boliviensis ENSSBOG00000019870
callithrix_jacchus ENSCJAG00000007431
aotus_nancymaae ENSANAG00000024191
urocitellus_parryii ENSUPAG00010012212
ictidomys_tridecemlineatus ENSSTOG00000015589
spermophilus_dauricus ENSSDAG00000016913
marmota_marmota_marmota ENSMMMG00000016921
castor_canadensis ENSCCNG00000025414
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029896
mus_spicilegus ENSMSIG00000021372
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038429
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028854
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022614
rattus_norvegicus ENSRNOG00000015409
meriones_unguiculatus ENSMUGG00000012709
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003405
cricetulus_griseus_crigri_1.0 ENSCGRG00000018142
cricetulus_griseus_crigri-picr ENSCGRG00015002472
cricetulus_griseus_crigri-picr ENSCGRG00015028730
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016157
cricetulus_griseus_crigri_1.0 ENSCGRG00000016646
mesocricetus_auratus ENSMAUG00000012318
microtus_ochrogaster ENSMOCG00000002382
peromyscus_maniculatus_bairdii ENSPEMG00000015362
nannospalax_galili ENSNGAG00000011453
jaculus_jaculus ENSJJAG00000022609
loxodonta_africana ENSLAFG00000006569
procavia_capensis ENSPCAG00000016514
echinops_telfairi ENSETEG00000007567
dasypus_novemcinctus ENSDNOG00000002211
choloepus_hoffmanni ENSCHOG00000012889
ursus_americanus ENSUAMG00000026901
ursus_maritimus ENSUMAG00000004200
ailuropoda_melanoleuca ENSAMEG00000013920
neovison_vison ENSNVIG00000024627
mustela_putorius_furo ENSMPUG00000016778
canis_lupus_dingo ENSCAFG00020003066
canis_lupus_familiaris ENSCAFG00000014586
vulpes_vulpes ENSVVUG00000011044
panthera_pardus ENSPPRG00000020797
panthera_tigris_altaica ENSPTIG00000020715
felis_catus ENSFCAG00000004276
bos_mutus ENSBMUG00000009512
bos_taurus ENSBTAG00000019780
bison_bison_bison ENSBBBG00000013362
capra_hircus ENSCHIG00000012356
ovis_aries ENSOARG00000005531
tursiops_truncatus ENSTTRG00000004729
sus_scrofa ENSSSCG00000000684
vicugna_pacos ENSVPAG00000008348
carlito_syrichta ENSTSYG00000000163
tupaia_belangeri ENSTBEG00000002097
chinchilla_lanigera ENSCLAG00000015551
octodon_degus ENSODEG00000002978
cavia_porcellus ENSCPOG00000012336
cavia_aperea ENSCAPG00000003277
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006008
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007847
fukomys_damarensis ENSFDAG00000007274
oryctolagus_cuniculus ENSOCUG00000003582
erinaceus_europaeus ENSEEUG00000006690
ochotona_princeps ENSOPRG00000003849
dipodomys_ordii ENSDORG00000013174
phascolarctos_cinereus ENSPCIG00000002410
notamacropus_eugenii ENSMEUG00000006956
sarcophilus_harrisii ENSSHAG00000016035
monodelphis_domestica ENSMODG00000018148
pogona_vitticeps ENSPVIG00000012419
anolis_carolinensis ENSACAG00000005682
notechis_scutatus ENSNSUG00000008976
salvator_merianae ENSSMRG00000019123
sphenodon_punctatus ENSSPUG00000014695
apteryx_owenii ENSAOWG00000011194
apteryx_rowi ENSARWG00000005495
apteryx_haastii ENSAHAG00000013178
dromaius_novaehollandiae ENSDNVG00000017263
nothoprocta_perdicaria ENSNPEG00000006831
parus_major ENSPMJG00000007267
cyanistes_caeruleus ENSCCEG00000013899
ficedula_albicollis ENSFALG00000004685
taeniopygia_guttata ENSTGUG00000013294
taeniopygia_guttata ENSTGUG00000015032
lonchura_striata_domestica ENSLSDG00000012178
zonotrichia_albicollis ENSZALG00000017362
junco_hyemalis ENSJHYG00000010401
serinus_canaria ENSSCAG00000011569
