anolis_carolinensis ENSACAG00000014054
notechis_scutatus ENSNSUG00000009045
salvator_merianae ENSSMRG00000001434
sphenodon_punctatus ENSSPUG00000012947
chelonoidis_abingdonii ENSCABG00000020806
gopherus_agassizii ENSGAGG00000016935
chrysemys_picta_bellii ENSCPBG00000022754
pelodiscus_sinensis ENSPSIG00000015114
apteryx_haastii ENSAHAG00000008710
apteryx_rowi ENSARWG00000017680
apteryx_owenii ENSAOWG00000018740
dromaius_novaehollandiae ENSDNVG00000013792
nothoprocta_perdicaria ENSNPEG00000007601
manacus_vitellinus ENSMVIG00005012476
lepidothrix_coronata ENSLCOG00000015491
parus_major ENSPMJG00000014061
cyanistes_caeruleus ENSCCEG00000008532
serinus_canaria ENSSCAG00000006277
junco_hyemalis ENSJHYG00000002796
taeniopygia_guttata ENSTGUG00000004974
lonchura_striata_domestica ENSLSDG00000015846
zonotrichia_albicollis ENSZALG00000012806
ficedula_albicollis ENSFALG00000006926
anser_brachyrhynchus ENSABRG00000008711
melopsittacus_undulatus ENSMUNG00000001043
calidris_pygmaea ENSCPGG00000008038
calidris_pugnax ENSCPUG00000010470
meleagris_gallopavo ENSMGAG00000003268
coturnix_japonica ENSCJPG00005012050
numida_meleagris ENSNMEG00000012784
gallus_gallus ENSGALG00000049157
crocodylus_porosus ENSCPRG00005015352
pogona_vitticeps ENSPVIG00000003971
pan_troglodytes ENSPTRG00000008158
microcebus_murinus ENSMICG00000004679
capra_hircus ENSCHIG00000024959
procavia_capensis ENSPCAG00000002454
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013069
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011970
fukomys_damarensis ENSFDAG00000016615
octodon_degus ENSODEG00000016502
chinchilla_lanigera ENSCLAG00000014282
cavia_porcellus ENSCPOG00000035700
cavia_aperea ENSCAPG00000009664
castor_canadensis ENSCCNG00000011398
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040631
mus_spicilegus ENSMSIG00000004367
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032529
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031410
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023008
rattus_norvegicus ENSRNOG00000015679
meriones_unguiculatus ENSMUGG00000026846
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001122
