tetraodon_nigroviridis ENSTNIG00000003194
takifugu_rubripes ENSTRUG00000019910
cynoglossus_semilaevis ENSCSEG00000006788
cynoglossus_semilaevis ENSCSEG00000019046
maylandia_zebra ENSMZEG00005004914
astatotilapia_calliptera ENSACLG00000017622
pundamilia_nyererei ENSPNYG00000010405
haplochromis_burtoni ENSHBUG00000010564
neolamprologus_brichardi ENSNBRG00000012507
oreochromis_niloticus ENSONIG00000015039
amphilophus_citrinellus ENSACIG00000005681
mastacembelus_armatus ENSMAMG00000001344
monopterus_albus ENSMALG00000009547
seriola_dumerili ENSSDUG00000022269
mola_mola ENSMMOG00000000128
amphiprion_percula ENSAPEG00000003594
acanthochromis_polyacanthus ENSAPOG00000024242
stegastes_partitus ENSSPAG00000002592
poecilia_formosa ENSPFOG00000019005
poecilia_latipinna ENSPLAG00000002281
poecilia_mexicana ENSPMEG00000023981
poecilia_reticulata ENSPREG00000018549
xiphophorus_maculatus ENSXMAG00000015287
xiphophorus_couchianus ENSXCOG00000005195
gambusia_affinis ENSGAFG00000013689
fundulus_heteroclitus ENSFHEG00000022688
cyprinodon_variegatus ENSCVAG00000006039
kryptolebias_marmoratus ENSKMAG00000021190
oryzias_latipes_asm223469v1 ENSORLG00015008658
oryzias_latipes_asm223471v1 ENSORLG00020020186
oryzias_latipes_asm223467v1 ENSORLG00000004971
oryzias_melastigma ENSOMEG00000023319
seriola_dumerili ENSSDUG00000022263
seriola_lalandi_dorsalis ENSSLDG00000024920
scophthalmus_maximus ENSSMAG00000001106
anabas_testudineus ENSATEG00000015218
labrus_bergylta ENSLBEG00000007625
gasterosteus_aculeatus ENSGACG00000007420
periophthalmus_magnuspinnatus ENSPMGG00000017565
gadus_morhua ENSGMOG00000005819
esox_lucius ENSELUG00000018781
astyanax_mexicanus ENSAMXG00000038759
pygocentrus_nattereri ENSPNAG00000002990
ictalurus_punctatus ENSIPUG00000025117
scleropages_formosus ENSSFOG00015021056
paramormyrops_kingsleyae ENSPKIG00000012486
hippocampus_comes ENSHCOG00000010792
danio_rerio ENSDARG00000046022
lepisosteus_oculatus ENSLOCG00000008936
anser_brachyrhynchus ENSABRG00000011126
anas_platyrhynchos_platyrhynchos ENSAPLG00000029546
serinus_canaria ENSSCAG00000005329
calidris_pygmaea ENSCPGG00000008263
calidris_pugnax ENSCPUG00000004821
calidris_pygmaea ENSCPGG00000011421
melopsittacus_undulatus ENSMUNG00000002705
lonchura_striata_domestica ENSLSDG00000011870
ficedula_albicollis ENSFALG00000001890
lepidothrix_coronata ENSLCOG00000005234
