capra_hircus ENSCHIG00000016983
ovis_aries ENSOARG00000007908
bos_taurus ENSBTAG00000020676
bos_mutus ENSBMUG00000005456
bison_bison_bison ENSBBBG00000012314
tursiops_truncatus ENSTTRG00000012110
sus_scrofa ENSSSCG00000007436
ursus_maritimus ENSUMAG00000025129
ursus_americanus ENSUAMG00000022028
ailuropoda_melanoleuca ENSAMEG00000012773
neovison_vison ENSNVIG00000009799
mustela_putorius_furo ENSMPUG00000017609
canis_lupus_familiaris ENSCAFG00000009905
canis_lupus_dingo ENSCAFG00020014189
vulpes_vulpes ENSVVUG00000016413
panthera_pardus ENSPPRG00000018154
panthera_tigris_altaica ENSPTIG00000021612
felis_catus ENSFCAG00000014014
pteropus_vampyrus ENSPVAG00000000390
myotis_lucifugus ENSMLUG00000000290
equus_asinus_asinus ENSEASG00005023366
equus_caballus ENSECAG00000013081
sorex_araneus ENSSARG00000005624
erinaceus_europaeus ENSEEUG00000010288
pan_troglodytes ENSPTRG00000013577
pan_paniscus ENSPPAG00000038539
homo_sapiens ENSG00000100985
gorilla_gorilla ENSGGOG00000013576
pongo_abelii ENSPPYG00000011084
nomascus_leucogenys ENSNLEG00000006869
mandrillus_leucophaeus ENSMLEG00000041817
cercocebus_atys ENSCATG00000029916
papio_anubis ENSPANG00000022398
theropithecus_gelada ENSTGEG00000018914
macaca_fascicularis ENSMFAG00000031160
macaca_nemestrina ENSMNEG00000034882
macaca_mulatta ENSMMUG00000016549
chlorocebus_sabaeus ENSCSAG00000014722
colobus_angolensis_palliatus ENSCANG00000040402
piliocolobus_tephrosceles ENSPTEG00000025235
rhinopithecus_bieti ENSRBIG00000022462
rhinopithecus_roxellana ENSRROG00000032551
saimiri_boliviensis_boliviensis ENSSBOG00000021570
cebus_capucinus_imitator ENSCCAG00000037269
callithrix_jacchus ENSCJAG00000017207
aotus_nancymaae ENSANAG00000032468
carlito_syrichta ENSTSYG00000001661
propithecus_coquereli ENSPCOG00000017703
prolemur_simus ENSPSMG00000007693
microcebus_murinus ENSMICG00000011348
otolemur_garnettii ENSOGAG00000011394
tupaia_belangeri ENSTBEG00000006749
castor_canadensis ENSCCNG00000023160
dipodomys_ordii ENSDORG00000007765
cricetulus_griseus_crigri-picr ENSCGRG00015021265
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015519
cricetulus_griseus_crigri_1.0 ENSCGRG00000013903
mesocricetus_auratus ENSMAUG00000005800
microtus_ochrogaster ENSMOCG00000000913
peromyscus_maniculatus_bairdii ENSPEMG00000023917
