ciona_intestinalis ENSCING00000018579
ciona_savignyi ENSCSAVG00000010397
taeniopygia_guttata ENSTGUG00000008452
junco_hyemalis ENSJHYG00000014402
calidris_pygmaea ENSCPGG00000016091
calidris_pugnax ENSCPUG00000011881
dromaius_novaehollandiae ENSDNVG00000014641
chrysemys_picta_bellii ENSCPBG00000009942
anolis_carolinensis ENSACAG00000005452
cyanistes_caeruleus ENSCCEG00000021036
ficedula_albicollis ENSFALG00000004984
meleagris_gallopavo ENSMGAG00000008293
anser_brachyrhynchus ENSABRG00000017453
apteryx_owenii ENSAOWG00000014461
apteryx_haastii ENSAHAG00000010341
apteryx_rowi ENSARWG00000007685
sphenodon_punctatus ENSSPUG00000000890
notechis_scutatus ENSNSUG00000012429
pongo_abelii ENSPPYG00000008244
carlito_syrichta ENSTSYG00000011839
urocitellus_parryii ENSUPAG00010014279
marmota_marmota_marmota ENSMMMG00000020747
ictidomys_tridecemlineatus ENSSTOG00000007884
cavia_aperea ENSCAPG00000005968
cavia_aperea ENSCAPG00000008730
cavia_porcellus ENSCPOG00000034042
procavia_capensis ENSPCAG00000010552
monodelphis_domestica ENSMODG00000014790
paramormyrops_kingsleyae ENSPKIG00000010041
macaca_nemestrina ENSMNEG00000045275
macaca_mulatta ENSMMUG00000002069
macaca_fascicularis ENSMFAG00000003775
chlorocebus_sabaeus ENSCSAG00000005633
colobus_angolensis_palliatus ENSCANG00000036414
aotus_nancymaae ENSANAG00000037827
microcebus_murinus ENSMICG00000032913
cricetulus_griseus_crigri-picr ENSCGRG00015005960
microtus_ochrogaster ENSMOCG00000005820
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018079
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012444
neovison_vison ENSNVIG00000012413
mustela_putorius_furo ENSMPUG00000015377
panthera_pardus ENSPPRG00000001848
pteropus_vampyrus ENSPVAG00000017053
pan_troglodytes ENSPTRG00000009437
pan_paniscus ENSPPAG00000037697
gorilla_gorilla ENSGGOG00000013182
piliocolobus_tephrosceles ENSPTEG00000039396
saimiri_boliviensis_boliviensis ENSSBOG00000026425
mesocricetus_auratus ENSMAUG00000003862
peromyscus_maniculatus_bairdii ENSPEMG00000021793
nannospalax_galili ENSNGAG00000017807
myotis_lucifugus ENSMLUG00000007865
capra_hircus ENSCHIG00000016580
chinchilla_lanigera ENSCLAG00000014325
fukomys_damarensis ENSFDAG00000016118
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013330
cricetulus_griseus_crigri_1.0 ENSCGRG00000003141
sus_scrofa ENSSSCG00000038505
ursus_americanus ENSUAMG00000000700
spermophilus_dauricus ENSSDAG00000000047
nomascus_leucogenys ENSNLEG00000008059
homo_sapiens ENSG00000153944
cercocebus_atys ENSCATG00000040879
papio_anubis ENSPANG00000022319
mandrillus_leucophaeus ENSMLEG00000033888
theropithecus_gelada ENSTGEG00000023588
rhinopithecus_bieti ENSRBIG00000007272
rhinopithecus_roxellana ENSRROG00000031774
callithrix_jacchus ENSCJAG00000013998
cebus_capucinus_imitator ENSCCAG00000033927
otolemur_garnettii ENSOGAG00000005621
meriones_unguiculatus ENSMUGG00000010146
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000069769
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017795
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016948
mus_spicilegus ENSMSIG00000022787
meriones_unguiculatus ENSMUGG00000010106
octodon_degus ENSODEG00000011974
oryctolagus_cuniculus ENSOCUG00000010440
felis_catus ENSFCAG00000041686
ailuropoda_melanoleuca ENSAMEG00000002697
panthera_tigris_altaica ENSPTIG00000021678
canis_lupus_dingo ENSCAFG00020025620
tursiops_truncatus ENSTTRG00000002189
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003744
rattus_norvegicus ENSRNOG00000025338
dasypus_novemcinctus ENSDNOG00000014501
propithecus_coquereli ENSPCOG00000024589
dipodomys_ordii ENSDORG00000005394
ovis_aries ENSOARG00000007848
choloepus_hoffmanni ENSCHOG00000008660
jaculus_jaculus ENSJJAG00000009467
jaculus_jaculus ENSJJAG00000006292
tupaia_belangeri ENSTBEG00000001241
echinops_telfairi ENSETEG00000012450
ochotona_princeps ENSOPRG00000000872
equus_caballus ENSECAG00000011435
bos_taurus ENSBTAG00000004406
ursus_maritimus ENSUMAG00000000505
vulpes_vulpes ENSVVUG00000011783
equus_asinus_asinus ENSEASG00005002965
erinaceus_europaeus ENSEEUG00000007810
propithecus_coquereli ENSPCOG00000019195
microcebus_murinus ENSMICG00000013598
rhinopithecus_roxellana ENSRROG00000034421
dipodomys_ordii ENSDORG00000028440
loxodonta_africana ENSLAFG00000003765
numida_meleagris ENSNMEG00000011313
coturnix_japonica ENSCJPG00005018646
gallus_gallus ENSGALG00000005567
parus_major ENSPMJG00000019867
melopsittacus_undulatus ENSMUNG00000004768
bos_mutus ENSBMUG00000000042
bison_bison_bison ENSBBBG00000006832
vicugna_pacos ENSVPAG00000006837
panthera_tigris_altaica ENSPTIG00000021873
prolemur_simus ENSPSMG00000010135
serinus_canaria ENSSCAG00000011685
chelonoidis_abingdonii ENSCABG00000017180
gopherus_agassizii ENSGAGG00000016542
pelodiscus_sinensis ENSPSIG00000008618
lepidothrix_coronata ENSLCOG00000010486
nothoprocta_perdicaria ENSNPEG00000010060
crocodylus_porosus ENSCPRG00005010047
pogona_vitticeps ENSPVIG00000021572
salvator_merianae ENSSMRG00000013241
phascolarctos_cinereus ENSPCIG00000006063
notamacropus_eugenii ENSMEUG00000004222
sarcophilus_harrisii ENSSHAG00000008672
ornithorhynchus_anatinus ENSOANG00000005667
anas_platyrhynchos_platyrhynchos ENSAPLG00000028746
manacus_vitellinus ENSMVIG00005019372
notechis_scutatus ENSNSUG00000012428
prolemur_simus ENSPSMG00000010131
cricetulus_griseus_crigri-picr ENSCGRG00015004776
bison_bison_bison ENSBBBG00000011190
bos_mutus ENSBMUG00000000040
neovison_vison ENSNVIG00000007305
pygocentrus_nattereri ENSPNAG00000014957
astyanax_mexicanus ENSAMXG00000032796
seriola_dumerili ENSSDUG00000021968
seriola_lalandi_dorsalis ENSSLDG00000003687
cynoglossus_semilaevis ENSCSEG00000003266
anabas_testudineus ENSATEG00000003301
mastacembelus_armatus ENSMAMG00000002488
hippocampus_comes ENSHCOG00000017241
labrus_bergylta ENSLBEG00000026223
gasterosteus_aculeatus ENSGACG00000020302
gasterosteus_aculeatus ENSGACG00000020301
tetraodon_nigroviridis ENSTNIG00000011834
