latimeria_chalumnae ENSLACG00000017987
ornithorhynchus_anatinus ENSOANG00000012263
gadus_morhua ENSGMOG00000011632
gadus_morhua ENSGMOG00000006953
anabas_testudineus ENSATEG00000015230
mastacembelus_armatus ENSMAMG00000011081
seriola_lalandi_dorsalis ENSSLDG00000000483
seriola_dumerili ENSSDUG00000016259
monopterus_albus ENSMALG00000000814
takifugu_rubripes ENSTRUG00000000648
tetraodon_nigroviridis ENSTNIG00000019576
mola_mola ENSMMOG00000014345
gasterosteus_aculeatus ENSGACG00000014777
labrus_bergylta ENSLBEG00000025873
poecilia_mexicana ENSPMEG00000005370
poecilia_formosa ENSPFOG00000009160
poecilia_latipinna ENSPLAG00000010874
poecilia_reticulata ENSPREG00000012115
xiphophorus_maculatus ENSXMAG00000025948
cyprinodon_variegatus ENSCVAG00000012705
kryptolebias_marmoratus ENSKMAG00000001585
astatotilapia_calliptera ENSACLG00000015028
haplochromis_burtoni ENSHBUG00000016849
pundamilia_nyererei ENSPNYG00000017796
maylandia_zebra ENSMZEG00005004653
neolamprologus_brichardi ENSNBRG00000019246
oreochromis_niloticus ENSONIG00000009267
amphilophus_citrinellus ENSACIG00000023108
amphiprion_ocellaris ENSAOCG00000006958
amphiprion_percula ENSAPEG00000008370
acanthochromis_polyacanthus ENSAPOG00000020452
stegastes_partitus ENSSPAG00000019420
hippocampus_comes ENSHCOG00000001860
gadus_morhua ENSGMOG00000011622
esox_lucius ENSELUG00000015907
astyanax_mexicanus ENSAMXG00000008043
pygocentrus_nattereri ENSPNAG00000003775
ictalurus_punctatus ENSIPUG00000012380
amphiprion_ocellaris ENSAOCG00000012167
amphiprion_percula ENSAPEG00000006016
acanthochromis_polyacanthus ENSAPOG00000010066
stegastes_partitus ENSSPAG00000010228
astatotilapia_calliptera ENSACLG00000016817
maylandia_zebra ENSMZEG00005005686
haplochromis_burtoni ENSHBUG00000006426
pundamilia_nyererei ENSPNYG00000023497
oreochromis_niloticus ENSONIG00000000114
neolamprologus_brichardi ENSNBRG00000004489
amphilophus_citrinellus ENSACIG00000011768
cyprinodon_variegatus ENSCVAG00000017385
fundulus_heteroclitus ENSFHEG00000003189
poecilia_mexicana ENSPMEG00000005020
poecilia_formosa ENSPFOG00000013037
poecilia_latipinna ENSPLAG00000012964
poecilia_reticulata ENSPREG00000021721
xiphophorus_couchianus ENSXCOG00000011435
xiphophorus_maculatus ENSXMAG00000014313
gambusia_affinis ENSGAFG00000018112
kryptolebias_marmoratus ENSKMAG00000012966
mastacembelus_armatus ENSMAMG00000001564
anabas_testudineus ENSATEG00000021418
mola_mola ENSMMOG00000013707
seriola_dumerili ENSSDUG00000001759
seriola_lalandi_dorsalis ENSSLDG00000014824
labrus_bergylta ENSLBEG00000001103
monopterus_albus ENSMALG00000021290
takifugu_rubripes ENSTRUG00000020501
tetraodon_nigroviridis ENSTNIG00000006291
cynoglossus_semilaevis ENSCSEG00000020704
scophthalmus_maximus ENSSMAG00000021123
oryzias_latipes_asm223471v1 ENSORLG00020020314
oryzias_melastigma ENSOMEG00000014306
hippocampus_comes ENSHCOG00000001990
periophthalmus_magnuspinnatus ENSPMGG00000000349
esox_lucius ENSELUG00000001426
astyanax_mexicanus ENSAMXG00000018378
pygocentrus_nattereri ENSPNAG00000002131
ictalurus_punctatus ENSIPUG00000011937
danio_rerio ENSDARG00000077018
lepisosteus_oculatus ENSLOCG00000013736
gallus_gallus ENSGALG00000050797
coturnix_japonica ENSCJPG00005001011
anser_brachyrhynchus ENSABRG00000005772
lonchura_striata_domestica ENSLSDG00000001290
junco_hyemalis ENSJHYG00000008450
lepidothrix_coronata ENSLCOG00000000169
calidris_pygmaea ENSCPGG00000006134
crocodylus_porosus ENSCPRG00005002145
gopherus_agassizii ENSGAGG00000016623
sphenodon_punctatus ENSSPUG00000017876
melopsittacus_undulatus ENSMUNG00000011763
calidris_pugnax ENSCPUG00000014381
numida_meleagris ENSNMEG00000005713
apteryx_rowi ENSARWG00000018350
nothoprocta_perdicaria ENSNPEG00000010733
ficedula_albicollis ENSFALG00000003403
cyanistes_caeruleus ENSCCEG00000021855
manacus_vitellinus ENSMVIG00005011243
anas_platyrhynchos_platyrhynchos ENSAPLG00000027219
chelonoidis_abingdonii ENSCABG00000002631
notechis_scutatus ENSNSUG00000008683
pogona_vitticeps ENSPVIG00000017499
salvator_merianae ENSSMRG00000000374
pelodiscus_sinensis ENSPSIG00000005627
taeniopygia_guttata ENSTGUG00000003337
anolis_carolinensis ENSACAG00000007418
pteropus_vampyrus ENSPVAG00000011205
myotis_lucifugus ENSMLUG00000002876
ursus_americanus ENSUAMG00000025322
ailuropoda_melanoleuca ENSAMEG00000004494
neovison_vison ENSNVIG00000005194
mustela_putorius_furo ENSMPUG00000015192
canis_lupus_dingo ENSCAFG00020023179
canis_lupus_familiaris ENSCAFG00000016629
vulpes_vulpes ENSVVUG00000002941
panthera_pardus ENSPPRG00000012918
panthera_tigris_altaica ENSPTIG00000017283
felis_catus ENSFCAG00000005815
equus_asinus_asinus ENSEASG00005001492
equus_caballus ENSECAG00000021699
erinaceus_europaeus ENSEEUG00000001880
tursiops_truncatus ENSTTRG00000006409
vicugna_pacos ENSVPAG00000004979
sus_scrofa ENSSSCG00000018057
bos_taurus ENSBTAG00000008535
bos_mutus ENSBMUG00000001131
ovis_aries ENSOARG00000008919
capra_hircus ENSCHIG00000012449
bison_bison_bison ENSBBBG00000005889
mandrillus_leucophaeus ENSMLEG00000033380
castor_canadensis ENSCCNG00000026936
dipodomys_ordii ENSDORG00000028979
mus_spicilegus ENSMSIG00000017810
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038485
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017900
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017054
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018183
rattus_norvegicus ENSRNOG00000059008
meriones_unguiculatus ENSMUGG00000011051
microtus_ochrogaster ENSMOCG00000015144
peromyscus_maniculatus_bairdii ENSPEMG00000000521
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021949
cricetulus_griseus_crigri-picr ENSCGRG00015016726
cricetulus_griseus_crigri_1.0 ENSCGRG00000005648
