chrysemys_picta_bellii ENSCPBG00000011121
chelonoidis_abingdonii ENSCABG00000013640
gopherus_agassizii ENSGAGG00000006186
pelodiscus_sinensis ENSPSIG00000014225
crocodylus_porosus ENSCPRG00005001117
anolis_carolinensis ENSACAG00000000103
pogona_vitticeps ENSPVIG00000009868
notechis_scutatus ENSNSUG00000008805
salvator_merianae ENSSMRG00000009356
sphenodon_punctatus ENSSPUG00000000163
anas_platyrhynchos_platyrhynchos ENSAPLG00000001925
anser_brachyrhynchus ENSABRG00000019148
gallus_gallus ENSGALG00000040224
meleagris_gallopavo ENSMGAG00000000748
coturnix_japonica ENSCJPG00005005718
numida_meleagris ENSNMEG00000012120
calidris_pugnax ENSCPUG00000015969
calidris_pygmaea ENSCPGG00000014911
melopsittacus_undulatus ENSMUNG00000012074
taeniopygia_guttata ENSTGUG00000000832
lonchura_striata_domestica ENSLSDG00000008038
serinus_canaria ENSSCAG00000017258
parus_major ENSPMJG00000008863
cyanistes_caeruleus ENSCCEG00000007590
ficedula_albicollis ENSFALG00000005026
zonotrichia_albicollis ENSZALG00000005616
junco_hyemalis ENSJHYG00000014082
lepidothrix_coronata ENSLCOG00000004835
manacus_vitellinus ENSMVIG00005016255
apteryx_haastii ENSAHAG00000005915
apteryx_owenii ENSAOWG00000015832
dromaius_novaehollandiae ENSDNVG00000012489
pan_troglodytes ENSPTRG00000004458
homo_sapiens ENSG00000150455
pan_paniscus ENSPPAG00000005141
gorilla_gorilla ENSGGOG00000013987
pongo_abelii ENSPPYG00000004047
nomascus_leucogenys ENSNLEG00000035636
cercocebus_atys ENSCATG00000034587
papio_anubis ENSPANG00000023273
mandrillus_leucophaeus ENSMLEG00000043606
macaca_fascicularis ENSMFAG00000042234
macaca_nemestrina ENSMNEG00000034781
theropithecus_gelada ENSTGEG00000028301
chlorocebus_sabaeus ENSCSAG00000002260
rhinopithecus_bieti ENSRBIG00000033374
rhinopithecus_roxellana ENSRROG00000045268
piliocolobus_tephrosceles ENSPTEG00000002509
colobus_angolensis_palliatus ENSCANG00000017919
cebus_capucinus_imitator ENSCCAG00000035574
callithrix_jacchus ENSCJAG00000008886
saimiri_boliviensis_boliviensis ENSSBOG00000022406
aotus_nancymaae ENSANAG00000021263
carlito_syrichta ENSTSYG00000004743
prolemur_simus ENSPSMG00000007625
microcebus_murinus ENSMICG00000015989
propithecus_coquereli ENSPCOG00000023652
otolemur_garnettii ENSOGAG00000008935
spermophilus_dauricus ENSSDAG00000004651
ictidomys_tridecemlineatus ENSSTOG00000009928
marmota_marmota_marmota ENSMMMG00000001698
urocitellus_parryii ENSUPAG00010023865
castor_canadensis ENSCCNG00000008057
cricetulus_griseus_crigri-picr ENSCGRG00015008032
cricetulus_griseus_crigri_1.0 ENSCGRG00000008390
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020991
mesocricetus_auratus ENSMAUG00000016076
microtus_ochrogaster ENSMOCG00000012995
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032041
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033074
mus_spicilegus ENSMSIG00000009381
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031950
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014815
rattus_norvegicus ENSRNOG00000021420
meriones_unguiculatus ENSMUGG00000024988
peromyscus_maniculatus_bairdii ENSPEMG00000017279
nannospalax_galili ENSNGAG00000014783
jaculus_jaculus ENSJJAG00000020261
chinchilla_lanigera ENSCLAG00000014439
octodon_degus ENSODEG00000003079
cavia_porcellus ENSCPOG00000005834
cavia_aperea ENSCAPG00000009673
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003302
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011066
fukomys_damarensis ENSFDAG00000016539
equus_caballus ENSECAG00000012390
equus_asinus_asinus ENSEASG00005022978
equus_asinus_asinus ENSEASG00005013062
pteropus_vampyrus ENSPVAG00000000996
myotis_lucifugus ENSMLUG00000017339
erinaceus_europaeus ENSEEUG00000008033
ursus_americanus ENSUAMG00000005515
ursus_maritimus ENSUMAG00000002495
ailuropoda_melanoleuca ENSAMEG00000000115
mustela_putorius_furo ENSMPUG00000006645
neovison_vison ENSNVIG00000019633
canis_lupus_dingo ENSCAFG00020010602
canis_lupus_familiaris ENSCAFG00000010432
vulpes_vulpes ENSVVUG00000020087
panthera_pardus ENSPPRG00000022828
panthera_tigris_altaica ENSPTIG00000000582
felis_catus ENSFCAG00000046185
vicugna_pacos ENSVPAG00000001082
sus_scrofa ENSSSCG00000022413
bos_mutus ENSBMUG00000004186
bos_taurus ENSBTAG00000021504
bison_bison_bison ENSBBBG00000010837
capra_hircus ENSCHIG00000025937
ovis_aries ENSOARG00000012557
loxodonta_africana ENSLAFG00000010260
echinops_telfairi ENSETEG00000015502
sorex_araneus ENSSARG00000003468
oryctolagus_cuniculus ENSOCUG00000012519
ochotona_princeps ENSOPRG00000013190
choloepus_hoffmanni ENSCHOG00000007885
dasypus_novemcinctus ENSDNOG00000042393
