ursus_maritimus ENSUMAG00000016319
ursus_americanus ENSUAMG00000013952
ailuropoda_melanoleuca ENSAMEG00000018455
neovison_vison ENSNVIG00000014471
mustela_putorius_furo ENSMPUG00000005507
canis_lupus_familiaris ENSCAFG00000008359
canis_lupus_dingo ENSCAFG00020002344
vulpes_vulpes ENSVVUG00000024989
felis_catus ENSFCAG00000013313
equus_asinus_asinus ENSEASG00005015836
equus_caballus ENSECAG00000016928
myotis_lucifugus ENSMLUG00000008273
pteropus_vampyrus ENSPVAG00000008469
bison_bison_bison ENSBBBG00000014789
bos_taurus ENSBTAG00000024545
ovis_aries ENSOARG00000001415
tursiops_truncatus ENSTTRG00000015737
sus_scrofa ENSSSCG00000009000
sorex_araneus ENSSARG00000006391
erinaceus_europaeus ENSEEUG00000000578
oryctolagus_cuniculus ENSOCUG00000010772
ochotona_princeps ENSOPRG00000016620
tupaia_belangeri ENSTBEG00000000229
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020047
cricetulus_griseus_crigri-picr ENSCGRG00015023951
cricetulus_griseus_crigri_1.0 ENSCGRG00000007769
peromyscus_maniculatus_bairdii ENSPEMG00000000300
microtus_ochrogaster ENSMOCG00000003794
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000102692
mus_spicilegus ENSMSIG00000030135
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026049
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025107
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026550
nannospalax_galili ENSNGAG00000019461
jaculus_jaculus ENSJJAG00000022152
dipodomys_ordii ENSDORG00000014105
chinchilla_lanigera ENSCLAG00000005396
octodon_degus ENSODEG00000004538
cavia_porcellus ENSCPOG00000005282
cavia_aperea ENSCAPG00000006395
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002532
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002366
fukomys_damarensis ENSFDAG00000007604
marmota_marmota_marmota ENSMMMG00000003925
ictidomys_tridecemlineatus ENSSTOG00000032627
prolemur_simus ENSPSMG00000020507
microcebus_murinus ENSMICG00000038569
pan_troglodytes ENSPTRG00000016532
gorilla_gorilla ENSGGOG00000001442
homo_sapiens ENSG00000197410
pongo_abelii ENSPPYG00000015136
nomascus_leucogenys ENSNLEG00000006005
rhinopithecus_roxellana ENSRROG00000041567
piliocolobus_tephrosceles ENSPTEG00000006101
theropithecus_gelada ENSTGEG00000015692
cercocebus_atys ENSCATG00000036853
macaca_mulatta ENSMMUG00000014024
macaca_fascicularis ENSMFAG00000001472
aotus_nancymaae ENSANAG00000032762
choloepus_hoffmanni ENSCHOG00000002553
dasypus_novemcinctus ENSDNOG00000014408
loxodonta_africana ENSLAFG00000006246
procavia_capensis ENSPCAG00000011561
echinops_telfairi ENSETEG00000000325
