scophthalmus_maximus ENSSMAG00000002849
cynoglossus_semilaevis ENSCSEG00000012184
gasterosteus_aculeatus ENSGACG00000010133
anabas_testudineus ENSATEG00000023707
mastacembelus_armatus ENSMAMG00000020388
takifugu_rubripes ENSTRUG00000022430
tetraodon_nigroviridis ENSTNIG00000018555
mola_mola ENSMMOG00000011471
xiphophorus_couchianus ENSXCOG00000010972
xiphophorus_maculatus ENSXMAG00000024706
gambusia_affinis ENSGAFG00000014453
poecilia_mexicana ENSPMEG00000012785
poecilia_latipinna ENSPLAG00000023607
poecilia_formosa ENSPFOG00000007033
poecilia_reticulata ENSPREG00000005272
fundulus_heteroclitus ENSFHEG00000015901
cyprinodon_variegatus ENSCVAG00000023364
kryptolebias_marmoratus ENSKMAG00000014302
oryzias_latipes_asm223471v1 ENSORLG00020001963
oryzias_latipes_asm223467v1 ENSORLG00000006519
oryzias_latipes_asm223469v1 ENSORLG00015014171
oryzias_melastigma ENSOMEG00000000120
haplochromis_burtoni ENSHBUG00000003086
pundamilia_nyererei ENSPNYG00000007692
maylandia_zebra ENSMZEG00005014043
astatotilapia_calliptera ENSACLG00000021291
neolamprologus_brichardi ENSNBRG00000019605
oreochromis_niloticus ENSONIG00000001875
amphilophus_citrinellus ENSACIG00000016873
monopterus_albus ENSMALG00000002421
labrus_bergylta ENSLBEG00000022426
acanthochromis_polyacanthus ENSAPOG00000023081
amphiprion_percula ENSAPEG00000007306
amphiprion_ocellaris ENSAOCG00000004471
stegastes_partitus ENSSPAG00000017472
seriola_dumerili ENSSDUG00000015702
seriola_lalandi_dorsalis ENSSLDG00000001985
periophthalmus_magnuspinnatus ENSPMGG00000006731
hippocampus_comes ENSHCOG00000014439
gadus_morhua ENSGMOG00000009317
pygocentrus_nattereri ENSPNAG00000015871
astyanax_mexicanus ENSAMXG00000017567
ictalurus_punctatus ENSIPUG00000006148
danio_rerio ENSDARG00000052150
paramormyrops_kingsleyae ENSPKIG00000014486
gasterosteus_aculeatus ENSGACG00000018773
labrus_bergylta ENSLBEG00000013700
mola_mola ENSMMOG00000021566
anabas_testudineus ENSATEG00000009732
mastacembelus_armatus ENSMAMG00000013666
astatotilapia_calliptera ENSACLG00000024579
pundamilia_nyererei ENSPNYG00000003500
maylandia_zebra ENSMZEG00005004060
neolamprologus_brichardi ENSNBRG00000002058
oreochromis_niloticus ENSONIG00000016342
amphilophus_citrinellus ENSACIG00000015363
amphiprion_percula ENSAPEG00000006643
amphiprion_ocellaris ENSAOCG00000016947
acanthochromis_polyacanthus ENSAPOG00000012517
stegastes_partitus ENSSPAG00000014184
seriola_dumerili ENSSDUG00000009076
seriola_lalandi_dorsalis ENSSLDG00000014717
periophthalmus_magnuspinnatus ENSPMGG00000023515
gadus_morhua ENSGMOG00000012309
esox_lucius ENSELUG00000012508
esox_lucius ENSELUG00000011661
scleropages_formosus ENSSFOG00015023867
lepisosteus_oculatus ENSLOCG00000006841
jaculus_jaculus ENSJJAG00000023751
mesocricetus_auratus ENSMAUG00000015241
cavia_aperea ENSCAPG00000010409
dipodomys_ordii ENSDORG00000024134
latimeria_chalumnae ENSLACG00000016442
