mola_mola ENSMMOG00000001110
periophthalmus_magnuspinnatus ENSPMGG00000018011
cynoglossus_semilaevis ENSCSEG00000007655
stegastes_partitus ENSSPAG00000011312
amphiprion_ocellaris ENSAOCG00000019514
seriola_dumerili ENSSDUG00000013369
seriola_lalandi_dorsalis ENSSLDG00000022983
scophthalmus_maximus ENSSMAG00000013559
kryptolebias_marmoratus ENSKMAG00000020479
poecilia_reticulata ENSPREG00000011474
amphilophus_citrinellus ENSACIG00000004929
gasterosteus_aculeatus ENSGACG00000005414
monopterus_albus ENSMALG00000006267
gadus_morhua ENSGMOG00000017689
pygocentrus_nattereri ENSPNAG00000027466
astyanax_mexicanus ENSAMXG00000014062
hippocampus_comes ENSHCOG00000020843
labrus_bergylta ENSLBEG00000014160
anabas_testudineus ENSATEG00000010416
amphiprion_percula ENSAPEG00000021891
acanthochromis_polyacanthus ENSAPOG00000000907
fundulus_heteroclitus ENSFHEG00000021059
maylandia_zebra ENSMZEG00005000860
pundamilia_nyererei ENSPNYG00000015138
astatotilapia_calliptera ENSACLG00000013893
haplochromis_burtoni ENSHBUG00000000551
neolamprologus_brichardi ENSNBRG00000014671
poecilia_latipinna ENSPLAG00000003750
poecilia_mexicana ENSPMEG00000020728
poecilia_formosa ENSPFOG00000011043
xiphophorus_maculatus ENSXMAG00000026506
gambusia_affinis ENSGAFG00000020780
takifugu_rubripes ENSTRUG00000023232
mastacembelus_armatus ENSMAMG00000005334
esox_lucius ENSELUG00000023624
danio_rerio ENSDARG00000078785
scleropages_formosus ENSSFOG00015010010
paramormyrops_kingsleyae ENSPKIG00000020111
cyprinodon_variegatus ENSCVAG00000004547
xenopus_tropicalis ENSXETG00000027540
rattus_norvegicus ENSRNOG00000032740
oryzias_latipes_asm223471v1 ENSORLG00020008628
oryzias_latipes_asm223467v1 ENSORLG00000026488
oryzias_latipes_asm223469v1 ENSORLG00015001650
oryzias_melastigma ENSOMEG00000019012
ictalurus_punctatus ENSIPUG00000013660
latimeria_chalumnae ENSLACG00000022159
saimiri_boliviensis_boliviensis ENSSBOG00000028987
cebus_capucinus_imitator ENSCCAG00000022859
papio_anubis ENSPANG00000005281
prolemur_simus ENSPSMG00000021620
peromyscus_maniculatus_bairdii ENSPEMG00000011273
mesocricetus_auratus ENSMAUG00000011933
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036372
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023597
nannospalax_galili ENSNGAG00000000579
fukomys_damarensis ENSFDAG00000003004
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015991
castor_canadensis ENSCCNG00000003632
myotis_lucifugus ENSMLUG00000010387
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022683
mus_spicilegus ENSMSIG00000026547
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013240
cavia_porcellus ENSCPOG00000013553
octodon_degus ENSODEG00000004598
macaca_fascicularis ENSMFAG00000035478
piliocolobus_tephrosceles ENSPTEG00000011114
gorilla_gorilla ENSGGOG00000012557
aotus_nancymaae ENSANAG00000035195
sus_scrofa ENSSSCG00000027538
erinaceus_europaeus ENSEEUG00000011646
ursus_americanus ENSUAMG00000018519
ursus_maritimus ENSUMAG00000012032
dasypus_novemcinctus ENSDNOG00000005315
monodelphis_domestica ENSMODG00000027659
crocodylus_porosus ENSCPRG00005010183
meleagris_gallopavo ENSMGAG00000004684
phascolarctos_cinereus ENSPCIG00000010423
notamacropus_eugenii ENSMEUG00000004238
vulpes_vulpes ENSVVUG00000004180
vulpes_vulpes ENSVVUG00000003846
canis_lupus_dingo ENSCAFG00020012853
equus_caballus ENSECAG00000023261
cricetulus_griseus_crigri_1.0 ENSCGRG00000010368
microtus_ochrogaster ENSMOCG00000022244
mus_spicilegus ENSMSIG00000021166
microtus_ochrogaster ENSMOCG00000018915
chinchilla_lanigera ENSCLAG00000009209
nomascus_leucogenys ENSNLEG00000035922
echinops_telfairi ENSETEG00000007376
anolis_carolinensis ENSACAG00000017684
pogona_vitticeps ENSPVIG00000017397
notechis_scutatus ENSNSUG00000003361
salvator_merianae ENSSMRG00000003353
sphenodon_punctatus ENSSPUG00000013218
manacus_vitellinus ENSMVIG00005015098
parus_major ENSPMJG00000006738
dromaius_novaehollandiae ENSDNVG00000017758
apteryx_haastii ENSAHAG00000005930
calidris_pygmaea ENSCPGG00000000901
ornithorhynchus_anatinus ENSOANG00000022139
microtus_ochrogaster ENSMOCG00000020555
junco_hyemalis ENSJHYG00000006229
equus_asinus_asinus ENSEASG00005008224
otolemur_garnettii ENSOGAG00000010793
mus_spicilegus ENSMSIG00000025483
meriones_unguiculatus ENSMUGG00000019747
nannospalax_galili ENSNGAG00000010975
cricetulus_griseus_crigri_1.0 ENSCGRG00000015043
microtus_ochrogaster ENSMOCG00000016535
ochotona_princeps ENSOPRG00000002827
rhinopithecus_roxellana ENSRROG00000044479
pteropus_vampyrus ENSPVAG00000012351
vulpes_vulpes ENSVVUG00000003841
ovis_aries ENSOARG00000013704
capra_hircus ENSCHIG00000018241
bos_taurus ENSBTAG00000032557
bos_mutus ENSBMUG00000000299
bison_bison_bison ENSBBBG00000004696
notechis_scutatus ENSNSUG00000014753
canis_lupus_familiaris ENSCAFG00000029055
canis_lupus_dingo ENSCAFG00020015060
panthera_pardus ENSPPRG00000013362
tursiops_truncatus ENSTTRG00000011236
homo_sapiens ENSG00000134825
nomascus_leucogenys ENSNLEG00000003117
macaca_nemestrina ENSMNEG00000042170
callithrix_jacchus ENSCJAG00000019216
microcebus_murinus ENSMICG00000013894
dipodomys_ordii ENSDORG00000002038
ochotona_princeps ENSOPRG00000008491
colobus_angolensis_palliatus ENSCANG00000043579
rhinopithecus_bieti ENSRBIG00000041933
cercocebus_atys ENSCATG00000044378
chlorocebus_sabaeus ENSCSAG00000006457
macaca_mulatta ENSMMUG00000006656
mandrillus_leucophaeus ENSMLEG00000040546
carlito_syrichta ENSTSYG00000035921
propithecus_coquereli ENSPCOG00000016788
