anser_brachyrhynchus ENSABRG00000019928
anas_platyrhynchos_platyrhynchos ENSAPLG00000020759
gallus_gallus ENSGALG00000011242
coturnix_japonica ENSCJPG00005013550
meleagris_gallopavo ENSMGAG00000011222
numida_meleagris ENSNMEG00000022856
taeniopygia_guttata ENSTGUG00000006207
lonchura_striata_domestica ENSLSDG00000013475
serinus_canaria ENSSCAG00000013739
ficedula_albicollis ENSFALG00000004302
parus_major ENSPMJG00000019699
parus_major ENSPMJG00000019700
cyanistes_caeruleus ENSCCEG00000024447
zonotrichia_albicollis ENSZALG00000015485
junco_hyemalis ENSJHYG00000010533
zonotrichia_albicollis ENSZALG00000015484
manacus_vitellinus ENSMVIG00005013131
lepidothrix_coronata ENSLCOG00000005784
calidris_pugnax ENSCPUG00000002120
melopsittacus_undulatus ENSMUNG00000013207
calidris_pygmaea ENSCPGG00000014312
calidris_pugnax ENSCPUG00000002105
apteryx_owenii ENSAOWG00000007643
apteryx_haastii ENSAHAG00000011073
apteryx_rowi ENSARWG00000016397
dromaius_novaehollandiae ENSDNVG00000018556
nothoprocta_perdicaria ENSNPEG00000005914
crocodylus_porosus ENSCPRG00005018892
gopherus_agassizii ENSGAGG00000007462
chelonoidis_abingdonii ENSCABG00000015750
chrysemys_picta_bellii ENSCPBG00000017551
anolis_carolinensis ENSACAG00000014245
notechis_scutatus ENSNSUG00000012447
pogona_vitticeps ENSPVIG00000021484
salvator_merianae ENSSMRG00000010751
phascolarctos_cinereus ENSPCIG00000010131
notamacropus_eugenii ENSMEUG00000007744
sarcophilus_harrisii ENSSHAG00000011686
monodelphis_domestica ENSMODG00000015072
dipodomys_ordii ENSDORG00000002695
castor_canadensis ENSCCNG00000028798
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015108
mus_spicilegus ENSMSIG00000017366
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026211
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014302
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027540
rattus_norvegicus ENSRNOG00000015346
meriones_unguiculatus ENSMUGG00000005289
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024617
cricetulus_griseus_crigri_1.0 ENSCGRG00000014716
cricetulus_griseus_crigri-picr ENSCGRG00015005302
mesocricetus_auratus ENSMAUG00000006319
microtus_ochrogaster ENSMOCG00000009223
peromyscus_maniculatus_bairdii ENSPEMG00000000224
nannospalax_galili ENSNGAG00000002817
jaculus_jaculus ENSJJAG00000018831
chinchilla_lanigera ENSCLAG00000015313
octodon_degus ENSODEG00000007087
cavia_porcellus ENSCPOG00000009420
cavia_aperea ENSCAPG00000013752
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015246
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018303
fukomys_damarensis ENSFDAG00000008075
ictidomys_tridecemlineatus ENSSTOG00000012425
spermophilus_dauricus ENSSDAG00000007670
urocitellus_parryii ENSUPAG00010013394
marmota_marmota_marmota ENSMMMG00000020857
marmota_marmota_marmota ENSMMMG00000020865
castor_canadensis ENSCCNG00000016616
oryctolagus_cuniculus ENSOCUG00000011145
ochotona_princeps ENSOPRG00000010005
tupaia_belangeri ENSTBEG00000005349
pan_troglodytes ENSPTRG00000012963
pan_paniscus ENSPPAG00000037124
gorilla_gorilla ENSGGOG00000003593
homo_sapiens ENSG00000124006
pongo_abelii ENSPPYG00000013213
nomascus_leucogenys ENSNLEG00000009540
rhinopithecus_roxellana ENSRROG00000043906
rhinopithecus_bieti ENSRBIG00000035181
colobus_angolensis_palliatus ENSCANG00000039338
piliocolobus_tephrosceles ENSPTEG00000039501
theropithecus_gelada ENSTGEG00000013481
papio_anubis ENSPANG00000010198
mandrillus_leucophaeus ENSMLEG00000019658
cercocebus_atys ENSCATG00000042212
macaca_mulatta ENSMMUG00000007481
macaca_fascicularis ENSMFAG00000034443
macaca_nemestrina ENSMNEG00000031945
chlorocebus_sabaeus ENSCSAG00000007946
saimiri_boliviensis_boliviensis ENSSBOG00000020248
callithrix_jacchus ENSCJAG00000011924
cebus_capucinus_imitator ENSCCAG00000031532
aotus_nancymaae ENSANAG00000019893
carlito_syrichta ENSTSYG00000034296
propithecus_coquereli ENSPCOG00000012279
prolemur_simus ENSPSMG00000025537
microcebus_murinus ENSMICG00000008122
otolemur_garnettii ENSOGAG00000000655
ursus_americanus ENSUAMG00000023804
ursus_maritimus ENSUMAG00000018229
ailuropoda_melanoleuca ENSAMEG00000016871
mustela_putorius_furo ENSMPUG00000016668
neovison_vison ENSNVIG00000022971
canis_lupus_dingo ENSCAFG00020026952
canis_lupus_dingo ENSCAFG00020026944
vulpes_vulpes ENSVVUG00000025718
canis_lupus_familiaris ENSCAFG00000015641
panthera_pardus ENSPPRG00000004325
panthera_tigris_altaica ENSPTIG00000015087
felis_catus ENSFCAG00000006666
equus_caballus ENSECAG00000009352
equus_asinus_asinus ENSEASG00005011311
capra_hircus ENSCHIG00000021204
ovis_aries ENSOARG00000020239
bos_mutus ENSBMUG00000026188
bos_taurus ENSBTAG00000040338
bison_bison_bison ENSBBBG00000023620
tursiops_truncatus ENSTTRG00000011703
sus_scrofa ENSSSCG00000028052
pteropus_vampyrus ENSPVAG00000010815
myotis_lucifugus ENSMLUG00000010348
procavia_capensis ENSPCAG00000001662
loxodonta_africana ENSLAFG00000022947
echinops_telfairi ENSETEG00000010669
dasypus_novemcinctus ENSDNOG00000035117
ornithorhynchus_anatinus ENSOANG00000029945
chelonoidis_abingdonii ENSCABG00000015748
xenopus_tropicalis ENSXETG00000014404
paramormyrops_kingsleyae ENSPKIG00000013308
scleropages_formosus ENSSFOG00015014900
mastacembelus_armatus ENSMAMG00000021250
monopterus_albus ENSMALG00000013074
anabas_testudineus ENSATEG00000016858
poecilia_formosa ENSPFOG00000014777
poecilia_mexicana ENSPMEG00000023482
poecilia_latipinna ENSPLAG00000007337
poecilia_reticulata ENSPREG00000017290
xiphophorus_couchianus ENSXCOG00000020408
xiphophorus_maculatus ENSXMAG00000000533
gambusia_affinis ENSGAFG00000007393
fundulus_heteroclitus ENSFHEG00000017134
cyprinodon_variegatus ENSCVAG00000012666
kryptolebias_marmoratus ENSKMAG00000002614
oryzias_latipes_asm223467v1 ENSORLG00000002135
oryzias_latipes_asm223469v1 ENSORLG00015021931
oryzias_latipes_asm223471v1 ENSORLG00020003357
oryzias_melastigma ENSOMEG00000014266
astatotilapia_calliptera ENSACLG00000016009
maylandia_zebra ENSMZEG00005017536
pundamilia_nyererei ENSPNYG00000021916
haplochromis_burtoni ENSHBUG00000021477
neolamprologus_brichardi ENSNBRG00000013788
amphilophus_citrinellus ENSACIG00000002022
amphiprion_ocellaris ENSAOCG00000020800
amphiprion_percula ENSAPEG00000014228
acanthochromis_polyacanthus ENSAPOG00000006069
stegastes_partitus ENSSPAG00000007485
scophthalmus_maximus ENSSMAG00000000792
cynoglossus_semilaevis ENSCSEG00000008831
seriola_dumerili ENSSDUG00000022471
seriola_lalandi_dorsalis ENSSLDG00000006670
gasterosteus_aculeatus ENSGACG00000014323
