oryctolagus_cuniculus ENSOCUG00000022798
ochotona_princeps ENSOPRG00000013193
urocitellus_parryii ENSUPAG00010004909
spermophilus_dauricus ENSSDAG00000012982
marmota_marmota_marmota ENSMMMG00000019847
gorilla_gorilla ENSGGOG00000034962
homo_sapiens ENSG00000273045
pan_troglodytes ENSPTRG00000051140
pan_paniscus ENSPPAG00000031150
pongo_abelii ENSPPYG00000012090
macaca_nemestrina ENSMNEG00000039507
macaca_mulatta ENSMMUG00000048540
macaca_fascicularis ENSMFAG00000039660
papio_anubis ENSPANG00000032711
cercocebus_atys ENSCATG00000029657
mandrillus_leucophaeus ENSMLEG00000005705
theropithecus_gelada ENSTGEG00000007766
rhinopithecus_bieti ENSRBIG00000037478
rhinopithecus_roxellana ENSRROG00000043688
colobus_angolensis_palliatus ENSCANG00000040802
cebus_capucinus_imitator ENSCCAG00000027023
saimiri_boliviensis_boliviensis ENSSBOG00000023217
propithecus_coquereli ENSPCOG00000024086
microcebus_murinus ENSMICG00000011610
prolemur_simus ENSPSMG00000019421
bos_taurus ENSBTAG00000048207
bos_mutus ENSBMUG00000001466
bison_bison_bison ENSBBBG00000023226
capra_hircus ENSCHIG00000009783
tursiops_truncatus ENSTTRG00000004914
sus_scrofa ENSSSCG00000038761
equus_asinus_asinus ENSEASG00005021846
equus_caballus ENSECAG00000035487
canis_lupus_dingo ENSCAFG00020024979
vulpes_vulpes ENSVVUG00000028727
ursus_americanus ENSUAMG00000010061
ursus_maritimus ENSUMAG00000008954
neovison_vison ENSNVIG00000023285
panthera_pardus ENSPPRG00000008575
panthera_tigris_altaica ENSPTIG00000006213
erinaceus_europaeus ENSEEUG00000008464
choloepus_hoffmanni ENSCHOG00000007927
