propithecus_coquereli ENSPCOG00000012779
microcebus_murinus ENSMICG00000041531
prolemur_simus ENSPSMG00000008571
pan_paniscus ENSPPAG00000003936
pan_troglodytes ENSPTRG00000045325
gorilla_gorilla ENSGGOG00000038586
homo_sapiens ENSG00000263874
nomascus_leucogenys ENSNLEG00000033957
saimiri_boliviensis_boliviensis ENSSBOG00000005053
callithrix_jacchus ENSCJAG00000046078
cebus_capucinus_imitator ENSCCAG00000009053
mandrillus_leucophaeus ENSMLEG00000010350
cercocebus_atys ENSCATG00000021357
macaca_fascicularis ENSMFAG00000006623
macaca_nemestrina ENSMNEG00000024731
theropithecus_gelada ENSTGEG00000002497
papio_anubis ENSPANG00000032623
rhinopithecus_roxellana ENSRROG00000027615
rhinopithecus_bieti ENSRBIG00000030508
colobus_angolensis_palliatus ENSCANG00000003575
aotus_nancymaae ENSANAG00000019481
ictidomys_tridecemlineatus ENSSTOG00000030677
marmota_marmota_marmota ENSMMMG00000019904
urocitellus_parryii ENSUPAG00010007231
spermophilus_dauricus ENSSDAG00000003905
panthera_tigris_altaica ENSPTIG00000001711
panthera_pardus ENSPPRG00000015189
felis_catus ENSFCAG00000046359
neovison_vison ENSNVIG00000004703
bison_bison_bison ENSBBBG00000022651
bos_mutus ENSBMUG00000001524
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021390
carlito_syrichta ENSTSYG00000034978
phascolarctos_cinereus ENSPCIG00000032193
calidris_pygmaea ENSCPGG00000008625
junco_hyemalis ENSJHYG00000005741
anser_brachyrhynchus ENSABRG00000005450
apteryx_haastii ENSAHAG00000009991
sphenodon_punctatus ENSSPUG00000018081
