capra_hircus ENSCHIG00000018412
ovis_aries ENSOARG00000005866
bos_taurus ENSBTAG00000045621
bos_mutus ENSBMUG00000012713
tursiops_truncatus ENSTTRG00000014140
sus_scrofa ENSSSCG00000033580
equus_caballus ENSECAG00000007503
equus_asinus_asinus ENSEASG00005011226
ursus_americanus ENSUAMG00000008638
neovison_vison ENSNVIG00000020299
canis_lupus_dingo ENSCAFG00020004064
vulpes_vulpes ENSVVUG00000020393
felis_catus ENSFCAG00000033141
panthera_pardus ENSPPRG00000005525
pteropus_vampyrus ENSPVAG00000003950
myotis_lucifugus ENSMLUG00000002867
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017718
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000035085
mus_spicilegus ENSMSIG00000012643
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016874
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018005
rattus_norvegicus ENSRNOG00000052541
rattus_norvegicus ENSRNOG00000049757
meriones_unguiculatus ENSMUGG00000017214
cricetulus_griseus_crigri_1.0 ENSCGRG00000006627
cricetulus_griseus_crigri-picr ENSCGRG00015011815
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006404
mesocricetus_auratus ENSMAUG00000001108
microtus_ochrogaster ENSMOCG00000019897
peromyscus_maniculatus_bairdii ENSPEMG00000013417
nannospalax_galili ENSNGAG00000019913
jaculus_jaculus ENSJJAG00000011369
ictidomys_tridecemlineatus ENSSTOG00000029437
urocitellus_parryii ENSUPAG00010017373
marmota_marmota_marmota ENSMMMG00000018963
spermophilus_dauricus ENSSDAG00000021923
chinchilla_lanigera ENSCLAG00000011018
octodon_degus ENSODEG00000012668
cavia_porcellus ENSCPOG00000019600
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014574
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005189
castor_canadensis ENSCCNG00000028753
dipodomys_ordii ENSDORG00000003808
oryctolagus_cuniculus ENSOCUG00000004084
ochotona_princeps ENSOPRG00000011951
colobus_angolensis_palliatus ENSCANG00000038357
piliocolobus_tephrosceles ENSPTEG00000016959
rhinopithecus_bieti ENSRBIG00000043080
rhinopithecus_roxellana ENSRROG00000027811
cercocebus_atys ENSCATG00000039669
chlorocebus_sabaeus ENSCSAG00000006245
papio_anubis ENSPANG00000022929
macaca_fascicularis ENSMFAG00000036804
macaca_nemestrina ENSMNEG00000036265
homo_sapiens ENSG00000270806
gorilla_gorilla ENSGGOG00000015614
pan_troglodytes ENSPTRG00000009024
pan_paniscus ENSPPAG00000033236
pongo_abelii ENSPPYG00000008192
nomascus_leucogenys ENSNLEG00000014035
cebus_capucinus_imitator ENSCCAG00000024927
callithrix_jacchus ENSCJAG00000014952
aotus_nancymaae ENSANAG00000033358
carlito_syrichta ENSTSYG00000012741
prolemur_simus ENSPSMG00000019813
microcebus_murinus ENSMICG00000017049
tupaia_belangeri ENSTBEG00000008260
loxodonta_africana ENSLAFG00000025653
procavia_capensis ENSPCAG00000009493
echinops_telfairi ENSETEG00000007486
dasypus_novemcinctus ENSDNOG00000043929
erinaceus_europaeus ENSEEUG00000009107
phascolarctos_cinereus ENSPCIG00000003779
notamacropus_eugenii ENSMEUG00000015861
sarcophilus_harrisii ENSSHAG00000004686
gopherus_agassizii ENSGAGG00000022062
chelonoidis_abingdonii ENSCABG00000002408
chrysemys_picta_bellii ENSCPBG00000027822
pelodiscus_sinensis ENSPSIG00000013870
