sphenodon_punctatus ENSSPUG00000003267
pogona_vitticeps ENSPVIG00000015344
lonchura_striata_domestica ENSLSDG00000004964
serinus_canaria ENSSCAG00000001347
cyanistes_caeruleus ENSCCEG00000018321
taeniopygia_guttata ENSTGUG00000008270
junco_hyemalis ENSJHYG00000015224
zonotrichia_albicollis ENSZALG00000012313
meleagris_gallopavo ENSMGAG00000005926
procavia_capensis ENSPCAG00000007648
gasterosteus_aculeatus ENSGACG00000007395
scophthalmus_maximus ENSSMAG00000020243
scleropages_formosus ENSSFOG00015015018
ciona_savignyi ENSCSAVG00000004339
