erinaceus_europaeus ENSEEUG00000008445
ornithorhynchus_anatinus ENSOANG00000009429
equus_caballus ENSECAG00000020848
equus_caballus ENSECAG00000032992
pteropus_vampyrus ENSPVAG00000005948
ailuropoda_melanoleuca ENSAMEG00000015030
ailuropoda_melanoleuca ENSAMEG00000007716
ursus_americanus ENSUAMG00000014136
ursus_maritimus ENSUMAG00000016732
neovison_vison ENSNVIG00000004722
mustela_putorius_furo ENSMPUG00000001062
canis_lupus_familiaris ENSCAFG00000008853
canis_lupus_dingo ENSCAFG00020026063
vulpes_vulpes ENSVVUG00000020466
panthera_pardus ENSPPRG00000002849
panthera_tigris_altaica ENSPTIG00000021469
felis_catus ENSFCAG00000002364
sorex_araneus ENSSARG00000006946
capra_hircus ENSCHIG00000017920
ovis_aries ENSOARG00000014016
bos_mutus ENSBMUG00000011190
bos_taurus ENSBTAG00000048631
bison_bison_bison ENSBBBG00000007661
tursiops_truncatus ENSTTRG00000012651
sus_scrofa ENSSSCG00000012034
vicugna_pacos ENSVPAG00000012464
equus_asinus_asinus ENSEASG00005007767
equus_asinus_asinus ENSEASG00005007769
ursus_americanus ENSUAMG00000010189
bos_taurus ENSBTAG00000017839
spermophilus_dauricus ENSSDAG00000009107
pan_paniscus ENSPPAG00000033381
pan_troglodytes ENSPTRG00000013846
homo_sapiens ENSG00000156299
gorilla_gorilla ENSGGOG00000014747
pongo_abelii ENSPPYG00000011351
nomascus_leucogenys ENSNLEG00000003443
colobus_angolensis_palliatus ENSCANG00000028824
piliocolobus_tephrosceles ENSPTEG00000013936
rhinopithecus_bieti ENSRBIG00000033361
rhinopithecus_roxellana ENSRROG00000028697
macaca_fascicularis ENSMFAG00000002250
macaca_mulatta ENSMMUG00000019571
macaca_nemestrina ENSMNEG00000044871
cercocebus_atys ENSCATG00000015629
mandrillus_leucophaeus ENSMLEG00000033214
theropithecus_gelada ENSTGEG00000027576
papio_anubis ENSPANG00000016520
chlorocebus_sabaeus ENSCSAG00000009418
cebus_capucinus_imitator ENSCCAG00000036707
callithrix_jacchus ENSCJAG00000008881
saimiri_boliviensis_boliviensis ENSSBOG00000023093
aotus_nancymaae ENSANAG00000032940
carlito_syrichta ENSTSYG00000002634
prolemur_simus ENSPSMG00000009838
microcebus_murinus ENSMICG00000016829
propithecus_coquereli ENSPCOG00000026538
otolemur_garnettii ENSOGAG00000004005
tupaia_belangeri ENSTBEG00000014769
chinchilla_lanigera ENSCLAG00000005734
octodon_degus ENSODEG00000002827
cavia_porcellus ENSCPOG00000013606
cavia_aperea ENSCAPG00000013644
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011350
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017351
fukomys_damarensis ENSFDAG00000020550
marmota_marmota_marmota ENSMMMG00000018539
spermophilus_dauricus ENSSDAG00000001425
ictidomys_tridecemlineatus ENSSTOG00000005851
urocitellus_parryii ENSUPAG00010001067
castor_canadensis ENSCCNG00000003119
dipodomys_ordii ENSDORG00000003676
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021848
mus_spicilegus ENSMSIG00000011847
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000002489
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020942
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016647
rattus_norvegicus ENSRNOG00000021569
meriones_unguiculatus ENSMUGG00000015460
meriones_unguiculatus ENSMUGG00000015481
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020201
cricetulus_griseus_crigri_1.0 ENSCGRG00000015663
cricetulus_griseus_crigri-picr ENSCGRG00015012474
mesocricetus_auratus ENSMAUG00000010458
peromyscus_maniculatus_bairdii ENSPEMG00000021217
microtus_ochrogaster ENSMOCG00000001035
nannospalax_galili ENSNGAG00000017821
jaculus_jaculus ENSJJAG00000019021
oryctolagus_cuniculus ENSOCUG00000016524
ochotona_princeps ENSOPRG00000016665
dasypus_novemcinctus ENSDNOG00000001110
choloepus_hoffmanni ENSCHOG00000013077
loxodonta_africana ENSLAFG00000000418
procavia_capensis ENSPCAG00000004453
echinops_telfairi ENSETEG00000017256
phascolarctos_cinereus ENSPCIG00000012837
notamacropus_eugenii ENSMEUG00000012413
sarcophilus_harrisii ENSSHAG00000007634
monodelphis_domestica ENSMODG00000021043
anser_brachyrhynchus ENSABRG00000014761
anas_platyrhynchos_platyrhynchos ENSAPLG00000003481
meleagris_gallopavo ENSMGAG00000014511
coturnix_japonica ENSCJPG00005004897
gallus_gallus ENSGALG00000015842
numida_meleagris ENSNMEG00000010729
manacus_vitellinus ENSMVIG00005008530
manacus_vitellinus ENSMVIG00005008512
lepidothrix_coronata ENSLCOG00000013082
calidris_pygmaea ENSCPGG00000016171
calidris_pugnax ENSCPUG00000012697
melopsittacus_undulatus ENSMUNG00000005791
apteryx_owenii ENSAOWG00000009033
apteryx_haastii ENSAHAG00000019214
apteryx_rowi ENSARWG00000013903
dromaius_novaehollandiae ENSDNVG00000008596
parus_major ENSPMJG00000001605
cyanistes_caeruleus ENSCCEG00000004366
junco_hyemalis ENSJHYG00000015804
zonotrichia_albicollis ENSZALG00000013187
serinus_canaria ENSSCAG00000013654
ficedula_albicollis ENSFALG00000004690
lonchura_striata_domestica ENSLSDG00000009544
taeniopygia_guttata ENSTGUG00000013461
nothoprocta_perdicaria ENSNPEG00000014724
crocodylus_porosus ENSCPRG00005013974
chelonoidis_abingdonii ENSCABG00000019212
gopherus_agassizii ENSGAGG00000024942
chrysemys_picta_bellii ENSCPBG00000006581
pelodiscus_sinensis ENSPSIG00000014519
pogona_vitticeps ENSPVIG00000013092
anolis_carolinensis ENSACAG00000022492
notechis_scutatus ENSNSUG00000017196
salvator_merianae ENSSMRG00000023072
sphenodon_punctatus ENSSPUG00000012240
monopterus_albus ENSMALG00000017224
mastacembelus_armatus ENSMAMG00000011320
anabas_testudineus ENSATEG00000011685
seriola_dumerili ENSSDUG00000012415
seriola_lalandi_dorsalis ENSSLDG00000023120
scophthalmus_maximus ENSSMAG00000003631
tetraodon_nigroviridis ENSTNIG00000019018
takifugu_rubripes ENSTRUG00000015042
mola_mola ENSMMOG00000000024
labrus_bergylta ENSLBEG00000027290
gasterosteus_aculeatus ENSGACG00000011727
fundulus_heteroclitus ENSFHEG00000007614
cyprinodon_variegatus ENSCVAG00000000261
poecilia_mexicana ENSPMEG00000021975
poecilia_latipinna ENSPLAG00000010597
poecilia_mexicana ENSPMEG00000006692
poecilia_latipinna ENSPLAG00000004417
poecilia_formosa ENSPFOG00000003128
poecilia_reticulata ENSPREG00000013557
gambusia_affinis ENSGAFG00000020688
xiphophorus_maculatus ENSXMAG00000007277
xiphophorus_couchianus ENSXCOG00000005508
kryptolebias_marmoratus ENSKMAG00000005607
oryzias_latipes_asm223471v1 ENSORLG00020014061
oryzias_latipes_asm223469v1 ENSORLG00015019919
oryzias_latipes_asm223467v1 ENSORLG00000003407
oryzias_melastigma ENSOMEG00000002061
pundamilia_nyererei ENSPNYG00000010464
haplochromis_burtoni ENSHBUG00000001876
astatotilapia_calliptera ENSACLG00000024800
neolamprologus_brichardi ENSNBRG00000001181
maylandia_zebra ENSMZEG00005011960
oreochromis_niloticus ENSONIG00000005613
amphilophus_citrinellus ENSACIG00000003154
amphiprion_ocellaris ENSAOCG00000010587
amphiprion_percula ENSAPEG00000010949
acanthochromis_polyacanthus ENSAPOG00000019578
stegastes_partitus ENSSPAG00000017003
cynoglossus_semilaevis ENSCSEG00000012824
hippocampus_comes ENSHCOG00000018579
periophthalmus_magnuspinnatus ENSPMGG00000003319
gadus_morhua ENSGMOG00000001963
esox_lucius ENSELUG00000020727
pygocentrus_nattereri ENSPNAG00000015172
astyanax_mexicanus ENSAMXG00000001973
ictalurus_punctatus ENSIPUG00000002608
danio_rerio ENSDARG00000025920
scleropages_formosus ENSSFOG00015000192
paramormyrops_kingsleyae ENSPKIG00000003348
pygocentrus_nattereri ENSPNAG00000017046
astyanax_mexicanus ENSAMXG00000008650
ictalurus_punctatus ENSIPUG00000011409
danio_rerio ENSDARG00000078430
scophthalmus_maximus ENSSMAG00000017828
cynoglossus_semilaevis ENSCSEG00000019524
labrus_bergylta ENSLBEG00000014462
gasterosteus_aculeatus ENSGACG00000020582
takifugu_rubripes ENSTRUG00000008344
tetraodon_nigroviridis ENSTNIG00000009947
mola_mola ENSMMOG00000006455
mastacembelus_armatus ENSMAMG00000013102
monopterus_albus ENSMALG00000013670
anabas_testudineus ENSATEG00000002024
seriola_lalandi_dorsalis ENSSLDG00000021695
seriola_lalandi_dorsalis ENSSLDG00000021703
seriola_dumerili ENSSDUG00000012780
fundulus_heteroclitus ENSFHEG00000017958
cyprinodon_variegatus ENSCVAG00000019429
xiphophorus_maculatus ENSXMAG00000017609
xiphophorus_couchianus ENSXCOG00000011923
gambusia_affinis ENSGAFG00000019458
poecilia_mexicana ENSPMEG00000017890
poecilia_latipinna ENSPLAG00000001939
poecilia_reticulata ENSPREG00000012757
poecilia_formosa ENSPFOG00000024579
poecilia_formosa ENSPFOG00000017198
kryptolebias_marmoratus ENSKMAG00000003772
oryzias_latipes_asm223471v1 ENSORLG00020011732
oryzias_latipes_asm223469v1 ENSORLG00015017744
oryzias_latipes_asm223467v1 ENSORLG00000004421
oryzias_melastigma ENSOMEG00000014598
maylandia_zebra ENSMZEG00005024346
haplochromis_burtoni ENSHBUG00000008082
astatotilapia_calliptera ENSACLG00000001870
pundamilia_nyererei ENSPNYG00000023139
neolamprologus_brichardi ENSNBRG00000011644
oreochromis_niloticus ENSONIG00000004693
amphilophus_citrinellus ENSACIG00000009421
amphiprion_ocellaris ENSAOCG00000010147
amphiprion_percula ENSAPEG00000021285
acanthochromis_polyacanthus ENSAPOG00000003074
stegastes_partitus ENSSPAG00000006482
periophthalmus_magnuspinnatus ENSPMGG00000015221
hippocampus_comes ENSHCOG00000006680
gadus_morhua ENSGMOG00000015633
esox_lucius ENSELUG00000010079
paramormyrops_kingsleyae ENSPKIG00000022274
scleropages_formosus ENSSFOG00015006359
lepisosteus_oculatus ENSLOCG00000009135
latimeria_chalumnae ENSLACG00000011787
xenopus_tropicalis ENSXETG00000007347
eptatretus_burgeri ENSEBUG00000004135
