propithecus_coquereli ENSPCOG00000017647
microcebus_murinus ENSMICG00000033608
prolemur_simus ENSPSMG00000007323
carlito_syrichta ENSTSYG00000032012
chinchilla_lanigera ENSCLAG00000016203
octodon_degus ENSODEG00000002532
cavia_porcellus ENSCPOG00000024043
cavia_aperea ENSCAPG00000017768
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006854
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001023
fukomys_damarensis ENSFDAG00000010976
pan_troglodytes ENSPTRG00000044189
pan_paniscus ENSPPAG00000027194
homo_sapiens ENSG00000268223
gorilla_gorilla ENSGGOG00000022597
nomascus_leucogenys ENSNLEG00000035776
macaca_nemestrina ENSMNEG00000044534
macaca_fascicularis ENSMFAG00000035699
macaca_mulatta ENSMMUG00000043340
cercocebus_atys ENSCATG00000036338
mandrillus_leucophaeus ENSMLEG00000035222
chlorocebus_sabaeus ENSCSAG00000014770
papio_anubis ENSPANG00000006470
theropithecus_gelada ENSTGEG00000011702
rhinopithecus_roxellana ENSRROG00000006516
rhinopithecus_bieti ENSRBIG00000021578
colobus_angolensis_palliatus ENSCANG00000035529
piliocolobus_tephrosceles ENSPTEG00000036980
saimiri_boliviensis_boliviensis ENSSBOG00000002436
callithrix_jacchus ENSCJAG00000031693
cebus_capucinus_imitator ENSCCAG00000021544
aotus_nancymaae ENSANAG00000023687
marmota_marmota_marmota ENSMMMG00000006907
urocitellus_parryii ENSUPAG00010020056
spermophilus_dauricus ENSSDAG00000007672
ictidomys_tridecemlineatus ENSSTOG00000024281
jaculus_jaculus ENSJJAG00000014960
castor_canadensis ENSCCNG00000005395
ursus_americanus ENSUAMG00000011926
ursus_maritimus ENSUMAG00000023673
ailuropoda_melanoleuca ENSAMEG00000017008
mustela_putorius_furo ENSMPUG00000000795
neovison_vison ENSNVIG00000014839
canis_lupus_familiaris ENSCAFG00000000198
canis_lupus_dingo ENSCAFG00020004094
vulpes_vulpes ENSVVUG00000019464
panthera_tigris_altaica ENSPTIG00000002228
panthera_pardus ENSPPRG00000009493
felis_catus ENSFCAG00000030457
myotis_lucifugus ENSMLUG00000027907
equus_asinus_asinus ENSEASG00005015003
equus_caballus ENSECAG00000035490
bos_taurus ENSBTAG00000039618
bos_mutus ENSBMUG00000014716
bison_bison_bison ENSBBBG00000005593
capra_hircus ENSCHIG00000017755
ovis_aries ENSOARG00000016507
sus_scrofa ENSSSCG00000014222
dasypus_novemcinctus ENSDNOG00000038611
loxodonta_africana ENSLAFG00000032735
mus_spicilegus ENSMSIG00000003317
mus_spicilegus ENSMSIG00000031814
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023172
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000073568
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018993
rattus_norvegicus ENSRNOG00000025590
meriones_unguiculatus ENSMUGG00000025897
microtus_ochrogaster ENSMOCG00000019279
peromyscus_maniculatus_bairdii ENSPEMG00000016519
cricetulus_griseus_crigri-picr ENSCGRG00015005460
cricetulus_griseus_crigri_1.0 ENSCGRG00000007091
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000319
mesocricetus_auratus ENSMAUG00000004419
nannospalax_galili ENSNGAG00000020789
dipodomys_ordii ENSDORG00000024420
oryctolagus_cuniculus ENSOCUG00000027113
phascolarctos_cinereus ENSPCIG00000028579
sarcophilus_harrisii ENSSHAG00000002874
monodelphis_domestica ENSMODG00000025398
dromaius_novaehollandiae ENSDNVG00000014058
nothoprocta_perdicaria ENSNPEG00000009210
apteryx_owenii ENSAOWG00000014111
apteryx_rowi ENSARWG00000017131
apteryx_haastii ENSAHAG00000007532
parus_major ENSPMJG00000005460
cyanistes_caeruleus ENSCCEG00000011959
taeniopygia_guttata ENSTGUG00000017544
lonchura_striata_domestica ENSLSDG00000011898
serinus_canaria ENSSCAG00000005386
ficedula_albicollis ENSFALG00000001872
zonotrichia_albicollis ENSZALG00000006326
lepidothrix_coronata ENSLCOG00000005239
manacus_vitellinus ENSMVIG00005019637
melopsittacus_undulatus ENSMUNG00000002700
calidris_pygmaea ENSCPGG00000011363
calidris_pugnax ENSCPUG00000004848
anser_brachyrhynchus ENSABRG00000013742
anas_platyrhynchos_platyrhynchos ENSAPLG00000025988
gallus_gallus ENSGALG00000053928
coturnix_japonica ENSCJPG00005005918
meleagris_gallopavo ENSMGAG00000008941
numida_meleagris ENSNMEG00000014292
crocodylus_porosus ENSCPRG00005015521
chelonoidis_abingdonii ENSCABG00000015561
gopherus_agassizii ENSGAGG00000013533
chrysemys_picta_bellii ENSCPBG00000001897
sphenodon_punctatus ENSSPUG00000014493
sarcophilus_harrisii ENSSHAG00000011080
sarcophilus_harrisii ENSSHAG00000006892
monodelphis_domestica ENSMODG00000022777
phascolarctos_cinereus ENSPCIG00000007963
phascolarctos_cinereus ENSPCIG00000035756
phascolarctos_cinereus ENSPCIG00000034526
phascolarctos_cinereus ENSPCIG00000034077
monodelphis_domestica ENSMODG00000025323
phascolarctos_cinereus ENSPCIG00000030954
monodelphis_domestica ENSMODG00000029170
phascolarctos_cinereus ENSPCIG00000035146
phascolarctos_cinereus ENSPCIG00000031493
monodelphis_domestica ENSMODG00000028054
phascolarctos_cinereus ENSPCIG00000036680
bison_bison_bison ENSBBBG00000024319
bison_bison_bison ENSBBBG00000004603
bos_taurus ENSBTAG00000051616
bos_taurus ENSBTAG00000037550
bison_bison_bison ENSBBBG00000025399
bos_mutus ENSBMUG00000005079
bos_taurus ENSBTAG00000038660
bos_mutus ENSBMUG00000022865
bison_bison_bison ENSBBBG00000015225
capra_hircus ENSCHIG00000007839
capra_hircus ENSCHIG00000019028
capra_hircus ENSCHIG00000006366
capra_hircus ENSCHIG00000018679
capra_hircus ENSCHIG00000019669
capra_hircus ENSCHIG00000019123
capra_hircus ENSCHIG00000007883
capra_hircus ENSCHIG00000018942
ovis_aries ENSOARG00000018136
ovis_aries ENSOARG00000017602
ornithorhynchus_anatinus ENSOANG00000013672
pogona_vitticeps ENSPVIG00000010992
notechis_scutatus ENSNSUG00000013302
salvator_merianae ENSSMRG00000002964
xenopus_tropicalis ENSXETG00000032499
latimeria_chalumnae ENSLACG00000016058
