propithecus_coquereli ENSPCOG00000026440
oryctolagus_cuniculus ENSOCUG00000027539
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010015
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011100
octodon_degus ENSODEG00000010744
dipodomys_ordii ENSDORG00000024357
spermophilus_dauricus ENSSDAG00000001655
spermophilus_dauricus ENSSDAG00000023830
marmota_marmota_marmota ENSMMMG00000004747
marmota_marmota_marmota ENSMMMG00000009230
mesocricetus_auratus ENSMAUG00000001106
peromyscus_maniculatus_bairdii ENSPEMG00000016591
microtus_ochrogaster ENSMOCG00000010955
nannospalax_galili ENSNGAG00000014320
mus_spicilegus ENSMSIG00000002415
carlito_syrichta ENSTSYG00000036206
canis_lupus_dingo ENSCAFG00020011187
equus_asinus_asinus ENSEASG00005016168
piliocolobus_tephrosceles ENSPTEG00000038570
pan_paniscus ENSPPAG00000034716
colobus_angolensis_palliatus ENSCANG00000028142
macaca_fascicularis ENSMFAG00000001303
gorilla_gorilla ENSGGOG00000022802
pan_troglodytes ENSPTRG00000044776
mandrillus_leucophaeus ENSMLEG00000038670
macaca_fascicularis ENSMFAG00000032180
theropithecus_gelada ENSTGEG00000022561
colobus_angolensis_palliatus ENSCANG00000038720
colobus_angolensis_palliatus ENSCANG00000042680
piliocolobus_tephrosceles ENSPTEG00000025788
theropithecus_gelada ENSTGEG00000003581
theropithecus_gelada ENSTGEG00000001855
saimiri_boliviensis_boliviensis ENSSBOG00000014367
rhinopithecus_bieti ENSRBIG00000030472
rhinopithecus_bieti ENSRBIG00000035779
rhinopithecus_roxellana ENSRROG00000017055
pan_troglodytes ENSPTRG00000051922
callithrix_jacchus ENSCJAG00000048258
mus_spicilegus ENSMSIG00000022731
cricetulus_griseus_crigri-picr ENSCGRG00015019863
castor_canadensis ENSCCNG00000012281
neovison_vison ENSNVIG00000022145
phascolarctos_cinereus ENSPCIG00000032138
lonchura_striata_domestica ENSLSDG00000010461
