anser_brachyrhynchus ENSABRG00000003780
anas_platyrhynchos_platyrhynchos ENSAPLG00000010804
gallus_gallus ENSGALG00000016955
coturnix_japonica ENSCJPG00005019697
numida_meleagris ENSNMEG00000005834
junco_hyemalis ENSJHYG00000004675
zonotrichia_albicollis ENSZALG00000000269
serinus_canaria ENSSCAG00000014421
taeniopygia_guttata ENSTGUG00000014951
taeniopygia_guttata ENSTGUG00000012398
lonchura_striata_domestica ENSLSDG00000013439
parus_major ENSPMJG00000014878
cyanistes_caeruleus ENSCCEG00000004668
ficedula_albicollis ENSFALG00000008073
lepidothrix_coronata ENSLCOG00000006830
manacus_vitellinus ENSMVIG00005006910
melopsittacus_undulatus ENSMUNG00000015538
calidris_pygmaea ENSCPGG00000019414
calidris_pugnax ENSCPUG00000011827
apteryx_owenii ENSAOWG00000012562
apteryx_haastii ENSAHAG00000007815
apteryx_rowi ENSARWG00000006369
dromaius_novaehollandiae ENSDNVG00000013138
nothoprocta_perdicaria ENSNPEG00000008699
crocodylus_porosus ENSCPRG00005000978
chelonoidis_abingdonii ENSCABG00000000821
gopherus_agassizii ENSGAGG00000000183
chrysemys_picta_bellii ENSCPBG00000008021
pelodiscus_sinensis ENSPSIG00000005988
sphenodon_punctatus ENSSPUG00000007386
sphenodon_punctatus ENSSPUG00000007396
sphenodon_punctatus ENSSPUG00000007410
anolis_carolinensis ENSACAG00000022013
anolis_carolinensis ENSACAG00000001188
pogona_vitticeps ENSPVIG00000012596
notechis_scutatus ENSNSUG00000008167
salvator_merianae ENSSMRG00000022816
meleagris_gallopavo ENSMGAG00000016693
meleagris_gallopavo ENSMGAG00000014974
sarcophilus_harrisii ENSSHAG00000002857
eptatretus_burgeri ENSEBUG00000010938
eptatretus_burgeri ENSEBUG00000000751
eptatretus_burgeri ENSEBUG00000006698
chelonoidis_abingdonii ENSCABG00000005814
phascolarctos_cinereus ENSPCIG00000012960
notamacropus_eugenii ENSMEUG00000013961
sarcophilus_harrisii ENSSHAG00000002498
monodelphis_domestica ENSMODG00000014823
myotis_lucifugus ENSMLUG00000015361
pteropus_vampyrus ENSPVAG00000010061
equus_caballus ENSECAG00000006748
equus_asinus_asinus ENSEASG00005016214
ursus_maritimus ENSUMAG00000014915
ursus_americanus ENSUAMG00000012301
ailuropoda_melanoleuca ENSAMEG00000008732
mustela_putorius_furo ENSMPUG00000001847
neovison_vison ENSNVIG00000001438
canis_lupus_familiaris ENSCAFG00000004764
canis_lupus_dingo ENSCAFG00020018227
vulpes_vulpes ENSVVUG00000028708
panthera_pardus ENSPPRG00000006962
panthera_tigris_altaica ENSPTIG00000011005
felis_catus ENSFCAG00000005291
bos_taurus ENSBTAG00000001133
bos_mutus ENSBMUG00000004932
bos_mutus ENSBMUG00000008687
bison_bison_bison ENSBBBG00000008639
capra_hircus ENSCHIG00000014923
ovis_aries ENSOARG00000007167
tursiops_truncatus ENSTTRG00000007203
sus_scrofa ENSSSCG00000029837
vicugna_pacos ENSVPAG00000002568
sorex_araneus ENSSARG00000002417
erinaceus_europaeus ENSEEUG00000011117
pan_paniscus ENSPPAG00000004808
pan_troglodytes ENSPTRG00000005820
homo_sapiens ENSG00000102763
gorilla_gorilla ENSGGOG00000009902
pongo_abelii ENSPPYG00000005317
nomascus_leucogenys ENSNLEG00000001302
cercocebus_atys ENSCATG00000033144
mandrillus_leucophaeus ENSMLEG00000030444
papio_anubis ENSPANG00000024519
theropithecus_gelada ENSTGEG00000001118
macaca_fascicularis ENSMFAG00000036408
macaca_mulatta ENSMMUG00000011594
macaca_nemestrina ENSMNEG00000039926
chlorocebus_sabaeus ENSCSAG00000017823
rhinopithecus_bieti ENSRBIG00000034278
rhinopithecus_roxellana ENSRROG00000043191
piliocolobus_tephrosceles ENSPTEG00000026521
colobus_angolensis_palliatus ENSCANG00000028108
mandrillus_leucophaeus ENSMLEG00000031528
saimiri_boliviensis_boliviensis ENSSBOG00000031026
cebus_capucinus_imitator ENSCCAG00000033369
callithrix_jacchus ENSCJAG00000017682
aotus_nancymaae ENSANAG00000026149
carlito_syrichta ENSTSYG00000009442
microcebus_murinus ENSMICG00000017491
propithecus_coquereli ENSPCOG00000014732
