monodelphis_domestica ENSMODG00000003181
sarcophilus_harrisii ENSSHAG00000004143
notamacropus_eugenii ENSMEUG00000009958
phascolarctos_cinereus ENSPCIG00000010697
loxodonta_africana ENSLAFG00000013816
procavia_capensis ENSPCAG00000016145
echinops_telfairi ENSETEG00000018397
choloepus_hoffmanni ENSCHOG00000001236
ovis_aries ENSOARG00000019152
capra_hircus ENSCHIG00000023591
bos_taurus ENSBTAG00000002718
bos_mutus ENSBMUG00000024997
bison_bison_bison ENSBBBG00000021451
tursiops_truncatus ENSTTRG00000008633
sus_scrofa ENSSSCG00000001994
myotis_lucifugus ENSMLUG00000011978
myotis_lucifugus ENSMLUG00000027771
pteropus_vampyrus ENSPVAG00000010771
pteropus_vampyrus ENSPVAG00000003718
ursus_americanus ENSUAMG00000024405
ursus_maritimus ENSUMAG00000022873
ailuropoda_melanoleuca ENSAMEG00000016197
mustela_putorius_furo ENSMPUG00000005766
neovison_vison ENSNVIG00000000672
canis_lupus_familiaris ENSCAFG00000025565
canis_lupus_dingo ENSCAFG00020001994
vulpes_vulpes ENSVVUG00000029172
panthera_tigris_altaica ENSPTIG00000016835
panthera_pardus ENSPPRG00000006235
felis_catus ENSFCAG00000005593
sorex_araneus ENSSARG00000008344
erinaceus_europaeus ENSEEUG00000011768
equus_asinus_asinus ENSEASG00005011984
equus_caballus ENSECAG00000013791
pan_troglodytes ENSPTRG00000006208
pan_paniscus ENSPPAG00000026786
homo_sapiens ENSG00000092330
gorilla_gorilla ENSGGOG00000039746
pongo_abelii ENSPPYG00000005694
nomascus_leucogenys ENSNLEG00000015373
rhinopithecus_roxellana ENSRROG00000038703
rhinopithecus_bieti ENSRBIG00000042311
piliocolobus_tephrosceles ENSPTEG00000013644
colobus_angolensis_palliatus ENSCANG00000041507
piliocolobus_tephrosceles ENSPTEG00000021128
cercocebus_atys ENSCATG00000044095
mandrillus_leucophaeus ENSMLEG00000039301
theropithecus_gelada ENSTGEG00000022252
macaca_mulatta ENSMMUG00000029407
macaca_fascicularis ENSMFAG00000032214
macaca_nemestrina ENSMNEG00000033703
papio_anubis ENSPANG00000021784
