calidris_pygmaea ENSCPGG00000009175
calidris_pugnax ENSCPUG00000017396
manacus_vitellinus ENSMVIG00005008255
lepidothrix_coronata ENSLCOG00000007612
lonchura_striata_domestica ENSLSDG00000011020
taeniopygia_guttata ENSTGUG00000003801
serinus_canaria ENSSCAG00000012636
cyanistes_caeruleus ENSCCEG00000008403
cyanistes_caeruleus ENSCCEG00000000290
parus_major ENSPMJG00000008443
junco_hyemalis ENSJHYG00000017665
zonotrichia_albicollis ENSZALG00000004227
ficedula_albicollis ENSFALG00000004421
melopsittacus_undulatus ENSMUNG00000005002
anser_brachyrhynchus ENSABRG00000022864
anas_platyrhynchos_platyrhynchos ENSAPLG00000007413
coturnix_japonica ENSCJPG00005016897
gallus_gallus ENSGALG00000000643
meleagris_gallopavo ENSMGAG00000009529
numida_meleagris ENSNMEG00000021383
apteryx_haastii ENSAHAG00000011185
apteryx_owenii ENSAOWG00000013086
apteryx_rowi ENSARWG00000004968
dromaius_novaehollandiae ENSDNVG00000006093
crocodylus_porosus ENSCPRG00005002313
gopherus_agassizii ENSGAGG00000006836
chrysemys_picta_bellii ENSCPBG00000021804
pelodiscus_sinensis ENSPSIG00000017891
anolis_carolinensis ENSACAG00000001091
pogona_vitticeps ENSPVIG00000011433
salvator_merianae ENSSMRG00000014007
sphenodon_punctatus ENSSPUG00000003034
chelonoidis_abingdonii ENSCABG00000017064
chrysemys_picta_bellii ENSCPBG00000021807
nothoprocta_perdicaria ENSNPEG00000010846
sphenodon_punctatus ENSSPUG00000003023
phascolarctos_cinereus ENSPCIG00000026663
notamacropus_eugenii ENSMEUG00000011155
sarcophilus_harrisii ENSSHAG00000007924
monodelphis_domestica ENSMODG00000006338
ornithorhynchus_anatinus ENSOANG00000020966
chinchilla_lanigera ENSCLAG00000014585
cavia_porcellus ENSCPOG00000000614
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010731
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013788
fukomys_damarensis ENSFDAG00000009837
spermophilus_dauricus ENSSDAG00000006674
ictidomys_tridecemlineatus ENSSTOG00000003522
urocitellus_parryii ENSUPAG00010019400
marmota_marmota_marmota ENSMMMG00000006223
mus_spicilegus ENSMSIG00000027237
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021308
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022515
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020414
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016122
