lonchura_striata_domestica ENSLSDG00000002107
cyanistes_caeruleus ENSCCEG00000019424
chrysemys_picta_bellii ENSCPBG00000004116
pogona_vitticeps ENSPVIG00000021084
salvator_merianae ENSSMRG00000001125
anolis_carolinensis ENSACAG00000007875
gopherus_agassizii ENSGAGG00000015266
castor_canadensis ENSCCNG00000007118
dipodomys_ordii ENSDORG00000028333
peromyscus_maniculatus_bairdii ENSPEMG00000019092
microtus_ochrogaster ENSMOCG00000002457
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005734
mesocricetus_auratus ENSMAUG00000019284
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030649
marmota_marmota_marmota ENSMMMG00000011899
spermophilus_dauricus ENSSDAG00000021270
chlorocebus_sabaeus ENSCSAG00000004184
papio_anubis ENSPANG00000035875
pongo_abelii ENSPPYG00000003646
propithecus_coquereli ENSPCOG00000022372
echinops_telfairi ENSETEG00000010983
ursus_americanus ENSUAMG00000027369
ursus_maritimus ENSUMAG00000007818
ailuropoda_melanoleuca ENSAMEG00000010843
mustela_putorius_furo ENSMPUG00000010260
neovison_vison ENSNVIG00000020507
canis_lupus_familiaris ENSCAFG00000005781
canis_lupus_dingo ENSCAFG00020004608
vulpes_vulpes ENSVVUG00000025345
panthera_pardus ENSPPRG00000009205
panthera_tigris_altaica ENSPTIG00000010352
felis_catus ENSFCAG00000005321
bos_mutus ENSBMUG00000017794
bison_bison_bison ENSBBBG00000020776
bos_mutus ENSBMUG00000017811
bos_mutus ENSBMUG00000026104
bison_bison_bison ENSBBBG00000012636
bos_taurus ENSBTAG00000002999
ovis_aries ENSOARG00000004004
ovis_aries ENSOARG00000016660
capra_hircus ENSCHIG00000025108
tursiops_truncatus ENSTTRG00000010773
equus_caballus ENSECAG00000021041
equus_asinus_asinus ENSEASG00005000567
pteropus_vampyrus ENSPVAG00000015797
myotis_lucifugus ENSMLUG00000028667
erinaceus_europaeus ENSEEUG00000002869
erinaceus_europaeus ENSEEUG00000014753
