capra_hircus ENSCHIG00000026968
ovis_aries ENSOARG00000005480
bos_mutus ENSBMUG00000005917
bos_taurus ENSBTAG00000046732
bison_bison_bison ENSBBBG00000017757
tursiops_truncatus ENSTTRG00000013489
sus_scrofa ENSSSCG00000029675
vicugna_pacos ENSVPAG00000003065
ursus_maritimus ENSUMAG00000009197
ursus_americanus ENSUAMG00000016497
ailuropoda_melanoleuca ENSAMEG00000010107
neovison_vison ENSNVIG00000021739
mustela_putorius_furo ENSMPUG00000006884
canis_lupus_dingo ENSCAFG00020009478
canis_lupus_familiaris ENSCAFG00000023335
vulpes_vulpes ENSVVUG00000010844
panthera_tigris_altaica ENSPTIG00000008615
panthera_pardus ENSPPRG00000013466
felis_catus ENSFCAG00000015790
myotis_lucifugus ENSMLUG00000008198
pteropus_vampyrus ENSPVAG00000005678
equus_caballus ENSECAG00000021476
equus_asinus_asinus ENSEASG00005011052
erinaceus_europaeus ENSEEUG00000013232
prolemur_simus ENSPSMG00000009363
propithecus_coquereli ENSPCOG00000003235
microcebus_murinus ENSMICG00000014462
otolemur_garnettii ENSOGAG00000015256
pan_troglodytes ENSPTRG00000004218
pan_paniscus ENSPPAG00000029244
gorilla_gorilla ENSGGOG00000008722
homo_sapiens ENSG00000118113
pongo_abelii ENSPPYG00000003812
nomascus_leucogenys ENSNLEG00000028184
macaca_nemestrina ENSMNEG00000031542
macaca_fascicularis ENSMFAG00000032735
macaca_mulatta ENSMMUG00000004489
cercocebus_atys ENSCATG00000035287
mandrillus_leucophaeus ENSMLEG00000042565
theropithecus_gelada ENSTGEG00000013334
papio_anubis ENSPANG00000019175
chlorocebus_sabaeus ENSCSAG00000003209
colobus_angolensis_palliatus ENSCANG00000026224
piliocolobus_tephrosceles ENSPTEG00000032119
rhinopithecus_roxellana ENSRROG00000037624
rhinopithecus_bieti ENSRBIG00000036384
cebus_capucinus_imitator ENSCCAG00000032628
saimiri_boliviensis_boliviensis ENSSBOG00000031477
callithrix_jacchus ENSCJAG00000003743
aotus_nancymaae ENSANAG00000023440
carlito_syrichta ENSTSYG00000006474
tupaia_belangeri ENSTBEG00000015520
castor_canadensis ENSCCNG00000022720
dipodomys_ordii ENSDORG00000015105
mus_spicilegus ENSMSIG00000018618
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032876
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000005800
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031756
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014634
rattus_norvegicus ENSRNOG00000009907
meriones_unguiculatus ENSMUGG00000010501
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015038
cricetulus_griseus_crigri_1.0 ENSCGRG00000013568
cricetulus_griseus_crigri-picr ENSCGRG00015000612
microtus_ochrogaster ENSMOCG00000009399
peromyscus_maniculatus_bairdii ENSPEMG00000022864
nannospalax_galili ENSNGAG00000009311
jaculus_jaculus ENSJJAG00000021566
urocitellus_parryii ENSUPAG00010019593
ictidomys_tridecemlineatus ENSSTOG00000008539
spermophilus_dauricus ENSSDAG00000016311
marmota_marmota_marmota ENSMMMG00000002471
chinchilla_lanigera ENSCLAG00000014040
octodon_degus ENSODEG00000013316
cavia_aperea ENSCAPG00000001641
cavia_porcellus ENSCPOG00000013813
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016981
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003235
fukomys_damarensis ENSFDAG00000014566
oryctolagus_cuniculus ENSOCUG00000001092
ochotona_princeps ENSOPRG00000013520
loxodonta_africana ENSLAFG00000013170
procavia_capensis ENSPCAG00000005584
echinops_telfairi ENSETEG00000008689
choloepus_hoffmanni ENSCHOG00000007918
phascolarctos_cinereus ENSPCIG00000000259
notamacropus_eugenii ENSMEUG00000000876
sarcophilus_harrisii ENSSHAG00000013911
monodelphis_domestica ENSMODG00000000692
ornithorhynchus_anatinus ENSOANG00000010484
stegastes_partitus ENSSPAG00000017400
