tetraodon_nigroviridis ENSTNIG00000016830
takifugu_rubripes ENSTRUG00000009374
mola_mola ENSMMOG00000001996
gasterosteus_aculeatus ENSGACG00000017146
scophthalmus_maximus ENSSMAG00000015909
cynoglossus_semilaevis ENSCSEG00000004932
seriola_lalandi_dorsalis ENSSLDG00000022298
seriola_dumerili ENSSDUG00000018951
mastacembelus_armatus ENSMAMG00000020879
monopterus_albus ENSMALG00000010596
anabas_testudineus ENSATEG00000015962
labrus_bergylta ENSLBEG00000008696
poecilia_formosa ENSPFOG00000011377
poecilia_latipinna ENSPLAG00000016558
poecilia_mexicana ENSPMEG00000014196
poecilia_reticulata ENSPREG00000009479
xiphophorus_maculatus ENSXMAG00000013266
xiphophorus_couchianus ENSXCOG00000015797
gambusia_affinis ENSGAFG00000019871
cyprinodon_variegatus ENSCVAG00000001612
fundulus_heteroclitus ENSFHEG00000015953
kryptolebias_marmoratus ENSKMAG00000002624
oryzias_latipes_asm223469v1 ENSORLG00015010110
oryzias_latipes_asm223471v1 ENSORLG00020020633
oryzias_latipes_asm223467v1 ENSORLG00000001862
oryzias_melastigma ENSOMEG00000017176
amphiprion_ocellaris ENSAOCG00000022374
amphiprion_percula ENSAPEG00000007976
acanthochromis_polyacanthus ENSAPOG00000005652
stegastes_partitus ENSSPAG00000006040
pundamilia_nyererei ENSPNYG00000013309
haplochromis_burtoni ENSHBUG00000014257
maylandia_zebra ENSMZEG00005005851
astatotilapia_calliptera ENSACLG00000019394
neolamprologus_brichardi ENSNBRG00000022728
oreochromis_niloticus ENSONIG00000002777
amphilophus_citrinellus ENSACIG00000010898
periophthalmus_magnuspinnatus ENSPMGG00000017828
hippocampus_comes ENSHCOG00000004361
gadus_morhua ENSGMOG00000004066
esox_lucius ENSELUG00000003013
astyanax_mexicanus ENSAMXG00000000192
pygocentrus_nattereri ENSPNAG00000021805
ictalurus_punctatus ENSIPUG00000019435
danio_rerio ENSDARG00000031929
scleropages_formosus ENSSFOG00015004994
paramormyrops_kingsleyae ENSPKIG00000018631
lepisosteus_oculatus ENSLOCG00000015192
