pelodiscus_sinensis ENSPSIG00000003403
apteryx_owenii ENSAOWG00000004965
petromyzon_marinus ENSPMAG00000008665
lepisosteus_oculatus ENSLOCG00000000005
pogona_vitticeps ENSPVIG00000009459
notechis_scutatus ENSNSUG00000015058
notechis_scutatus ENSNSUG00000019558
anolis_carolinensis ENSACAG00000016085
salvator_merianae ENSSMRG00000003070
sphenodon_punctatus ENSSPUG00000008510
chelonoidis_abingdonii ENSCABG00000011396
gopherus_agassizii ENSGAGG00000012677
chrysemys_picta_bellii ENSCPBG00000011655
carlito_syrichta ENSTSYG00000008058
nomascus_leucogenys ENSNLEG00000006272
propithecus_coquereli ENSPCOG00000017673
microcebus_murinus ENSMICG00000002370
prolemur_simus ENSPSMG00000023392
otolemur_garnettii ENSOGAG00000006945
procavia_capensis ENSPCAG00000011999
loxodonta_africana ENSLAFG00000022133
pan_troglodytes ENSPTRG00000011444
pan_troglodytes ENSPTRG00000046717
pan_paniscus ENSPPAG00000002748
homo_sapiens ENSG00000088038
gorilla_gorilla ENSGGOG00000012996
pongo_abelii ENSPPYG00000010372
saimiri_boliviensis_boliviensis ENSSBOG00000030268
callithrix_jacchus ENSCJAG00000001094
cebus_capucinus_imitator ENSCCAG00000036290
aotus_nancymaae ENSANAG00000025756
rhinopithecus_roxellana ENSRROG00000003872
rhinopithecus_bieti ENSRBIG00000031025
colobus_angolensis_palliatus ENSCANG00000013408
papio_anubis ENSPANG00000009375
theropithecus_gelada ENSTGEG00000007858
macaca_fascicularis ENSMFAG00000040073
macaca_mulatta ENSMMUG00000009698
macaca_nemestrina ENSMNEG00000036750
mandrillus_leucophaeus ENSMLEG00000036579
chlorocebus_sabaeus ENSCSAG00000001900
piliocolobus_tephrosceles ENSPTEG00000039481
cercocebus_atys ENSCATG00000030324
equus_caballus ENSECAG00000023181
urocitellus_parryii ENSUPAG00010001661
ictidomys_tridecemlineatus ENSSTOG00000028248
marmota_marmota_marmota ENSMMMG00000003763
equus_asinus_asinus ENSEASG00005021591
pteropus_vampyrus ENSPVAG00000015564
sus_scrofa ENSSSCG00000003264
cricetulus_griseus_crigri-picr ENSCGRG00015010544
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000855
mesocricetus_auratus ENSMAUG00000014996
microtus_ochrogaster ENSMOCG00000013249
peromyscus_maniculatus_bairdii ENSPEMG00000024185
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000035632
mus_spicilegus ENSMSIG00000007036
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029095
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030148
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020964
rattus_norvegicus ENSRNOG00000053234
meriones_unguiculatus ENSMUGG00000008888
nannospalax_galili ENSNGAG00000013266
jaculus_jaculus ENSJJAG00000014594
chinchilla_lanigera ENSCLAG00000003302
octodon_degus ENSODEG00000000705
cavia_porcellus ENSCPOG00000020741
cavia_aperea ENSCAPG00000009533
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008821
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006181
castor_canadensis ENSCCNG00000020012
dipodomys_ordii ENSDORG00000008021
oryctolagus_cuniculus ENSOCUG00000007691
capra_hircus ENSCHIG00000015302
ovis_aries ENSOARG00000002981
bos_taurus ENSBTAG00000014900
tursiops_truncatus ENSTTRG00000006567
ursus_americanus ENSUAMG00000005234
ailuropoda_melanoleuca ENSAMEG00000004528
canis_lupus_familiaris ENSCAFG00000002699
canis_lupus_dingo ENSCAFG00020018359
vulpes_vulpes ENSVVUG00000008239
mustela_putorius_furo ENSMPUG00000010352
neovison_vison ENSNVIG00000003415
panthera_pardus ENSPPRG00000011705
felis_catus ENSFCAG00000014042
dasypus_novemcinctus ENSDNOG00000045972
ochotona_princeps ENSOPRG00000001605
spermophilus_dauricus ENSSDAG00000010127
ursus_maritimus ENSUMAG00000010934
bos_mutus ENSBMUG00000010846
cricetulus_griseus_crigri_1.0 ENSCGRG00000012929
echinops_telfairi ENSETEG00000006305
panthera_tigris_altaica ENSPTIG00000008781
phascolarctos_cinereus ENSPCIG00000023018
notamacropus_eugenii ENSMEUG00000002952
monodelphis_domestica ENSMODG00000004066
tupaia_belangeri ENSTBEG00000009620
sorex_araneus ENSSARG00000005649
vicugna_pacos ENSVPAG00000001320
sarcophilus_harrisii ENSSHAG00000009131
xenopus_tropicalis ENSXETG00000003166
latimeria_chalumnae ENSLACG00000009742
nothoprocta_perdicaria ENSNPEG00000011658
amphilophus_citrinellus ENSACIG00000003652
mola_mola ENSMMOG00000013086
acanthochromis_polyacanthus ENSAPOG00000015002
monopterus_albus ENSMALG00000004936
labrus_bergylta ENSLBEG00000018278
cynoglossus_semilaevis ENSCSEG00000016892
periophthalmus_magnuspinnatus ENSPMGG00000022539
fundulus_heteroclitus ENSFHEG00000001696
cyprinodon_variegatus ENSCVAG00000022122
xiphophorus_maculatus ENSXMAG00000014176
xiphophorus_couchianus ENSXCOG00000018976
poecilia_formosa ENSPFOG00000007168
poecilia_latipinna ENSPLAG00000013457
poecilia_mexicana ENSPMEG00000010184
poecilia_reticulata ENSPREG00000000662
poecilia_reticulata ENSPREG00000000766
gambusia_affinis ENSGAFG00000003459
kryptolebias_marmoratus ENSKMAG00000018723
stegastes_partitus ENSSPAG00000001429
maylandia_zebra ENSMZEG00005002466
astatotilapia_calliptera ENSACLG00000016702
haplochromis_burtoni ENSHBUG00000019699
pundamilia_nyererei ENSPNYG00000003358
oreochromis_niloticus ENSONIG00000007047
neolamprologus_brichardi ENSNBRG00000003336
oryzias_latipes_asm223467v1 ENSORLG00000005982
oryzias_latipes_asm223471v1 ENSORLG00020005779
oryzias_latipes_asm223469v1 ENSORLG00015019021
oryzias_melastigma ENSOMEG00000015557
amphiprion_percula ENSAPEG00000002640
amphiprion_ocellaris ENSAOCG00000018385
mastacembelus_armatus ENSMAMG00000019357
anabas_testudineus ENSATEG00000015777
seriola_dumerili ENSSDUG00000003428
seriola_lalandi_dorsalis ENSSLDG00000014376
scophthalmus_maximus ENSSMAG00000016031
takifugu_rubripes ENSTRUG00000007248
tetraodon_nigroviridis ENSTNIG00000005663
gasterosteus_aculeatus ENSGACG00000009395
esox_lucius ENSELUG00000000953
pygocentrus_nattereri ENSPNAG00000027459
astyanax_mexicanus ENSAMXG00000009447
ictalurus_punctatus ENSIPUG00000009046
danio_rerio ENSDARG00000019842
scleropages_formosus ENSSFOG00015000248
paramormyrops_kingsleyae ENSPKIG00000011733
scleropages_formosus ENSSFOG00015019203
paramormyrops_kingsleyae ENSPKIG00000015967
pygocentrus_nattereri ENSPNAG00000017679
astyanax_mexicanus ENSAMXG00000012359
ictalurus_punctatus ENSIPUG00000000167
danio_rerio ENSDARG00000007135
gasterosteus_aculeatus ENSGACG00000011489
labrus_bergylta ENSLBEG00000017296
anabas_testudineus ENSATEG00000022737
mola_mola ENSMMOG00000016446
scophthalmus_maximus ENSSMAG00000013235
cynoglossus_semilaevis ENSCSEG00000003574
mastacembelus_armatus ENSMAMG00000019397
monopterus_albus ENSMALG00000009204
seriola_dumerili ENSSDUG00000008181
seriola_lalandi_dorsalis ENSSLDG00000014733
xiphophorus_maculatus ENSXMAG00000012273
xiphophorus_couchianus ENSXCOG00000019460
gambusia_affinis ENSGAFG00000013094
poecilia_formosa ENSPFOG00000008693
poecilia_mexicana ENSPMEG00000017718
poecilia_latipinna ENSPLAG00000013324
poecilia_reticulata ENSPREG00000007592
fundulus_heteroclitus ENSFHEG00000023166
cyprinodon_variegatus ENSCVAG00000008168
kryptolebias_marmoratus ENSKMAG00000004863
oryzias_latipes_asm223471v1 ENSORLG00020008009
oryzias_latipes_asm223467v1 ENSORLG00000011174
oryzias_latipes_asm223469v1 ENSORLG00015013729
oryzias_melastigma ENSOMEG00000010309
maylandia_zebra ENSMZEG00005016304
astatotilapia_calliptera ENSACLG00000021136
haplochromis_burtoni ENSHBUG00000005275
pundamilia_nyererei ENSPNYG00000002282
neolamprologus_brichardi ENSNBRG00000002401
oreochromis_niloticus ENSONIG00000006568
amphilophus_citrinellus ENSACIG00000006635
takifugu_rubripes ENSTRUG00000015732
tetraodon_nigroviridis ENSTNIG00000008082
amphiprion_percula ENSAPEG00000006624
amphiprion_ocellaris ENSAOCG00000023769
acanthochromis_polyacanthus ENSAPOG00000015499
stegastes_partitus ENSSPAG00000003858
hippocampus_comes ENSHCOG00000020968
periophthalmus_magnuspinnatus ENSPMGG00000012037
gadus_morhua ENSGMOG00000005365
esox_lucius ENSELUG00000014743
fukomys_damarensis ENSFDAG00000007810
ovis_aries ENSOARG00000020245
sarcophilus_harrisii ENSSHAG00000017077
eptatretus_burgeri ENSEBUG00000010437
petromyzon_marinus ENSPMAG00000000174
ciona_intestinalis ENSCING00000000293
drosophila_melanogaster FBgn0033029
caenorhabditis_elegans_strain_n2 WBGene00003826
petromyzon_marinus ENSPMAG00000005161
saccharomyces_cerevisiae_strain_s288c YPR072W
