fundulus_heteroclitus ENSFHEG00000015971
cyprinodon_variegatus ENSCVAG00000015559
xiphophorus_maculatus ENSXMAG00000009278
xiphophorus_couchianus ENSXCOG00000016345
gambusia_affinis ENSGAFG00000000640
poecilia_formosa ENSPFOG00000012936
poecilia_mexicana ENSPMEG00000000671
poecilia_latipinna ENSPLAG00000002617
poecilia_reticulata ENSPREG00000020262
oryzias_latipes_asm223467v1 ENSORLG00000019097
oryzias_latipes_asm223471v1 ENSORLG00020005232
oryzias_latipes_asm223469v1 ENSORLG00015020412
oryzias_melastigma ENSOMEG00000013374
astatotilapia_calliptera ENSACLG00000008613
pundamilia_nyererei ENSPNYG00000015371
maylandia_zebra ENSMZEG00005026798
haplochromis_burtoni ENSHBUG00000012636
neolamprologus_brichardi ENSNBRG00000008742
oreochromis_niloticus ENSONIG00000014884
amphilophus_citrinellus ENSACIG00000018507
hippocampus_comes ENSHCOG00000010672
seriola_dumerili ENSSDUG00000006571
seriola_lalandi_dorsalis ENSSLDG00000001973
scophthalmus_maximus ENSSMAG00000017775
labrus_bergylta ENSLBEG00000006057
monopterus_albus ENSMALG00000018379
mastacembelus_armatus ENSMAMG00000006972
anabas_testudineus ENSATEG00000024740
cynoglossus_semilaevis ENSCSEG00000008415
kryptolebias_marmoratus ENSKMAG00000017104
amphiprion_percula ENSAPEG00000004252
amphiprion_ocellaris ENSAOCG00000021745
acanthochromis_polyacanthus ENSAPOG00000004912
stegastes_partitus ENSSPAG00000002075
gasterosteus_aculeatus ENSGACG00000010460
takifugu_rubripes ENSTRUG00000001852
tetraodon_nigroviridis ENSTNIG00000011329
mola_mola ENSMMOG00000010665
periophthalmus_magnuspinnatus ENSPMGG00000001956
esox_lucius ENSELUG00000018359
pygocentrus_nattereri ENSPNAG00000006144
pygocentrus_nattereri ENSPNAG00000023162
ictalurus_punctatus ENSIPUG00000002461
danio_rerio ENSDARG00000069074
pygocentrus_nattereri ENSPNAG00000013261
astyanax_mexicanus ENSAMXG00000008895
danio_rerio ENSDARG00000091131
esox_lucius ENSELUG00000003926
scleropages_formosus ENSSFOG00015012471
paramormyrops_kingsleyae ENSPKIG00000015553
scleropages_formosus ENSSFOG00015021641
lepisosteus_oculatus ENSLOCG00000011417
latimeria_chalumnae ENSLACG00000010538
