loxodonta_africana ENSLAFG00000002505
procavia_capensis ENSPCAG00000016474
echinops_telfairi ENSETEG00000003889
bos_mutus ENSBMUG00000026450
bos_taurus ENSBTAG00000021341
capra_hircus ENSCHIG00000014631
sus_scrofa ENSSSCG00000001801
vicugna_pacos ENSVPAG00000004596
myotis_lucifugus ENSMLUG00000012666
pteropus_vampyrus ENSPVAG00000006386
equus_caballus ENSECAG00000017040
equus_asinus_asinus ENSEASG00005006980
ursus_americanus ENSUAMG00000016851
ailuropoda_melanoleuca ENSAMEG00000000582
mustela_putorius_furo ENSMPUG00000015544
dasypus_novemcinctus ENSDNOG00000006094
choloepus_hoffmanni ENSCHOG00000003034
homo_sapiens ENSG00000064726
gorilla_gorilla ENSGGOG00000009446
pan_paniscus ENSPPAG00000034480
pan_troglodytes ENSPTRG00000007389
pongo_abelii ENSPPYG00000006738
cercocebus_atys ENSCATG00000035748
papio_anubis ENSPANG00000020643
chlorocebus_sabaeus ENSCSAG00000017298
theropithecus_gelada ENSTGEG00000003710
macaca_fascicularis ENSMFAG00000000809
macaca_nemestrina ENSMNEG00000000819
rhinopithecus_roxellana ENSRROG00000032531
rhinopithecus_bieti ENSRBIG00000037897
cebus_capucinus_imitator ENSCCAG00000029931
aotus_nancymaae ENSANAG00000027401
microcebus_murinus ENSMICG00000009567
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015098
cricetulus_griseus_crigri-picr ENSCGRG00015004139
mesocricetus_auratus ENSMAUG00000018903
meriones_unguiculatus ENSMUGG00000010155
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031030
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025103
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029928
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013150
rattus_norvegicus ENSRNOG00000019529
microtus_ochrogaster ENSMOCG00000002592
nannospalax_galili ENSNGAG00000020509
castor_canadensis ENSCCNG00000004279
carlito_syrichta ENSTSYG00000011957
piliocolobus_tephrosceles ENSPTEG00000008756
propithecus_coquereli ENSPCOG00000017824
prolemur_simus ENSPSMG00000002626
otolemur_garnettii ENSOGAG00000012136
