oryzias_latipes_asm223469v1 ENSORLG00015010978
oryzias_latipes_asm223467v1 ENSORLG00000019697
oreochromis_niloticus ENSONIG00000009892
cynoglossus_semilaevis ENSCSEG00000016605
esox_lucius ENSELUG00000000208
octodon_degus ENSODEG00000019415
cavia_porcellus ENSCPOG00000006937
tupaia_belangeri ENSTBEG00000004138
echinops_telfairi ENSETEG00000009844
monodelphis_domestica ENSMODG00000024716
gallus_gallus ENSGALG00000042652
coturnix_japonica ENSCJPG00005008449
numida_meleagris ENSNMEG00000010256
calidris_pugnax ENSCPUG00000007910
nothoprocta_perdicaria ENSNPEG00000012398
crocodylus_porosus ENSCPRG00005009745
gopherus_agassizii ENSGAGG00000007699
chelonoidis_abingdonii ENSCABG00000017236
anolis_carolinensis ENSACAG00000010004
pogona_vitticeps ENSPVIG00000003562
notechis_scutatus ENSNSUG00000008177
salvator_merianae ENSSMRG00000017057
ailuropoda_melanoleuca ENSAMEG00000013282
ciona_intestinalis ENSCING00000006874
dromaius_novaehollandiae ENSDNVG00000018990
nothoprocta_perdicaria ENSNPEG00000015770
anser_brachyrhynchus ENSABRG00000010840
anas_platyrhynchos_platyrhynchos ENSAPLG00000001716
numida_meleagris ENSNMEG00000009725
coturnix_japonica ENSCJPG00005010099
zonotrichia_albicollis ENSZALG00000014728
lonchura_striata_domestica ENSLSDG00000000986
lepidothrix_coronata ENSLCOG00000014189
calidris_pygmaea ENSCPGG00000015953
crocodylus_porosus ENSCPRG00005012012
pelodiscus_sinensis ENSPSIG00000000788
chelonoidis_abingdonii ENSCABG00000018167
ciona_savignyi ENSCSAVG00000008758
ciona_intestinalis ENSCING00000000566
ursus_maritimus ENSUMAG00000002211
ursus_americanus ENSUAMG00000026440
rattus_norvegicus ENSRNOG00000005555
rattus_norvegicus ENSRNOG00000049607
monodelphis_domestica ENSMODG00000025136
pelodiscus_sinensis ENSPSIG00000001692
pogona_vitticeps ENSPVIG00000025414
nothoprocta_perdicaria ENSNPEG00000008928
tetraodon_nigroviridis ENSTNIG00000008353
takifugu_rubripes ENSTRUG00000003525
coturnix_japonica ENSCJPG00005006388
danio_rerio ENSDARG00000105548
pygocentrus_nattereri ENSPNAG00000008334
lepisosteus_oculatus ENSLOCG00000013720
scleropages_formosus ENSSFOG00015011088
paramormyrops_kingsleyae ENSPKIG00000000183
pygocentrus_nattereri ENSPNAG00000008015
astyanax_mexicanus ENSAMXG00000028066
ictalurus_punctatus ENSIPUG00000022538
danio_rerio ENSDARG00000009702
seriola_dumerili ENSSDUG00000015701
anabas_testudineus ENSATEG00000021377
maylandia_zebra ENSMZEG00005014220
astatotilapia_calliptera ENSACLG00000010839
haplochromis_burtoni ENSHBUG00000011266
pundamilia_nyererei ENSPNYG00000024260
neolamprologus_brichardi ENSNBRG00000018456
esox_lucius ENSELUG00000020156
lepisosteus_oculatus ENSLOCG00000000438
apteryx_haastii ENSAHAG00000019502
apteryx_owenii ENSAOWG00000007450
apteryx_rowi ENSARWG00000008201
dromaius_novaehollandiae ENSDNVG00000009333
anas_platyrhynchos_platyrhynchos ENSAPLG00000025316
coturnix_japonica ENSCJPG00005018478
manacus_vitellinus ENSMVIG00005007924
lonchura_striata_domestica ENSLSDG00000015623
calidris_pugnax ENSCPUG00000000065
notechis_scutatus ENSNSUG00000016417
esox_lucius ENSELUG00000016652
caenorhabditis_elegans_strain_n2 WBGene00022759
