coturnix_japonica ENSCJPG00005019537
meleagris_gallopavo ENSMGAG00000009576
numida_meleagris ENSNMEG00000013792
taeniopygia_guttata ENSTGUG00000009444
pogona_vitticeps ENSPVIG00000004102
notechis_scutatus ENSNSUG00000007463
ornithorhynchus_anatinus ENSOANG00000031394
petromyzon_marinus ENSPMAG00000005918
eptatretus_burgeri ENSEBUG00000003120
tetraodon_nigroviridis ENSTNIG00000008685
takifugu_rubripes ENSTRUG00000006805
mola_mola ENSMMOG00000010546
gasterosteus_aculeatus ENSGACG00000007586
labrus_bergylta ENSLBEG00000024045
mastacembelus_armatus ENSMAMG00000001200
monopterus_albus ENSMALG00000017644
anabas_testudineus ENSATEG00000001168
scophthalmus_maximus ENSSMAG00000002980
cynoglossus_semilaevis ENSCSEG00000006444
seriola_lalandi_dorsalis ENSSLDG00000019341
seriola_dumerili ENSSDUG00000008623
xiphophorus_maculatus ENSXMAG00000002582
xiphophorus_couchianus ENSXCOG00000012276
gambusia_affinis ENSGAFG00000009364
poecilia_formosa ENSPFOG00000012391
poecilia_formosa ENSPFOG00000000919
poecilia_mexicana ENSPMEG00000005170
poecilia_latipinna ENSPLAG00000007698
poecilia_reticulata ENSPREG00000019619
fundulus_heteroclitus ENSFHEG00000002338
cyprinodon_variegatus ENSCVAG00000013275
kryptolebias_marmoratus ENSKMAG00000021330
oryzias_latipes_asm223471v1 ENSORLG00020003415
oryzias_latipes_asm223467v1 ENSORLG00000007699
oryzias_latipes_asm223469v1 ENSORLG00015008311
oryzias_melastigma ENSOMEG00000003379
amphiprion_ocellaris ENSAOCG00000005899
amphiprion_percula ENSAPEG00000014336
acanthochromis_polyacanthus ENSAPOG00000019643
stegastes_partitus ENSSPAG00000013568
astatotilapia_calliptera ENSACLG00000010143
maylandia_zebra ENSMZEG00005027734
pundamilia_nyererei ENSPNYG00000007911
haplochromis_burtoni ENSHBUG00000023594
neolamprologus_brichardi ENSNBRG00000021183
oreochromis_niloticus ENSONIG00000018349
amphilophus_citrinellus ENSACIG00000021717
hippocampus_comes ENSHCOG00000018248
periophthalmus_magnuspinnatus ENSPMGG00000020259
gadus_morhua ENSGMOG00000018441
esox_lucius ENSELUG00000022056
astyanax_mexicanus ENSAMXG00000002255
pygocentrus_nattereri ENSPNAG00000000311
ictalurus_punctatus ENSIPUG00000000727
danio_rerio ENSDARG00000014101
paramormyrops_kingsleyae ENSPKIG00000008509
scleropages_formosus ENSSFOG00015015984
ciona_intestinalis ENSCING00000006216
ciona_savignyi ENSCSAVG00000006527
