latimeria_chalumnae ENSLACG00000022258
xenopus_tropicalis ENSXETG00000009881
seriola_lalandi_dorsalis ENSSLDG00000014836
seriola_dumerili ENSSDUG00000007127
mastacembelus_armatus ENSMAMG00000010498
takifugu_rubripes ENSTRUG00000010548
tetraodon_nigroviridis ENSTNIG00000017856
mola_mola ENSMMOG00000019311
gasterosteus_aculeatus ENSGACG00000002733
amphiprion_percula ENSAPEG00000003580
amphiprion_ocellaris ENSAOCG00000024065
acanthochromis_polyacanthus ENSAPOG00000015825
stegastes_partitus ENSSPAG00000000835
maylandia_zebra ENSMZEG00005014351
pundamilia_nyererei ENSPNYG00000011840
haplochromis_burtoni ENSHBUG00000022876
astatotilapia_calliptera ENSACLG00000002150
neolamprologus_brichardi ENSNBRG00000018466
amphilophus_citrinellus ENSACIG00000005506
anabas_testudineus ENSATEG00000008639
labrus_bergylta ENSLBEG00000027960
oryzias_latipes_asm223469v1 ENSORLG00015005737
oryzias_latipes_asm223471v1 ENSORLG00020004424
oryzias_latipes_asm223467v1 ENSORLG00000015293
oryzias_melastigma ENSOMEG00000022524
monopterus_albus ENSMALG00000008409
periophthalmus_magnuspinnatus ENSPMGG00000003752
hippocampus_comes ENSHCOG00000017409
poecilia_formosa ENSPFOG00000000983
poecilia_mexicana ENSPMEG00000008129
poecilia_latipinna ENSPLAG00000013011
poecilia_reticulata ENSPREG00000006155
gambusia_affinis ENSGAFG00000010962
cyprinodon_variegatus ENSCVAG00000015055
fundulus_heteroclitus ENSFHEG00000010299
kryptolebias_marmoratus ENSKMAG00000016258
cynoglossus_semilaevis ENSCSEG00000016772
gadus_morhua ENSGMOG00000002342
esox_lucius ENSELUG00000013834
pygocentrus_nattereri ENSPNAG00000020768
astyanax_mexicanus ENSAMXG00000018655
ictalurus_punctatus ENSIPUG00000008516
danio_rerio ENSDARG00000009267
scleropages_formosus ENSSFOG00015007671
paramormyrops_kingsleyae ENSPKIG00000009390
lepisosteus_oculatus ENSLOCG00000008759
petromyzon_marinus ENSPMAG00000002417
