dromaius_novaehollandiae ENSDNVG00000006533
nothoprocta_perdicaria ENSNPEG00000014661
pelodiscus_sinensis ENSPSIG00000005919
calidris_pygmaea ENSCPGG00000013581
calidris_pugnax ENSCPUG00000001581
lepidothrix_coronata ENSLCOG00000000538
ficedula_albicollis ENSFALG00000007097
junco_hyemalis ENSJHYG00000005480
lonchura_striata_domestica ENSLSDG00000013096
parus_major ENSPMJG00000018893
anas_platyrhynchos_platyrhynchos ENSAPLG00000003785
anser_brachyrhynchus ENSABRG00000019024
coturnix_japonica ENSCJPG00005015655
meleagris_gallopavo ENSMGAG00000005352
gallus_gallus ENSGALG00000027897
numida_meleagris ENSNMEG00000022691
apteryx_haastii ENSAHAG00000010789
apteryx_rowi ENSARWG00000009411
apteryx_owenii ENSAOWG00000005145
ornithorhynchus_anatinus ENSOANG00000001059
takifugu_rubripes ENSTRUG00000007477
tetraodon_nigroviridis ENSTNIG00000004921
mola_mola ENSMMOG00000015612
labrus_bergylta ENSLBEG00000023144
seriola_dumerili ENSSDUG00000022242
seriola_lalandi_dorsalis ENSSLDG00000012774
amphiprion_percula ENSAPEG00000010530
amphiprion_ocellaris ENSAOCG00000019756
acanthochromis_polyacanthus ENSAPOG00000020644
stegastes_partitus ENSSPAG00000012014
monopterus_albus ENSMALG00000020228
anabas_testudineus ENSATEG00000021092
mastacembelus_armatus ENSMAMG00000006310
scophthalmus_maximus ENSSMAG00000004183
xiphophorus_couchianus ENSXCOG00000015539
xiphophorus_maculatus ENSXMAG00000015100
gambusia_affinis ENSGAFG00000008929
poecilia_formosa ENSPFOG00000017139
poecilia_mexicana ENSPMEG00000001469
poecilia_latipinna ENSPLAG00000012418
poecilia_reticulata ENSPREG00000010704
cyprinodon_variegatus ENSCVAG00000014244
fundulus_heteroclitus ENSFHEG00000001699
kryptolebias_marmoratus ENSKMAG00000002279
oryzias_latipes_asm223467v1 ENSORLG00000013147
oryzias_latipes_asm223469v1 ENSORLG00015017259
oryzias_latipes_asm223471v1 ENSORLG00020003110
oryzias_melastigma ENSOMEG00000013775
maylandia_zebra ENSMZEG00005009510
astatotilapia_calliptera ENSACLG00000013095
haplochromis_burtoni ENSHBUG00000015639
pundamilia_nyererei ENSPNYG00000018828
neolamprologus_brichardi ENSNBRG00000007238
oreochromis_niloticus ENSONIG00000010864
