chelonoidis_abingdonii ENSCABG00000016680
pelodiscus_sinensis ENSPSIG00000016458
apteryx_owenii ENSAOWG00000011410
apteryx_haastii ENSAHAG00000008218
apteryx_rowi ENSARWG00000006285
dromaius_novaehollandiae ENSDNVG00000018701
gallus_gallus ENSGALG00000000223
coturnix_japonica ENSCJPG00005007997
meleagris_gallopavo ENSMGAG00000002067
anas_platyrhynchos_platyrhynchos ENSAPLG00000014430
lepidothrix_coronata ENSLCOG00000015124
manacus_vitellinus ENSMVIG00005011297
lonchura_striata_domestica ENSLSDG00000013364
taeniopygia_guttata ENSTGUG00000001354
serinus_canaria ENSSCAG00000007059
junco_hyemalis ENSJHYG00000011499
zonotrichia_albicollis ENSZALG00000014973
parus_major ENSPMJG00000004698
ficedula_albicollis ENSFALG00000002482
melopsittacus_undulatus ENSMUNG00000004135
calidris_pygmaea ENSCPGG00000011708
calidris_pugnax ENSCPUG00000017591
anolis_carolinensis ENSACAG00000004942
pogona_vitticeps ENSPVIG00000007456
notechis_scutatus ENSNSUG00000002831
salvator_merianae ENSSMRG00000003520
chrysemys_picta_bellii ENSCPBG00000010040
gopherus_agassizii ENSGAGG00000008968
numida_meleagris ENSNMEG00000008894
anser_brachyrhynchus ENSABRG00000000101
manacus_vitellinus ENSMVIG00005011298
cyanistes_caeruleus ENSCCEG00000021160
nothoprocta_perdicaria ENSNPEG00000000941
sphenodon_punctatus ENSSPUG00000007801
crocodylus_porosus ENSCPRG00005006010
notamacropus_eugenii ENSMEUG00000008273
phascolarctos_cinereus ENSPCIG00000003386
sarcophilus_harrisii ENSSHAG00000016095
monodelphis_domestica ENSMODG00000000915
ochotona_princeps ENSOPRG00000001769
oryctolagus_cuniculus ENSOCUG00000006191
tupaia_belangeri ENSTBEG00000016573
erinaceus_europaeus ENSEEUG00000012118
mustela_putorius_furo ENSMPUG00000011275
neovison_vison ENSNVIG00000015657
ursus_americanus ENSUAMG00000006501
ursus_maritimus ENSUMAG00000005428
ailuropoda_melanoleuca ENSAMEG00000012253
canis_lupus_dingo ENSCAFG00020015000
canis_lupus_dingo ENSCAFG00020026223
canis_lupus_familiaris ENSCAFG00000010330
vulpes_vulpes ENSVVUG00000006689
panthera_pardus ENSPPRG00000024097
panthera_tigris_altaica ENSPTIG00000002173
felis_catus ENSFCAG00000013106
sus_scrofa ENSSSCG00000015473
tursiops_truncatus ENSTTRG00000000706
sus_scrofa ENSSSCG00000040213
bos_taurus ENSBTAG00000002874
bos_mutus ENSBMUG00000004740
bison_bison_bison ENSBBBG00000008515
capra_hircus ENSCHIG00000019808
ovis_aries ENSOARG00000000667
vicugna_pacos ENSVPAG00000008488
carlito_syrichta ENSTSYG00000026847
carlito_syrichta ENSTSYG00000032109
pan_troglodytes ENSPTRG00000001864
pan_paniscus ENSPPAG00000025262
gorilla_gorilla ENSGGOG00000009834
homo_sapiens ENSG00000163444
pongo_abelii ENSPPYG00000000340
nomascus_leucogenys ENSNLEG00000018106
rhinopithecus_bieti ENSRBIG00000030292
rhinopithecus_roxellana ENSRROG00000040099
piliocolobus_tephrosceles ENSPTEG00000029913
colobus_angolensis_palliatus ENSCANG00000035363
theropithecus_gelada ENSTGEG00000018330
papio_anubis ENSPANG00000007913
macaca_fascicularis ENSMFAG00000034100
macaca_nemestrina ENSMNEG00000033971
cercocebus_atys ENSCATG00000026146
chlorocebus_sabaeus ENSCSAG00000014258
