mola_mola ENSMMOG00000000539
takifugu_rubripes ENSTRUG00000019522
labrus_bergylta ENSLBEG00000020251
oryzias_latipes_asm223471v1 ENSORLG00020008169
oryzias_latipes_asm223469v1 ENSORLG00015007577
oryzias_latipes_asm223467v1 ENSORLG00000023730
oryzias_melastigma ENSOMEG00000000605
periophthalmus_magnuspinnatus ENSPMGG00000019266
amphiprion_percula ENSAPEG00000023947
amphiprion_ocellaris ENSAOCG00000005891
acanthochromis_polyacanthus ENSAPOG00000014581
stegastes_partitus ENSSPAG00000011227
haplochromis_burtoni ENSHBUG00000020550
pundamilia_nyererei ENSPNYG00000022878
astatotilapia_calliptera ENSACLG00000022553
maylandia_zebra ENSMZEG00005008526
neolamprologus_brichardi ENSNBRG00000006240
poecilia_latipinna ENSPLAG00000004343
poecilia_mexicana ENSPMEG00000008207
poecilia_reticulata ENSPREG00000011241
xiphophorus_maculatus ENSXMAG00000027725
xiphophorus_couchianus ENSXCOG00000009473
gambusia_affinis ENSGAFG00000015426
cyprinodon_variegatus ENSCVAG00000017912
kryptolebias_marmoratus ENSKMAG00000004217
seriola_lalandi_dorsalis ENSSLDG00000019338
seriola_dumerili ENSSDUG00000001872
scophthalmus_maximus ENSSMAG00000002922
mastacembelus_armatus ENSMAMG00000003388
anabas_testudineus ENSATEG00000022185
