fundulus_heteroclitus ENSFHEG00000020982
cyprinodon_variegatus ENSCVAG00000002416
poecilia_mexicana ENSPMEG00000006840
poecilia_formosa ENSPFOG00000023790
poecilia_reticulata ENSPREG00000019891
xiphophorus_maculatus ENSXMAG00000017091
gambusia_affinis ENSGAFG00000001767
oryzias_latipes_asm223471v1 ENSORLG00020012850
oryzias_latipes_asm223467v1 ENSORLG00000028185
oryzias_latipes_asm223469v1 ENSORLG00015020523
haplochromis_burtoni ENSHBUG00000007026
maylandia_zebra ENSMZEG00005005735
amphiprion_ocellaris ENSAOCG00000024389
amphiprion_percula ENSAPEG00000002262
stegastes_partitus ENSSPAG00000022284
labrus_bergylta ENSLBEG00000023012
cynoglossus_semilaevis ENSCSEG00000013913
anabas_testudineus ENSATEG00000009435
esox_lucius ENSELUG00000008182
pygocentrus_nattereri ENSPNAG00000028192
astyanax_mexicanus ENSAMXG00000043367
ictalurus_punctatus ENSIPUG00000016858
scleropages_formosus ENSSFOG00015004980
paramormyrops_kingsleyae ENSPKIG00000025566
lepisosteus_oculatus ENSLOCG00000010538
gallus_gallus ENSGALG00000029056
numida_meleagris ENSNMEG00000007645
anas_platyrhynchos_platyrhynchos ENSAPLG00000019269
zonotrichia_albicollis ENSZALG00000013423
ficedula_albicollis ENSFALG00000009839
parus_major ENSPMJG00000016117
cyanistes_caeruleus ENSCCEG00000017455
pelodiscus_sinensis ENSPSIG00000012028
anolis_carolinensis ENSACAG00000029418
