mola_mola ENSMMOG00000009597
gasterosteus_aculeatus ENSGACG00000016830
scophthalmus_maximus ENSSMAG00000002990
oreochromis_niloticus ENSONIG00000014076
amphilophus_citrinellus ENSACIG00000006094
monopterus_albus ENSMALG00000013034
acanthochromis_polyacanthus ENSAPOG00000001045
amphiprion_ocellaris ENSAOCG00000020112
stegastes_partitus ENSSPAG00000005232
xiphophorus_maculatus ENSXMAG00000028044
xiphophorus_couchianus ENSXCOG00000002985
gambusia_affinis ENSGAFG00000010198
takifugu_rubripes ENSTRUG00000014651
tetraodon_nigroviridis ENSTNIG00000001544
pundamilia_nyererei ENSPNYG00000007528
maylandia_zebra ENSMZEG00005018701
astatotilapia_calliptera ENSACLG00000013736
haplochromis_burtoni ENSHBUG00000022196
neolamprologus_brichardi ENSNBRG00000005283
amphilophus_citrinellus ENSACIG00000018980
amphiprion_percula ENSAPEG00000013799
mastacembelus_armatus ENSMAMG00000012458
cynoglossus_semilaevis ENSCSEG00000016651
cynoglossus_semilaevis ENSCSEG00000016656
hippocampus_comes ENSHCOG00000019012
seriola_dumerili ENSSDUG00000004803
seriola_lalandi_dorsalis ENSSLDG00000010778
anabas_testudineus ENSATEG00000018879
poecilia_latipinna ENSPLAG00000004747
poecilia_formosa ENSPFOG00000019816
poecilia_mexicana ENSPMEG00000012473
poecilia_reticulata ENSPREG00000014246
fundulus_heteroclitus ENSFHEG00000018867
kryptolebias_marmoratus ENSKMAG00000017282
oryzias_latipes_asm223471v1 ENSORLG00020018712
oryzias_latipes_asm223467v1 ENSORLG00000007502
oryzias_latipes_asm223469v1 ENSORLG00015022372
oryzias_latipes_asm223469v1 ENSORLG00015006605
oryzias_melastigma ENSOMEG00000003395
labrus_bergylta ENSLBEG00000019066
periophthalmus_magnuspinnatus ENSPMGG00000010975
gadus_morhua ENSGMOG00000013661
esox_lucius ENSELUG00000007749
astyanax_mexicanus ENSAMXG00000037015
pygocentrus_nattereri ENSPNAG00000013820
ictalurus_punctatus ENSIPUG00000002907
danio_rerio ENSDARG00000104782
paramormyrops_kingsleyae ENSPKIG00000020671
scleropages_formosus ENSSFOG00015022822
lepisosteus_oculatus ENSLOCG00000010027
eptatretus_burgeri ENSEBUG00000013572
