tetraodon_nigroviridis ENSTNIG00000018971
takifugu_rubripes ENSTRUG00000006873
mola_mola ENSMMOG00000005424
kryptolebias_marmoratus ENSKMAG00000018708
fundulus_heteroclitus ENSFHEG00000007196
cyprinodon_variegatus ENSCVAG00000003166
poecilia_latipinna ENSPLAG00000022678
poecilia_formosa ENSPFOG00000010544
poecilia_mexicana ENSPMEG00000020837
poecilia_reticulata ENSPREG00000011174
xiphophorus_couchianus ENSXCOG00000005098
xiphophorus_maculatus ENSXMAG00000025808
gambusia_affinis ENSGAFG00000017104
oryzias_latipes_asm223467v1 ENSORLG00000029221
oryzias_latipes_asm223471v1 ENSORLG00020004694
oryzias_latipes_asm223469v1 ENSORLG00015001499
oryzias_melastigma ENSOMEG00000016633
amphiprion_ocellaris ENSAOCG00000001975
amphiprion_percula ENSAPEG00000009573
acanthochromis_polyacanthus ENSAPOG00000016369
stegastes_partitus ENSSPAG00000021689
pundamilia_nyererei ENSPNYG00000013207
haplochromis_burtoni ENSHBUG00000000581
maylandia_zebra ENSMZEG00005011861
astatotilapia_calliptera ENSACLG00000016282
neolamprologus_brichardi ENSNBRG00000023968
oreochromis_niloticus ENSONIG00000008105
amphilophus_citrinellus ENSACIG00000021731
scophthalmus_maximus ENSSMAG00000020174
cynoglossus_semilaevis ENSCSEG00000008816
seriola_lalandi_dorsalis ENSSLDG00000007168
seriola_dumerili ENSSDUG00000020614
monopterus_albus ENSMALG00000019668
mastacembelus_armatus ENSMAMG00000008008
anabas_testudineus ENSATEG00000020503
hippocampus_comes ENSHCOG00000019904
gasterosteus_aculeatus ENSGACG00000002163
labrus_bergylta ENSLBEG00000027220
periophthalmus_magnuspinnatus ENSPMGG00000022053
esox_lucius ENSELUG00000022692
astyanax_mexicanus ENSAMXG00000034839
pygocentrus_nattereri ENSPNAG00000026993
ictalurus_punctatus ENSIPUG00000024776
danio_rerio ENSDARG00000101096
scleropages_formosus ENSSFOG00015012620
paramormyrops_kingsleyae ENSPKIG00000008206
